SOURCEID,MARKET,DISCO_CODE,LOAD_PROFILE,RATE_CLASS,ESG_SOURCEID,MARKET_1,DISCO_CODE_1,PROFILE_CLASS,RATE_CLASS_1,METER_TYPE,LOSS_CODE,LOSS_DESCRIPTION,STATE,RES_FLAG,SEQ_ID,DEFAULT_FLAG
40577,NYISO,CENTHUD,PD2,E243,40577,NYISO,CENTHUD,PD2,243,SCALAR,PRIMARY,,NY,0,2135,Y
40578,NYISO,CENTHUD,PD2,E245,40578,NYISO,CENTHUD,PD2,245,SCALAR,PRIMARY,,NY,0,2136,Y
40579,NYISO,CENTHUD,PD2,E246,40579,NYISO,CENTHUD,PD2,246,SCALAR,PRIMARY,,NY,0,2137,Y
40580,NYISO,CENTHUD,SD1,2,40580,NYISO,CENTHUD,SD1,200,SCALAR,SECONDARY,,NY,0,2138,X
40580,NYISO,CENTHUD,SD1,2,40580,NYISO,CENTHUD,SD1,203,SCALAR,SECONDARY,,NY,0,2139,X
40580,NYISO,CENTHUD,SD1,2,40580,NYISO,CENTHUD,SD1,205,SCALAR,SECONDARY,,NY,0,2140,X
40580,NYISO,CENTHUD,SD1,2,40580,NYISO,CENTHUD,SD1,206,SCALAR,SECONDARY,,NY,0,2141,X
40580,NYISO,CENTHUD,SD1,2,40580,NYISO,CENTHUD,SD1,208,SCALAR,SECONDARY,,NY,0,2142,X
40580,NYISO,CENTHUD,SD1,2,40580,NYISO,CENTHUD,SD1,209,SCALAR,SECONDARY,,NY,0,2143,X
40580,NYISO,CENTHUD,SD1,2,40580,NYISO,CENTHUD,SD1,230,SCALAR,SECONDARY,,NY,0,2144,X
40580,NYISO,CENTHUD,SD1,2,40580,NYISO,CENTHUD,SD1,235,SCALAR,SECONDARY,,NY,0,2145,X
40581,NYISO,CENTHUD,SD1,E200,40581,NYISO,CENTHUD,SD1,200,SCALAR,SECONDARY,,NY,0,2146,Y
40582,NYISO,CENTHUD,SD1,E203,40582,NYISO,CENTHUD,SD1,203,SCALAR,SECONDARY,,NY,0,2147,Y
40583,NYISO,CENTHUD,SD1,E205,40583,NYISO,CENTHUD,SD1,205,SCALAR,SECONDARY,,NY,0,2148,Y
40584,NYISO,CENTHUD,SD1,E206,40584,NYISO,CENTHUD,SD1,206,SCALAR,SECONDARY,,NY,0,2149,Y
40585,NYISO,CENTHUD,SD1,E208,40585,NYISO,CENTHUD,SD1,208,SCALAR,SECONDARY,,NY,0,2150,Y
40586,NYISO,CENTHUD,SD1,E209,40586,NYISO,CENTHUD,SD1,209,SCALAR,SECONDARY,,NY,0,2151,Y
40587,NYISO,CENTHUD,SD1,E230,40587,NYISO,CENTHUD,SD1,230,SCALAR,SECONDARY,,NY,0,2152,Y
40588,NYISO,CENTHUD,SD1,E235,40588,NYISO,CENTHUD,SD1,235,SCALAR,SECONDARY,,NY,0,2153,Y
40589,NYISO,CENTHUD,SD2,2,40589,NYISO,CENTHUD,SD2,200,SCALAR,SECONDARY,,NY,0,2154,X
40589,NYISO,CENTHUD,SD2,2,40589,NYISO,CENTHUD,SD2,203,SCALAR,SECONDARY,,NY,0,2155,X
40589,NYISO,CENTHUD,SD2,2,40589,NYISO,CENTHUD,SD2,205,SCALAR,SECONDARY,,NY,0,2156,X
40589,NYISO,CENTHUD,SD2,2,40589,NYISO,CENTHUD,SD2,206,SCALAR,SECONDARY,,NY,0,2157,X
40589,NYISO,CENTHUD,SD2,2,40589,NYISO,CENTHUD,SD2,208,SCALAR,SECONDARY,,NY,0,2158,X
40589,NYISO,CENTHUD,SD2,2,40589,NYISO,CENTHUD,SD2,209,SCALAR,SECONDARY,,NY,0,2159,X
40589,NYISO,CENTHUD,SD2,2,40589,NYISO,CENTHUD,SD2,230,SCALAR,SECONDARY,,NY,0,2160,X
40589,NYISO,CENTHUD,SD2,2,40589,NYISO,CENTHUD,SD2,235,SCALAR,SECONDARY,,NY,0,2161,X
40590,NYISO,CENTHUD,SD2,E200,40590,NYISO,CENTHUD,SD2,200,SCALAR,SECONDARY,,NY,0,2162,Y
40591,NYISO,CENTHUD,SD2,E203,40591,NYISO,CENTHUD,SD2,203,SCALAR,SECONDARY,,NY,0,2163,Y
40592,NYISO,CENTHUD,SD2,E205,40592,NYISO,CENTHUD,SD2,205,SCALAR,SECONDARY,,NY,0,2164,Y
40593,NYISO,CENTHUD,SD2,E206,40593,NYISO,CENTHUD,SD2,206,SCALAR,SECONDARY,,NY,0,2165,Y
40594,NYISO,CENTHUD,SD2,E208,40594,NYISO,CENTHUD,SD2,208,SCALAR,SECONDARY,,NY,0,2166,Y
40595,NYISO,CENTHUD,SD2,E209,40595,NYISO,CENTHUD,SD2,209,SCALAR,SECONDARY,,NY,0,2167,Y
40596,NYISO,CENTHUD,SD2,E230,40596,NYISO,CENTHUD,SD2,230,SCALAR,SECONDARY,,NY,0,2168,Y
40597,NYISO,CENTHUD,SD2,E235,40597,NYISO,CENTHUD,SD2,235,SCALAR,SECONDARY,,NY,0,2169,Y
40336,NYISO,CONED,0-120,58,40336,NYISO,CONED,IDR,SC8,IDR,SECONDARY,,NY,0,2171,Y
40336,NYISO,CONED,0-120,58,40336,NYISO,CONED,SC8_120_220_AVG_SUMMER_KW,SC8,SCALAR,SECONDARY,,NY,0,2174,Y
40268,NYISO,CONED,0-120,79,40268,NYISO,CONED,IDR,SC8,IDR,SECONDARY,,NY,0,2176,Y
40268,NYISO,CONED,0-120,79,40268,NYISO,CONED,SC8_120_220_AVG_SUMMER_KW,SC8,SCALAR,SECONDARY,,NY,0,2179,Y
40337,NYISO,CONED,0-120,8,40337,NYISO,CONED,IDR,SC8,IDR,SECONDARY,,NY,0,2181,Y
40306,NYISO,CONED,0-12000,12,40306,NYISO,CONED,IDR,SC12,IDR,SECONDARY,,NY,0,2184,Y
40223,NYISO,CONED,0-12000,52,40223,NYISO,CONED,IDR,SC12,IDR,SECONDARY,,NY,0,2187,Y
40264,NYISO,CONED,0-12000,77,40264,NYISO,CONED,IDR,SC12,IDR,SECONDARY,,NY,0,2190,Y
40013,NYISO,CONED,0-1500,104,40013,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2193,Y
40015,NYISO,CONED,0-1500,105,40015,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2196,Y
40017,NYISO,CONED,0-1500,117,40017,NYISO,CONED,IDR,SC2,IDR,SECONDARY,,NY,0,2199,Y
40028,NYISO,CONED,0-1500,181,40028,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2202,Y
40030,NYISO,CONED,0-1500,183,40030,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2205,Y
40310,NYISO,CONED,0-1500,2,40310,NYISO,CONED,IDR,SC2,IDR,SECONDARY,,NY,0,2208,Y
40038,NYISO,CONED,0-1500,20,40038,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2211,N
40040,NYISO,CONED,0-1500,23,40040,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2214,N
40042,NYISO,CONED,0-1500,24,40042,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2217,N
40044,NYISO,CONED,0-1500,261,40044,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2220,Y
40052,NYISO,CONED,0-1500,281,40052,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2223,Y
40054,NYISO,CONED,0-1500,283,40054,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2226,Y
40056,NYISO,CONED,0-1500,284,40056,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2229,Y
40070,NYISO,CONED,0-1500,30,40070,NYISO,CONED,IDR,SC2,IDR,SECONDARY,,NY,0,2232,Y
40075,NYISO,CONED,0-1500,330,40075,NYISO,CONED,IDR,SC2,IDR,SECONDARY,,NY,0,2235,Y
40080,NYISO,CONED,0-1500,331,40080,NYISO,CONED,IDR,SC2,IDR,SECONDARY,,NY,0,2238,Y
40085,NYISO,CONED,0-1500,34,40085,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2241,N
40093,NYISO,CONED,0-1500,361,40093,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2244,Y
40101,NYISO,CONED,0-1500,381,40101,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2247,Y
40103,NYISO,CONED,0-1500,383,40103,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2250,Y
40105,NYISO,CONED,0-1500,384,40105,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2253,Y
40324,NYISO,CONED,0-1500,4,40324,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2256,N
40125,NYISO,CONED,0-1500,400,40125,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2259,Y
40127,NYISO,CONED,0-1500,402,40127,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2262,Y
40129,NYISO,CONED,0-1500,404,40129,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2265,Y
40131,NYISO,CONED,0-1500,406,40131,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2268,Y
40133,NYISO,CONED,0-1500,408,40133,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2271,Y
40135,NYISO,CONED,0-1500,410,40135,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2274,Y
40167,NYISO,CONED,0-1500,424,40167,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2277,Y
50586,PJM,APSPA,RSHT,WP-RS10D,50586,PJM,APSPA,RSHT,WP-RS10D,SCALAR,SECONDARY,WP_SEC,PA,100,5687,Y
40169,NYISO,CONED,0-1500,426,40169,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2280,Y
50587,PJM,APSPA,GPC,WP-GS20D,50587,PJM,APSPA,GPC,WP-GS20D,SCALAR,SUBTRANSMISSION,WP_SUB,PA,0,5688,N
50588,PJM,APSPA,GSCS,WP-GS20D,50588,PJM,APSPA,GSCS,WP-GS20D,SCALAR,SECONDARY,WP_SEC,PA,0,5689,Y
40177,NYISO,CONED,0-1500,43,40177,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2283,Y
50589,PJM,APSPA,GPC,WP-GS20D,50589,PJM,APSPA,GPC_IDR,WP-GS20D,IDR,SUBTRANSMISSION,WP_SUB,PA,0,5690,Y
50590,PJM,APSPA,GSCS,WP-GS10D,50590,PJM,APSPA,GSCS,WP-GS10D,SCALAR,SECONDARY,WP_SEC,PA,0,5691,Y
40185,NYISO,CONED,0-1500,432,40185,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2286,Y
50591,PJM,APSPA,GSCS,WP-GS20D,50591,PJM,APSPA,GSCS,WP-GS20D,SCALAR,PRIMARY,WP_PRI,PA,0,5692,Y
50592,PJM,APSPA,GSCS,WP-GS20D,50592,PJM,APSPA,GSCS_IDR,WP-GS20D,IDR,PRIMARY,WP_PRI,PA,0,5693,N
40187,NYISO,CONED,0-1500,434,40187,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2289,Y
50593,PJM,APSPA,GSCS,WP-GS22D,50593,PJM,APSPA,GSCS,WP-GS22D,SCALAR,SECONDARY,WP_SEC,PA,0,5694,Y
50594,PJM,APSPA,OLS,WP-GS23D,50594,PJM,APSPA,OLS,WP-GS23D,SCALAR,SECONDARY,WP_SEC,PA,0,5695,Y
40325,NYISO,CONED,0-1500,44,40325,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2292,Y
50595,PJM,APSPA,GSCS,WP-GS24D,50595,PJM,APSPA,GSCS,WP-GS24D,SCALAR,SECONDARY,WP_SEC,PA,0,5696,Y
50596,PJM,APSPA,GSCS,WP-GP30SD,50596,PJM,APSPA,GSCS,WP-GP30SD,SCALAR,SECONDARY,WP_SEC,PA,0,5697,Y
40207,NYISO,CONED,0-1500,481,40207,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2295,Y
50597,PJM,APSPA,GSCS,WP-GP30SD,50597,PJM,APSPA,GSCS,WP-GP30SD,SCALAR,PRIMARY,WP_PRI,PA,0,5698,Y
50598,PJM,APSPA,GSCS,WP-GP30SD,50598,PJM,APSPA,GSCS,WP-GP30SD,SCALAR,SUBTRANSMISSION,WP_SUB,PA,0,5699,N
40209,NYISO,CONED,0-1500,483,40209,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2298,Y
50599,PJM,APSPA,GSCS,WP-GP30SD,50599,PJM,APSPA,GSCS_IDR,WP-GP30SD,IDR,PRIMARY,WP_PRI,PA,0,5700,N
50600,PJM,APSPA,GSCS,WP-GP30SD,50600,PJM,APSPA,GSCS_IDR,WP-GP30SD,IDR,SUBTRANSMISSION,WP_SUB,PA,0,5701,Y
40233,NYISO,CONED,0-1500,581,40233,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2301,Y
50601,PJM,APSPA,LPC,WP-GP30SD,50601,PJM,APSPA,LPC,WP-GP30SD,SCALAR,TRANSMISSION,WP_TRAN,PA,0,5702,N
50602,PJM,APSPA,LPC,WP-GP30SD,50602,PJM,APSPA,LPC_IDR,WP-GP30SD,IDR,TRANSMISSION,WP_TRAN,PA,0,5703,Y
40235,NYISO,CONED,0-1500,583,40235,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2304,Y
50603,PJM,APSPA,GSCS,WP-GP30LD,50603,PJM,APSPA,GSCS,WP-GP30LD,SCALAR,SECONDARY,WP_SEC,PA,0,5704,Y
50604,PJM,APSPA,GSCS,WP-GP30LD,50604,PJM,APSPA,GSCS,WP-GP30LD,SCALAR,PRIMARY,WP_PRI,PA,0,5705,Y
40249,NYISO,CONED,0-1500,61,40249,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2307,Y
50605,PJM,APSPA,GSCS,WP-GP30LD,50605,PJM,APSPA,GSCS,WP-GP30LD,SCALAR,SUBTRANSMISSION,WP_SUB,PA,0,5706,Y
50606,PJM,APSPA,GSCS,WP-GP30LD,50606,PJM,APSPA,GSCS,WP-GP30LD,SCALAR,SECONDARY,WP_SEC,PA,0,5707,Y
40326,NYISO,CONED,0-1500,81,40326,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2310,Y
50607,PJM,APSPA,GSCS,WP-GP30LD,50607,PJM,APSPA,GSCS,WP-GP30LD,SCALAR,SECONDARY,WP_SEC,PA,0,5708,Y
50608,PJM,APSPA,GSCS,WP-GP30LD,50608,PJM,APSPA,GSCS_IDR,WP-GP30LD,IDR,PRIMARY,WP_PRI,PA,0,5709,N
50609,PJM,APSPA,GSCS,WP-GP30LD,50609,PJM,APSPA,GSCS,WP-GP30LD,SCALAR,SUBTRANSMISSION,WP_SUB,PA,0,5710,Y
40274,NYISO,CONED,0-1500,83,40274,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2313,Y
50467,PJM,BGE,71,GLP,50467,PJM,BGE,GLP_IDR,GLP71,IDR,PRIMARY_13AND4KV,General Service Large Time-of-Use (> 60 kW),MD,0,5568,Y
50468,PJM,BGE,72,GLP,50468,PJM,BGE,GLP_IDR,GLP72,IDR,PRIMARY_13AND4KV,General Service Large Time-of-Use (> 60 kW),MD,0,5569,Y
40276,NYISO,CONED,0-1500,84,40276,NYISO,CONED,IDR,SC4,IDR,SECONDARY,,NY,0,2316,Y
50469,PJM,BGE,73,GLP,50469,PJM,BGE,GLP_IDR,GLP73,IDR,PRIMARY_13AND4KV,General Service Large Time-of-Use (> 60 kW),MD,0,5570,Y
50470,PJM,BGE,76,GLP,50470,PJM,BGE,GLP_IDR,GLP76,IDR,PRIMARY_34KV,General Service Large Time-of-Use (> 60 kW),MD,0,5571,Y
40022,NYISO,CONED,0-17,167,40022,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2319,Y
50471,PJM,BGE,77,GLP,50471,PJM,BGE,GLP_IDR,GLP77,IDR,PRIMARY_34KV,General Service Large Time-of-Use (> 60 kW),MD,0,5572,Y
50472,PJM,BGE,78,GLP,50472,PJM,BGE,GLP_IDR,GLP78,IDR,PRIMARY_34KV,General Service Large Time-of-Use (> 60 kW),MD,0,5573,Y
40032,NYISO,CONED,0-17,187,40032,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2322,Y
50473,PJM,BGE,79,GLP,50473,PJM,BGE,GLP_IDR,GLP79,IDR,PRIMARY_34KV,General Service Large Time-of-Use (> 60 kW),MD,0,5574,Y
50474,PJM,BGE,170,GLP,50474,PJM,BGE,GLP_IDR,GLP70,IDR,PRIMARY_13AND4KV,General Service Large Time-of-Use (> 60 kW),MD,0,5575,Y
40347,NYISO,CONED,0-17,19,40347,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2325,N
50475,PJM,BGE,171,GLP,50475,PJM,BGE,GLP_IDR,GLP71,IDR,PRIMARY_13AND4KV,General Service Large Time-of-Use (> 60 kW),MD,0,5576,Y
50476,PJM,BGE,172,GLP,50476,PJM,BGE,GLP_IDR,GLP72,IDR,PRIMARY_13AND4KV,General Service Large Time-of-Use (> 60 kW),MD,0,5577,Y
40348,NYISO,CONED,0-17,240,40348,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2328,Y
50477,PJM,BGE,173,GLP,50477,PJM,BGE,GLP_IDR,GLP73,IDR,PRIMARY_13AND4KV,General Service Large Time-of-Use (> 60 kW),MD,0,5578,Y
50478,PJM,BGE,176,GLP,50478,PJM,BGE,GLP_IDR,GLP76,IDR,PRIMARY_34KV,General Service Large Time-of-Use (> 60 kW),MD,0,5579,Y
40046,NYISO,CONED,0-17,267,40046,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2331,Y
50479,PJM,BGE,177,GLP,50479,PJM,BGE,GLP_IDR,GLP77,IDR,PRIMARY_34KV,General Service Large Time-of-Use (> 60 kW),MD,0,5580,Y
50480,PJM,BGE,178,GLP,50480,PJM,BGE,GLP_IDR,GLP78,IDR,PRIMARY_34KV,General Service Large Time-of-Use (> 60 kW),MD,0,5581,Y
40058,NYISO,CONED,0-17,287,40058,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2334,Y
50481,PJM,BGE,179,GLP,50481,PJM,BGE,GLP_IDR,GLP79,IDR,PRIMARY_34KV,General Service Large Time-of-Use (> 60 kW),MD,0,5582,Y
50482,PJM,BGE,89,P,50482,PJM,BGE,P_IDR,P89,IDR,PRIMARY_13AND4KV,Primary Service TOU,MD,0,5583,Y
40064,NYISO,CONED,0-17,289,40064,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2337,Y
50483,PJM,BGE,90,P,50483,PJM,BGE,P_IDR,P90,IDR,PRIMARY_13AND4KV,Primary Service TOU,MD,0,5584,Y
50484,PJM,BGE,95,P,50484,PJM,BGE,P_IDR,P95,IDR,PRIMARY_34KV,Primary Service TOU,MD,0,5585,Y
40087,NYISO,CONED,0-17,340,40087,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2340,Y
50485,PJM,BGE,96,P,50485,PJM,BGE,P_IDR,P96,IDR,PRIMARY_34KV,Primary Service TOU,MD,0,5586,Y
50486,PJM,BGE,189,P,50486,PJM,BGE,P_IDR,P89,IDR,PRIMARY_13AND4KV,Primary Service TOU,MD,0,5587,Y
40095,NYISO,CONED,0-17,367,40095,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2343,Y
50487,PJM,BGE,190,P,50487,PJM,BGE,P_IDR,P90,IDR,PRIMARY_13AND4KV,Primary Service TOU,MD,0,5588,Y
50488,PJM,BGE,195,P,50488,PJM,BGE,P_IDR,P95,IDR,PRIMARY_34KV,Primary Service TOU,MD,0,5589,Y
40107,NYISO,CONED,0-17,387,40107,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2346,Y
50489,PJM,BGE,196,P,50489,PJM,BGE,P_IDR,P96,IDR,PRIMARY_34KV,Primary Service TOU,MD,0,5590,Y
50490,PJM,BGE,97,T,50490,PJM,BGE,P_IDR,P97,IDR,PRIMARY_115KV,Primary Service TOU - Transmission,MD,0,5591,Y
40113,NYISO,CONED,0-17,389,40113,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2349,Y
50491,PJM,BGE,98,T,50491,PJM,BGE,P_IDR,P98,IDR,PRIMARY_115KV,Primary Service TOU - Transmission,MD,0,5592,Y
50492,PJM,BGE,197,T,50492,PJM,BGE,P_IDR,P97,IDR,PRIMARY_115KV,Primary Service TOU - Transmission,MD,0,5593,Y
40119,NYISO,CONED,0-17,39,40119,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2352,Y
50493,PJM,BGE,198,T,50493,PJM,BGE,P_IDR,P98,IDR,PRIMARY_115KV,Primary Service TOU - Transmission,MD,0,5594,Y
50494,PJM,DPL,MDGS,MDGS51,50494,PJM,DPL,MDGS,MDGS51,SCALAR,SECONDARY_120_480V,,MD,0,5595,Y
40349,NYISO,CONED,0-17,40,40349,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2355,Y
20063,PJM,PEPCO,MONTH2,3T7,20063,PJM,PEPCO,MMGTH3_IDR,MMGTH3T3,IDR,MMGTH3,,MD,0,380,Y
20064,PJM,PEPCO,MONTH2,2T7,20064,PJM,PEPCO,MMGTH3_IDR,MMGTH3T3,IDR,MMGTH3,,MD,0,381,Y
40137,NYISO,CONED,0-17,412,40137,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2358,Y
50495,PJM,PEPCO,DAILY2,2T7,50495,PJM,PEPCO,MMGTH3_IDR,MMGTH3T3,IDR,MMGTH3,,MD,0,5596,Y
50496,PJM,PEPCO,DAILY2,3T7,50496,PJM,PEPCO,MMGTH3_IDR,MMGTH3T3,IDR,MMGTH3,,MD,0,5597,Y
40143,NYISO,CONED,0-17,414,40143,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2361,Y
50497,MISO,AMERENCIPS,DS2LH-CIPS,DS2,50497,MISO,AMERENCIPS,DS2LH,DS2,SCALAR,SECONDARY,,IL,0,5598,Y
50498,MISO,AMERENCIPS,IDR,DS4,50498,MISO,AMERENCIPS,IDR,DS4,IDR,TRANSMISSION,,IL,0,5599,Y
40149,NYISO,CONED,0-17,416,40149,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2364,Y
50499,MISO,AMERENCIPS,IDR,DS4,50499,MISO,AMERENCIPS,IDR,DS4,IDR,SECONDARY,,IL,0,5600,Y
50500,PJM,PEPCO,MONTH3,2T8,50500,PJM,PEPCO,MMGTL3_IDR,MMGTL3T0,IDR,MMGTL3LV,,MD,0,5601,Y
40155,NYISO,CONED,0-17,420,40155,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2367,Y
50501,PJM,PEPCO,DAILY2,2T6,50501,PJM,PEPCO,MMGTL2_IDR,MMGTL2T0,IDR,MMGTL2,,MD,0,5602,Y
50502,PJM,PEPCO,DAILY2,3T6,50502,PJM,PEPCO,MMGTL2_IDR,MMGTL2T0,IDR,MMGTL2,,MD,0,5603,Y
40161,NYISO,CONED,0-17,422,40161,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2370,Y
50503,PJM,PPL,GS1L,GS-1,50503,PJM,PPL,IDR,GS-1,IDR,SECONDARY,SECONDARY,PA,0,5604,Y
50504,PJM,PEPCO,MONTH3,3T8,50504,PJM,PEPCO,MMGTL3_IDR,MMGTL3T0,IDR,MMGTL3LV,,MD,0,5605,Y
40171,NYISO,CONED,0-17,428,40171,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2373,Y
50505,PJM,PEPCO,MONTH3,3A7,50505,PJM,PEPCO,MMGTH3_IDR,MMGTH3T3,IDR,MMGTH3_PRIM2,,MD,0,5606,Y
50507,PJM,BGE,169,INTERVAL GL,50507,PJM,BGE,GL_IDR,GL69,IDR,SECONDARY,interval metered (if >500 kW Capacity PLC),MD,0,5608,Y
40179,NYISO,CONED,0-17,430,40179,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2376,Y
50506,PJM,PEPCO,DAILY3,2A7,50506,PJM,PEPCO,MMGTH3_IDR,MMGTH3T3,IDR,MMGTH3_PRIM2,,MD,0,5607,Y
50508,PJM,PEPCO,SL,364,50508,PJM,PEPCO,SL,SL64,SCALAR,SL,,NJ,0,5609,Y
40189,NYISO,CONED,0-17,436,40189,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2379,Y
50509,PJM,PEPCO,DAILY2,2T0,50509,PJM,PEPCO,MMGTL2_IDR,MMGTL2T0,IDR,MMGTL2,,NJ,0,5610,Y
50510,NEPOOL,CLP,,35,50510,NEPOOL,CLP,INT_GS,35,SCALAR,SECONDARY,,CT,0,5611,Y
40195,NYISO,CONED,0-17,438,40195,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2382,Y
50511,NEPOOL,CLP,,35,50511,NEPOOL,CLP,IDR,35,IDR,SECONDARY,,NY,0,5612,N
50512,PJM,PENELEC,GSTC,PN-GSLD,50512,PJM,PENELEC,IDR,GST,IDR,SECONDARY,SECONDARY,PA,0,5613,Y
40350,NYISO,CONED,0-17,45,40350,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2385,Y
50513,PJM,PENELEC,GSCL,PN-GSMD,50513,PJM,PENELEC,PGSCL,GS,SCALAR,SECONDARY,SECONDARY,PA,0,5614,Y
50514,PJM,METED,GSCL,ME-GSMD,50514,PJM,METED,MGSCL,GS,SCALAR,SECONDARY,,PA,0,5615,Y
40201,NYISO,CONED,0-17,467,40201,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2388,Y
50515,PJM,METED,OLM,ME-STLTD,50515,PJM,METED,OLS,OLM,SCALAR,SECONDARY,SECONDARY,PA,0,5616,Y
40211,NYISO,CONED,0-17,487,40211,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2391,Y
50517,NEPOOL,WMECO,,T5,50517,NEPOOL,WMECO,IDR,T5,IDR,PRIMARY,,MA,0,5618,Y
50518,PJM,COMED,,R66,50518,PJM,COMED,IDR,R09,IDR,R09HV,,IL,0,5619,Y
40217,NYISO,CONED,0-17,49,40217,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2394,Y
50519,PJM,COMED,,R68,50519,PJM,COMED,IDR,R09,IDR,R09HV,,IL,0,5620,Y
40351,NYISO,CONED,0-17,50,40351,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2397,Y
40227,NYISO,CONED,0-17,567,40227,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2400,Y
40237,NYISO,CONED,0-17,587,40237,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2403,Y
40243,NYISO,CONED,0-17,59,40243,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2406,Y
40352,NYISO,CONED,0-17,67,40352,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2409,Y
40278,NYISO,CONED,0-17,87,40278,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2412,Y
40284,NYISO,CONED,0-17,89,40284,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2415,Y
40353,NYISO,CONED,0-17,9,40353,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2418,Y
40290,NYISO,CONED,0-17,90,40290,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0,2421,Y
