SOURCEID,MARKET,DISCO_CODE,LOAD_PROFILE,RATE_CLASS,ESG_SOURCEID,MARKET_1,DISCO_CODE_1,PROFILE_CLASS,RATE_CLASS_1,METER_TYPE,LOSS_CODE,LOSS_DESCRIPTION,STATE,RES_FLAG,SEQ_ID,DEFAULT_FLAG
51184,PJM,AEPOP,CCOPRESA,811,51184,PJM,AEPOP,CCOPRESA,811,SCALAR,SECONDARY,,OH,0,6285,X
51185,PJM,AEPOP,CCOPRESA,812,51185,PJM,AEPOP,CCOPRESA,812,SCALAR,SECONDARY,,OH,0,6286,X
51186,PJM,AEPOP,CCOPRESA,813,51186,PJM,AEPOP,CCOPRESA,813,SCALAR,SECONDARY,,OH,0,6287,X
51187,PJM,AEPOP,CCOPRESA,814,51187,PJM,AEPOP,CCOPRESA,814,SCALAR,SECONDARY,,OH,0,6288,X
51188,PJM,AEPOP,CCOPRESA,820,51188,PJM,AEPOP,CCOPRESA,820,SCALAR,SECONDARY,,OH,0,6289,X
51189,PJM,AEPOP,CCOPROLA,911,51189,PJM,AEPOP,CCOPROLA,911,SCALAR,SECONDARY,,OH,0,6290,X
51190,PJM,AEPOP,CCOPROLA,912,51190,PJM,AEPOP,CCOPROLA,912,SCALAR,SECONDARY,,OH,0,6291,X
51191,PJM,AEPOP,CCOPROLA,913,51191,PJM,AEPOP,CCOPROLA,913,SCALAR,SECONDARY,,OH,0,6292,X
51192,PJM,AEPOP,CCOPROLA,914,51192,PJM,AEPOP,CCOPROLA,914,SCALAR,SECONDARY,,OH,0,6293,X
51193,PJM,AEPOP,CCOPROLA,915,51193,PJM,AEPOP,CCOPROLA,915,SCALAR,SECONDARY,,OH,0,6294,X
51194,PJM,AEPOP,CCOPROLA,916,51194,PJM,AEPOP,CCOPROLA,916,SCALAR,SECONDARY,,OH,0,6295,X
51195,PJM,AEPOP,CCOPROLA,917,51195,PJM,AEPOP,CCOPROLA,917,SCALAR,SECONDARY,,OH,0,6296,X
51196,PJM,AEPOP,CCOPROLA,918,51196,PJM,AEPOP,CCOPROLA,918,SCALAR,SECONDARY,,OH,0,6297,X
51197,PJM,AEPOP,CCOPROLA,920,51197,PJM,AEPOP,CCOPROLA,920,SCALAR,SECONDARY,,OH,0,6298,X
51198,PJM,AEPOP,CCOPROLA,921,51198,PJM,AEPOP,CCOPROLA,921,SCALAR,SECONDARY,,OH,0,6299,X
51199,PJM,AEPOP,CCOPROLA,922,51199,PJM,AEPOP,CCOPROLA,922,SCALAR,SECONDARY,,OH,0,6300,X
51200,PJM,AEPOP,CCOPROLA,923,51200,PJM,AEPOP,CCOPROLA,923,SCALAR,SECONDARY,,OH,0,6301,X
51201,PJM,AEPOP,CCOPROLA,924,51201,PJM,AEPOP,CCOPROLA,924,SCALAR,SECONDARY,,OH,0,6302,X
51202,PJM,AEPOP,CCOPROLA,925,51202,PJM,AEPOP,CCOPROLA,925,SCALAR,SECONDARY,,OH,0,6303,X
51203,PJM,AEPOP,CCOPROLA,931,51203,PJM,AEPOP,CCOPROLA,931,SCALAR,SECONDARY,,OH,0,6304,X
51204,PJM,AEPOP,CCOPROLA,932,51204,PJM,AEPOP,CCOPROLA,932,SCALAR,SECONDARY,,OH,0,6305,X
51205,PJM,AEPOP,CCOPEHGU,885,51205,PJM,AEPOP,CCOPEHGU,885,SCALAR,SECONDARY,,OH,0,6306,X
51206,PJM,AEPOP,CCOPEHGU,886,51206,PJM,AEPOP,CCOPEHGU,886,SCALAR,SECONDARY,,OH,0,6307,X
51207,PJM,AEPOP,CCOPEHGU,887,51207,PJM,AEPOP,CCOPEHGU,887,SCALAR,SECONDARY,,OH,0,6308,X
51208,PJM,AEPOP,CCOPGS1A,830,51208,PJM,AEPOP,CCOPGS1A,830,SCALAR,SECONDARY,,OH,0,6309,X
51209,PJM,AEPOP,CCOPGS1A,837,51209,PJM,AEPOP,CCOPGS1A,837,SCALAR,SECONDARY,,OH,0,6310,X
51210,PJM,AEPOP,CCOPGS1A,831,51210,PJM,AEPOP,CCOPGS1A,831,SCALAR,SECONDARY,,OH,0,6311,X
51211,PJM,AEPOP,CCOPGS2U,839,51211,PJM,AEPOP,CCOPGS2U,839,SCALAR,SECONDARY,,OH,0,6312,X
51212,PJM,AEPOP,CCOPGS2U,840,51212,PJM,AEPOP,CCOPGS2U,840,SCALAR,SECONDARY,,OH,0,6313,X
51213,PJM,AEPOP,CCOPGS2U,841,51213,PJM,AEPOP,CCOPGS2U,841,SCALAR,PRIMARY,,OH,0,6314,X
51214,PJM,AEPOP,CCOPGS2U,844,51214,PJM,AEPOP,CCOPGS2U,844,SCALAR,SECONDARY,,OH,0,6315,X
51215,PJM,AEPOP,CCOPGS2U,849,51215,PJM,AEPOP,CCOPGS2U,849,SCALAR,PRIMARY,,OH,0,6316,X
51216,PJM,AEPOP,CCOPGS2U,845,51216,PJM,AEPOP,CCOPGS2U,845,SCALAR,SECONDARY,,OH,0,6317,X
51217,PJM,AEPOP,CCOPGS2U,846,51217,PJM,AEPOP,CCOPGS2U,846,SCALAR,PRIMARY,,OH,0,6318,X
51218,PJM,AEPOP,CCOPGS2U,876,51218,PJM,AEPOP,CCOPGS2U,876,SCALAR,SECONDARY,,OH,0,6319,X
51219,PJM,AEPOP,CCOPGS2U,891,51219,PJM,AEPOP,CCOPGS2U,891,SCALAR,PRIMARY,,OH,0,6320,X
51220,PJM,AEPOP,CCOPGS2U,896,51220,PJM,AEPOP,CCOPGS2U,896,SCALAR,TRANSMISSION,,OH,0,6321,X
51221,PJM,AEPOP,CCOPGS2U,842,51221,PJM,AEPOP,CCOPGS2U,842,SCALAR,TRANSMISSION,,OH,0,6322,X
51222,PJM,AEPOP,CCOPGS2U,847,51222,PJM,AEPOP,CCOPGS2U,847,SCALAR,TRANSMISSION,,OH,0,6323,X
51223,PJM,AEPOP,CCOPGS2U,848,51223,PJM,AEPOP,CCOPGS2U,848,SCALAR,TRANSMISSION,,OH,0,6324,X
51224,PJM,AEPOP,CCOPGS2U,843,51224,PJM,AEPOP,CCOPGS2U,843,SCALAR,TRANSMISSION,,OH,0,6325,X
51225,PJM,AEPOP,CCOPGS3U,850,51225,PJM,AEPOP,CCOPGS3U,850,SCALAR,SECONDARY,,OH,0,6326,X
51226,PJM,AEPOP,CCOPGS3U,854,51226,PJM,AEPOP,CCOPGS3U,854,SCALAR,SECONDARY,,OH,0,6327,X
51227,PJM,AEPOP,CCOPGS3U,851,51227,PJM,AEPOP,CCOPGS3U,851,SCALAR,PRIMARY,,OH,0,6328,X
51228,PJM,AEPOP,CCOPGS3U,853,51228,PJM,AEPOP,CCOPGS3U,853,SCALAR,TRANSMISSION,,OH,0,6329,X
51229,PJM,AEPOP,CCOPGS3U,859,51229,PJM,AEPOP,CCOPGS3U,859,SCALAR,PRIMARY,,OH,0,6330,X
51230,PJM,AEPOP,CCOPGS3U,852,51230,PJM,AEPOP,CCOPGS3U,852,SCALAR,TRANSMISSION,,OH,0,6331,X
51231,PJM,AEPOP,CCOPGS3U,855,51231,PJM,AEPOP,CCOPGS3U,855,SCALAR,SECONDARY,,OH,0,6332,X
51232,PJM,AEPOP,CCOPGS3U,856,51232,PJM,AEPOP,CCOPGS3U,856,SCALAR,PRIMARY,,OH,0,6333,X
51233,PJM,AEPOP,CCOPGS3U,857,51233,PJM,AEPOP,CCOPGS3U,857,SCALAR,SECONDARY,,OH,0,6334,X
51234,PJM,AEPOP,CCOPGS3U,858,51234,PJM,AEPOP,CCOPGS3U,858,SCALAR,TRANSMISSION,,OH,0,6335,X
51235,PJM,AEPOP,CCOPGS1A,883,51235,PJM,AEPOP,CCOPGS1A,883,SCALAR,SECONDARY,,OH,0,6336,X
51236,PJM,AEPOP,CCOPGS2U,888,51236,PJM,AEPOP,CCOPGS2U,888,SCALAR,SECONDARY,,OH,0,6337,X
51237,PJM,AEPOP,CCOP_IDR,870,51237,PJM,AEPOP,CCOP_IDR,870,SCALAR,SECONDARY,,OH,0,6338,X
51238,PJM,AEPOP,CCOP_IDR,871,51238,PJM,AEPOP,CCOP_IDR,871,SCALAR,PRIMARY,,OH,0,6339,X
51239,PJM,AEPOP,CCOP_IDR,872,51239,PJM,AEPOP,CCOP_IDR,872,SCALAR,TRANSMISSION,,OH,0,6340,X
51240,PJM,AEPOP,CCOP_IDR,873,51240,PJM,AEPOP,CCOP_IDR,873,SCALAR,TRANSMISSION,,OH,0,6341,X
51241,PJM,AEPOP,CCOPGS4A,861,51241,PJM,AEPOP,CCOP_IDR,861,SCALAR,PRIMARY,,OH,0,6342,X
51242,PJM,AEPOP,CCOPGS4A,862,51242,PJM,AEPOP,CCOP_IDR,862,IDR,TRANSMISSION,,OH,0,6343,X
51243,PJM,AEPOP,CCOPGS4A,863,51243,PJM,AEPOP,CCOP_IDR,863,IDR,TRANSMISSION,,OH,0,6344,X
51244,PJM,AEPOP,CCOPSTLA,900,51244,PJM,AEPOP,CCOPSTLA,900,SCALAR,SECONDARY,,OH,0,6345,X
51245,PJM,AEPOP,CCOPSTLA,901,51245,PJM,AEPOP,CCOPSTLA,901,SCALAR,SECONDARY,,OH,0,6346,X
51246,PJM,AEPOP,CCOPSTLA,904,51246,PJM,AEPOP,CCOPSTLA,904,SCALAR,SECONDARY,,OH,0,6347,X
51247,PJM,AEPOP,CCOPSCHU,881,51247,PJM,AEPOP,CCOPSCHU,881,SCALAR,SECONDARY,,OH,0,6348,X
51248,PJM,AEPOP,CCOPSCHU,882,51248,PJM,AEPOP,CCOPSCHU,882,SCALAR,SECONDARY,,OH,0,6349,X
51249,PJM,PEPCO,MMGTL2A,2T6,51249,PJM,PEPCO,MMGTL2,MMGTL2T2,SCALAR,MMGTL2,,NJ,0,6350,Y
51250,PJM,PEPCO,MONTHLY2,3T0,51250,PJM,PEPCO,MMGTL2_IDR,MMGTL2T0,IDR,MMGTL2,,NJ,0,6351,Y
51251,NYISO,NIMO,SC1C,SC1,51251,NYISO,NIMO,SC1_RES_STND,SC1,SCALAR,,,NY,100,6352,Y
51252,NEPOOL,COMELEC,R3,R3,51252,NEPOOL,COMELEC,R3,R3,SCALAR,SMSEC,,MA,100,6353,Y
51253,NEPOOL,MECO,G1F,G1F,51253,NEPOOL,MECO,G1SMALLCIUNDER10000KWH,G1,SCALAR,SMSEC,,MA,0,6354,Y
51254,NYISO,CENTHUD,RNH,1,51254,NYISO,CENTHUD,RNH,115,SCALAR,SECONDARY,,NY,100,6355,Y
51255,PJM,APS,GSIS,PE-GSG2F,51255,PJM,APS,GSCS,PE-GSG2D,SCALAR,SECONDARY,PE_SEC,MD,0,6356,Y
51256,PJM,COMED,24,R71,51256,PJM,COMED,P24,R24,SCALAR,R01,,IL,100,6357,Y
51257,PJM,JCPL,GSCM,JC_GS1G01D,51257,PJM,JCPL,GSCM,GS,SCALAR,SECONDARY,,NJ,0,6358,Y
51258,PJM,APS,GPI,PE-PH3D,51258,PJM,APS,GPI_IDR,PE-PH3D,IDR,SECONDARY,PE_SEC,MD,0,6359,Y
51259,PJM,BGE,155,GS,51259,PJM,BGE,GS,GS55,SCALAR,SECONDARY,,MD,0,6360,Y
51261,NYISO,ORU,,523,51261,NYISO,ORU,IDR,X5R,IDR,PRIMARY,,NY,0,6362,Y
51262,NYISO,ORU,,X7R,51262,NYISO,ORU,IDR,X7R,IDR,PRIMARY,,NY,0,6363,Y
51263,NYISO,ORU,,141,51263,NYISO,ORU,IDR,X7R,IDR,PRIMARY,,NY,0,6364,Y
51264,PJM,DAYTON,SS02,717,51264,PJM,DAYTON,SS02,117,SCALAR,SECONDARY,,OH,0,6365,Y
51265,PJM,DAYTON,SS04,717,51265,PJM,DAYTON,SS04,117,SCALAR,SECONDARY,,OH,0,6366,Y
51266,PJM,DAYTON,SS05,717,51266,PJM,DAYTON,SS05,117,SCALAR,SECONDARY,,OH,0,6367,Y
51267,PJM,DAYTON,SS06,717,51267,PJM,DAYTON,SS06,117,SCALAR,SECONDARY,,OH,0,6368,Y
51268,PJM,APSPA,GSCS,WP-GS20F,51268,PJM,APSPA,GSCS,WP-GS20F,SCALAR,SECONDARY,WP_SEC,PA,0,6369,Y
51269,PJM,APSPA,GSCS,WP-GP30SF,51269,PJM,APSPA,GSCS,WP-GP30SF,SCALAR,SECONDARY,WP_SEC,PA,0,6370,Y
51270,PJM,APSPA,GSCS,WP-GP30SF,51270,PJM,APSPA,GSCS_IDR,WP-GP30SF,IDR,SECONDARY,WP_SEC,PA,0,6371,Y
51271,PJM,DEOK,,DS07,51271,PJM,DEOK,IDR,DS07,IDR,SECONDARY,,OHIO,,6372,Y
51272,PJM,BGE,55,GS,51272,PJM,BGE,GS,GS55,SCALAR,SECONDARY,,MD,0,6373,Y
51273,NYISO,NYSEG,33,NED0200V00,51273,NYISO,NYSEG,115-02-00,SC115,SCALAR,SECONDARY,,NY,0,6374,Y
51274,PJM,JCPL,GTC,JC_GT__G01D,51274,PJM,JCPL,GTC,GT,IDR,TRANS,,NJ,0,6375,Y
51275,PJM,JCPL,GTI,JC_GT__G01D,51275,PJM,JCPL,GTI,GT,IDR,TRANS,,NJ,0,6376,Y
51276,PJM,PEPCO,MONTH3,2A7,51276,PJM,PEPCO,MMGTH3_IDR,MMGTH3T3,IDR,MMGTH3_PRIM2,,MD,0,6377,Y
51277,PJM,BGE,167,INTERVAL GL,51277,PJM,BGE,GL_IDR,GL67,IDR,SECONDARY,interval metered (if >500 kW Capacity PLC),MD,0,6378,Y
51278,NEPOOL,BECO,T2,G8,51278,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0,6379,N
51279,NEPOOL,BECO,T2,G8,51279,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0,6380,Y
51280,NEPOOL,BECO,T2,G9,51280,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0,6381,N
51281,NEPOOL,BECO,T2,G9,51281,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0,6382,Y
51282,PJM,RECO,,322,51282,PJM,RECO,IDR,322,IDR,SECONDARY,,NJ,0,6383,N
51283,PJM,RECO,,Y3R,51283,PJM,RECO,IDR,322,IDR,SECONDARY,,NJ,0,6384,N
51284,PJM,RECO,,587,51284,PJM,RECO,IDR,587,IDR,PRIMARY,,NJ,0,6385,Y
51285,PJM,RECO,,Y6L,51285,PJM,RECO,IDR,587,IDR,PRIMARY,,NJ,0,6386,Y
51286,PJM,RECO,,322,51286,PJM,RECO,T322-RC102-5-13,322,SCALAR,SECONDARY,,NJ,0,6387,Y
51287,PJM,RECO,,Y3R,51287,PJM,RECO,T322-RC102-5-13,322,SCALAR,SECONDARY,,NJ,0,6388,Y
51288,PJM,RECO,,522,51288,PJM,RECO,IDR,522,IDR,PRIMARY,,NJ,0,6389,Y
51289,PJM,RECO,,Y5R,51289,PJM,RECO,IDR,522,IDR,PRIMARY,,NJ,0,6390,Y
51290,NYISO,NYSEG,,NED0200V00,51290,NYISO,NYSEG,115-02-00,SC115,SCALAR,SECONDARY,,NY,0,6391,Y
51303,PJM,AEPOP,CCOPGS2U,843,51303,PJM,AEPOP,CCOP_IDR,843,IDR,TRANSMISSION,,OH,0,6404,X
51292,NEPOOL,MECO,,G1A,51292,NEPOOL,MECO,G1SMALLCIUNDER10000KWH,G1,SCALAR,SMSEC,,MA,0,6393,Y
51293,PJM,METED,GSCM,ME-GSMTODF,51293,PJM,METED,MGSCM,GS,SCALAR,SECONDARY,SECONDARY,PA,0,6394,Y
51294,PJM,METED,GSIL,ME-GSMTODF,51294,PJM,METED,MGSIL,GS,SCALAR,SECONDARY,SECONDARY,PA,0,6395,Y
51295,PJM,METED,GSCS,ME-GSMTODF,51295,PJM,METED,MGSCS,GS,SCALAR,SECONDARY,SECONDARY,PA,0,6396,Y
51296,PJM,METED,GSTC,ME-GSMTODF,51296,PJM,METED,MGSTC,GST,SCALAR,SECONDARY,SECONDARY,PA,0,6397,Y
51297,PJM,METED,GSCL,ME-GSMTODF,51297,PJM,METED,MGSCL,GS,SCALAR,SECONDARY,SECONDARY,PA,0,6398,Y
51298,PJM,METED,GSIS,ME-GSSF,51298,PJM,METED,MGSIS,GS,SCALAR,SECONDARY,,PA,0,6399,Y
51299,PJM,METED,GSIS,ME-GSMF,51299,PJM,METED,MGSIS,GS,SCALAR,SECONDARY,,PA,0,6400,Y
51300,PJM,METED,RSNH,ME-RSD,51300,PJM,METED,MRSNH,RS,SCALAR,SECONDARY,SECONDARY,PA,0,6401,Y
51301,PJM,METED,RSHT,ME-RSD,51301,PJM,METED,MRSHT,RS,SCALAR,SECONDARY,SECONDARY,PA,0,6402,Y
51302,PJM,APSPA,RSNH,WP-RS10F,51302,PJM,APSPA,RSNH,WP-RS10F,SCALAR,SECONDARY,WP_SEC,PA,100,6403,Y
51304,NYISO,CENTHUD,SD3,2,51304,NYISO,CENTHUD,SD3,202,SCALAR,SECONDARY,,NY,0,6405,Y
51305,PJM,DEOK,,DS03,51305,PJM,DEOK,IDR,DS03,IDR,SECONDARY,,OHIO,0,6406,Y
51306,PJM,DEOK,,DS01,51306,PJM,DEOK,IDR,DS01,IDR,SECONDARY,,OHIO,0,6407,Y
51307,PJM,DPLDE,18V2,UGSPTOU,51307,PJM,DPLDE,IDR,GSP,IDR,PRIMARY_2400_34500V,,DE,0,6408,Y
51308,PJM,APSPA,GSIS,WP-GP30LF,51308,PJM,APSPA,GSCS_IDR,WP-GP30LD,IDR,SUBTRANSMISSION,WP_SUB,PA,0,6409,Y
51310,PJM,METED,GSCS,ME-GSMTODD,51310,PJM,METED,MGSCS,GS,SCALAR,SECONDARY,SECONDARY,PA,0,6411,Y
51311,PJM,DAYTON,IPRI,787,51311,PJM,DAYTON,PR01_IDR,187,IDR,PRIMARY,,OH,0,6412,Y
51312,NEPOOL,CMP,,219,51312,NEPOOL,CMP,SNRES,SGS,SCALAR,PRIMARY,,ME,0,6413,Y
51313,NEPOOL,CMP,,209,51313,NEPOOL,CMP,SNRES,SGS,SCALAR,PRIMARY,,ME,0,6414,Y
51314,PJM,PEPCO,MDND,270,51314,PJM,PEPCO,MDND,MDND70,SCALAR,MDND,,NJ,0,6415,Y
51315,PJM,METED,GSCS,ME-GSVFF,51315,PJM,METED,MGSCS,GS,SCALAR,SECONDARY,,PA,0,6416,Y
51316,PJM,METED,TPI,ME-TPD,51316,PJM,METED,MTPI,GT,IDR,TRANSMISSION,TRANSMISSION,PA,0,6417,Y
51317,PJM,JCPL,GSIS,JC_GS3_01D,51317,PJM,JCPL,GSIS,GS,SCALAR,SECONDARY,,NJ,0,6418,Y
51318,PJM,PENELEC,GSCM,PN-GSMF,51318,PJM,PENELEC,PGSCM,GS,SCALAR,SECONDARY,SECONDARY,PA,0,6419,Y
51319,NEPOOL,CLP,,27,51319,NEPOOL,CLP,IDR,27,IDR,SECONDARY,,CT,0,6420,Y
51320,PJM,APSPA,GSIS,WP-GP30SD,51320,PJM,APSPA,GSIS,WP-GP30SD,SCALAR,SECONDARY,WP_SEC,PA,0,6421,Y
51321,PJM,APSPA,GSIS,WP-GP30SF,51321,PJM,APSPA,GSIS,WP-GP30SD,IDR,SECONDARY,WP_SEC,PA,0,6422,Y
51322,PJM,APSPA,GSIS,WP-GS20D,51322,PJM,APSPA,GSIS,WP-GS20D,SCALAR,SECONDARY,WP_SEC,PA,0,6423,Y
51323,PJM,APSPA,GSIS,WP-GS20F,51323,PJM,APSPA,GSIS,WP-GS20D,SCALAR,SECONDARY,WP_SEC,PA,0,6424,Y
51324,PJM,APSPA,GSIS,WP-GP30SD,51324,PJM,APSPA,GSIS,WP-GP30SD,SCALAR,SECONDARY,WP_SEC,PA,0,6425,Y
51325,PJM,APSPA,GSIS,WP-GP30SF,51325,PJM,APSPA,GSIS,WP-GP30SD,SCALAR,SECONDARY,WP_SEC,PA,0,6426,Y
51327,PJM,APSPA,GSIS,WP-GS20F,51327,PJM,APSPA,GSIS,WP-GS20D,SCALAR,SECONDARY,WP_SEC,PA,0,6428,Y
51347,PJM,ATSIPP,C2,PP-GM1F,51347,PJM,ATSIPP,PP_C2,PP-GMD,SCALAR,SECONDARY,,PA,0,6448,Y
51348,PJM,ATSIPP,C3,PP-GM1F,51348,PJM,ATSIPP,PP_C3,PP-GMD,SCALAR,SECONDARY,,PA,0,6449,Y
51330,PJM,PSEG,LPLS,LPLS,51330,PJM,PSEG,LPL,LPL,SCALAR,SECONDARY,,NJ,0,6431,Y
51331,PJM,METED,GSIS,ME-GSMD,51331,PJM,METED,MGSIS,GS,SCALAR,SECONDARY,,PA,0,6432,Y
51332,PJM,DQE,GMH,229,51332,PJM,DQE,GMH,E229,SCALAR,GMH,,NJ,0,6433,Y
51333,PJM,DQE,GMH,240,51333,PJM,DQE,GMH,E240,SCALAR,GMH,,NJ,0,6434,Y
51334,PJM,JCPL,GSTI,JC_GS3_01D,51334,PJM,JCPL,GSTI,GST,SCALAR,SECONDARY,,NJ,0,6435,Y
51335,PJM,PENELEC,GSCM,PN-GSMBD,51335,PJM,PENELEC,PGSCM,GS,SCALAR,SECONDARY,,PA,0,6436,Y
51336,PJM,PENELEC,GSCM,PN-GSMBF,51336,PJM,PENELEC,PGSCM,GS,SCALAR,SECONDARY,,PA,0,6437,Y
51337,PJM,METED,GSTC,ME-GSMTODD,51337,PJM,METED,MGSTC,GS,SCALAR,SECONDARY,,PA,0,6438,N
51338,PJM,RECO,,512,51338,PJM,RECO,IDR,522,IDR,PRIMARY,,NJ,0,6439,Y
51339,NYISO,NYSEG,38,NED0710E00,51339,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0,6440,N
51340,PJM,PEPCO,MMGTL2A,3T6,51340,PJM,PEPCO,MMGTL2,MMGTL2T2,SCALAR,MMGTL2,,MD,0,6441,Y
51341,PJM,METED,GSCL,ME-GSMF,51341,PJM,METED,MGSCL,GS,SCALAR,SECONDARY,,PA,0,6442,Y
51342,PJM,DPL,30V1,UOLBASIC30,51342,PJM,DPL,MDOL,MDOL30,SCALAR,SECONDARY_120_480V,,MD,0,6443,Y
51343,PJM,METED,GSCL,ME-GSMF,51343,PJM,METED,MGSCL,GS,SCALAR,SECONDARY,,PA,0,6444,Y
51344,PJM,METED,GSIL,ME-GSMF,51344,PJM,METED,MGSIL,GS,SCALAR,SECONDARY,,PA,0,6445,Y
51345,PJM,PSEG,LPLP,LPLP,51345,PJM,PSEG,IDR,LPL,IDR,PRIMARY,,NJ,0,6446,Y
51346,PJM,ATSIPP,C1,PP-GM1F,51346,PJM,ATSIPP,PP_C1,PP-GMD,SCALAR,SECONDARY,,PA,0,6447,Y
51349,PJM,ATSIPP,CG,PP-GM1F,51349,PJM,ATSIPP,PP_CG,PP-GMD,SCALAR,SECONDARY,,PA,0,6450,Y
51350,PJM,ATSIPP,CH,PP-GM1F,51350,PJM,ATSIPP,PP_CH,PP-GMD,SCALAR,SECONDARY,,PA,0,6451,Y
51351,PJM,ATSIPP,CS,PP-GM1F,51351,PJM,ATSIPP,PP_CS,PP-GMD,SCALAR,SECONDARY,,PA,0,6452,Y
51352,PJM,ATSIPP,C1,PP-GMAD,51352,PJM,ATSIPP,PP_C1,PP-GMD,SCALAR,SECONDARY,,PA,0,6453,Y
51353,PJM,ATSIPP,C2,PP-GMAD,51353,PJM,ATSIPP,PP_C2,PP-GMD,SCALAR,SECONDARY,,PA,0,6454,Y
51354,PJM,ATSIPP,C3,PP-GMAD,51354,PJM,ATSIPP,PP_C3,PP-GMD,SCALAR,SECONDARY,,PA,0,6455,Y
51355,PJM,ATSIPP,CG,PP-GMAD,51355,PJM,ATSIPP,PP_CG,PP-GMD,SCALAR,SECONDARY,,PA,0,6456,Y
51356,PJM,ATSIPP,CH,PP-GMAD,51356,PJM,ATSIPP,PP_CH,PP-GMD,SCALAR,SECONDARY,,PA,0,6457,Y
51357,PJM,ATSIPP,CS,PP-GMAD,51357,PJM,ATSIPP,PP_CS,PP-GMD,SCALAR,SECONDARY,,PA,0,6458,Y
51358,PJM,ATSIPP,C1,PP-GMAF,51358,PJM,ATSIPP,PP_C1,PP-GMD,SCALAR,SECONDARY,,PA,0,6459,Y
51359,PJM,ATSIPP,C2,PP-GMAF,51359,PJM,ATSIPP,PP_C2,PP-GMD,SCALAR,SECONDARY,,PA,0,6460,Y
51360,PJM,ATSIPP,C3,PP-GMAF,51360,PJM,ATSIPP,PP_C3,PP-GMD,SCALAR,SECONDARY,,PA,0,6461,Y
51361,PJM,ATSIPP,CG,PP-GMAF,51361,PJM,ATSIPP,PP_CG,PP-GMD,SCALAR,SECONDARY,,PA,0,6462,Y
51362,PJM,ATSIPP,CH,PP-GMAF,51362,PJM,ATSIPP,PP_CH,PP-GMD,SCALAR,SECONDARY,,PA,0,6463,Y
51363,PJM,ATSIPP,CS,PP-GMAF,51363,PJM,ATSIPP,PP_CS,PP-GMD,SCALAR,SECONDARY,,PA,0,6464,Y
51364,PJM,ATSIPP,C1,PP-GMBD,51364,PJM,ATSIPP,PP_C1,PP-GMD,SCALAR,SECONDARY,,PA,0,6465,Y
51365,PJM,ATSIPP,C2,PP-GMBD,51365,PJM,ATSIPP,PP_C2,PP-GMD,SCALAR,SECONDARY,,PA,0,6466,Y
51366,PJM,ATSIPP,C3,PP-GMBD,51366,PJM,ATSIPP,PP_C3,PP-GMD,SCALAR,SECONDARY,,PA,0,6467,Y
51367,PJM,ATSIPP,CG,PP-GMBD,51367,PJM,ATSIPP,PP_CG,PP-GMD,SCALAR,SECONDARY,,PA,0,6468,Y
51368,PJM,ATSIPP,CH,PP-GMBD,51368,PJM,ATSIPP,PP_CH,PP-GMD,SCALAR,SECONDARY,,PA,0,6469,Y
51369,PJM,ATSIPP,CS,PP-GMBD,51369,PJM,ATSIPP,PP_CS,PP-GMD,SCALAR,SECONDARY,,PA,0,6470,Y
51370,PJM,ATSIPP,C1,PP-GMBF,51370,PJM,ATSIPP,PP_C1,PP-GMD,SCALAR,SECONDARY,,PA,0,6471,Y
51371,PJM,ATSIPP,C2,PP-GMBF,51371,PJM,ATSIPP,PP_C2,PP-GMD,SCALAR,SECONDARY,,PA,0,6472,Y
51372,PJM,ATSIPP,C3,PP-GMBF,51372,PJM,ATSIPP,PP_C3,PP-GMD,SCALAR,SECONDARY,,PA,0,6473,Y
51373,PJM,ATSIPP,CG,PP-GMBF,51373,PJM,ATSIPP,PP_CG,PP-GMD,SCALAR,SECONDARY,,PA,0,6474,Y
51374,PJM,ATSIPP,CH,PP-GMBF,51374,PJM,ATSIPP,PP_CH,PP-GMD,SCALAR,SECONDARY,,PA,0,6475,Y
51375,PJM,ATSIPP,CS,PP-GMBF,51375,PJM,ATSIPP,PP_CS,PP-GMD,SCALAR,SECONDARY,,PA,0,6476,Y
51376,PJM,ATSIPP,C1,PP-GMCD,51376,PJM,ATSIPP,PP_C1,PP-GMD,SCALAR,SECONDARY,,PA,0,6477,Y
51377,PJM,ATSIPP,C2,PP-GMCD,51377,PJM,ATSIPP,PP_C2,PP-GMD,SCALAR,SECONDARY,,PA,0,6478,Y
51378,PJM,ATSIPP,C3,PP-GMCD,51378,PJM,ATSIPP,PP_C3,PP-GMD,SCALAR,SECONDARY,,PA,0,6479,Y
51379,PJM,ATSIPP,CG,PP-GMCD,51379,PJM,ATSIPP,PP_CG,PP-GMD,SCALAR,SECONDARY,,PA,0,6480,Y
51380,PJM,ATSIPP,CH,PP-GMCD,51380,PJM,ATSIPP,PP_CH,PP-GMD,SCALAR,SECONDARY,,PA,0,6481,Y
51381,PJM,ATSIPP,CS,PP-GMCD,51381,PJM,ATSIPP,PP_CS,PP-GMD,SCALAR,SECONDARY,,PA,0,6482,Y
51382,PJM,ATSIPP,C1,PP-GMCF,51382,PJM,ATSIPP,PP_C1,PP-GMD,SCALAR,SECONDARY,,PA,0,6483,Y
