,ESG_SOURCEID,MARKET,DISCO_CODE,PROFILE_CLASS,RATE_CLASS,METER_TYPE,LOSS_CODE,LOSS_DESCRIPTION,STATE,RES_FLAG,SEQ_ID,DEFAULT_FLAG,GROUP
1095,50405,PJM,DAYTON,SS06,117,SCALAR,SECONDARY,,OH,0.0,5507,Y,"('PJM', 'DAYTON', '117')"
1096,50183,PJM,DAYTON,SS00,117,SCALAR,SECONDARY,,OH,0.0,5283,Y,"('PJM', 'DAYTON', '117')"
1097,50205,PJM,DAYTON,IDR,117,IDR,SECONDARY,,OH,0.0,5305,N,"('PJM', 'DAYTON', '117')"
1098,50683,PJM,DAYTON,SS01,117,SCALAR,SECONDARY,,OH,0.0,5784,Y,"('PJM', 'DAYTON', '117')"
1099,50684,PJM,DAYTON,SS03,117,SCALAR,SECONDARY,,OH,0.0,5785,Y,"('PJM', 'DAYTON', '117')"
1100,51264,PJM,DAYTON,SS02,117,SCALAR,SECONDARY,,OH,0.0,6365,Y,"('PJM', 'DAYTON', '117')"
1101,51265,PJM,DAYTON,SS04,117,SCALAR,SECONDARY,,OH,0.0,6366,Y,"('PJM', 'DAYTON', '117')"
1102,51266,PJM,DAYTON,SS05,117,SCALAR,SECONDARY,,OH,0.0,6367,Y,"('PJM', 'DAYTON', '117')"
1103,51267,PJM,DAYTON,SS06,117,SCALAR,SECONDARY,,OH,0.0,6368,Y,"('PJM', 'DAYTON', '117')"
1104,50406,PJM,DAYTON,SS01,137,SCALAR,SECONDARY,,OH,0.0,5508,Y,"('PJM', 'DAYTON', '137')"
1105,50407,PJM,DAYTON,SS02,137,SCALAR,SECONDARY,,OH,0.0,5509,Y,"('PJM', 'DAYTON', '137')"
1106,50408,PJM,DAYTON,SS03,137,SCALAR,SECONDARY,,OH,0.0,5510,Y,"('PJM', 'DAYTON', '137')"
1107,50409,PJM,DAYTON,SS04,137,SCALAR,SECONDARY,,OH,0.0,5511,Y,"('PJM', 'DAYTON', '137')"
1108,50410,PJM,DAYTON,SS05,137,SCALAR,SECONDARY,,OH,0.0,5512,Y,"('PJM', 'DAYTON', '137')"
1109,50411,PJM,DAYTON,SS06,137,SCALAR,SECONDARY,,OH,0.0,5513,Y,"('PJM', 'DAYTON', '137')"
1110,50187,PJM,DAYTON,SS00,137,SCALAR,SECONDARY,,OH,0.0,5287,Y,"('PJM', 'DAYTON', '137')"
1111,50208,PJM,DAYTON,IDR,137,IDR,SECONDARY,,OH,0.0,5308,N,"('PJM', 'DAYTON', '137')"
1112,50685,PJM,DAYTON,SS00,137,SCALAR,SECONDARY,,OH,0.0,5786,Y,"('PJM', 'DAYTON', '137')"
1113,51671,PJM,DAYTON,SS04,137,SCALAR,SECONDARY,,OH,0.0,6772,Y,"('PJM', 'DAYTON', '137')"
1114,52924,PJM,DAYTON,SS01,137,,SECONDARY,,OH,0.0,7974,Y,"('PJM', 'DAYTON', '137')"
1115,52925,PJM,DAYTON,SS02,137,,SECONDARY,,OH,0.0,7975,Y,"('PJM', 'DAYTON', '137')"
1116,52926,PJM,DAYTON,SS03,137,,SECONDARY,,OH,0.0,7976,Y,"('PJM', 'DAYTON', '137')"
1117,52927,PJM,DAYTON,SS05,137,SCALAR,SECONDARY,,OH,0.0,7977,Y,"('PJM', 'DAYTON', '137')"
1118,52928,PJM,DAYTON,SS06,137,,SECONDARY,,OH,0.0,7978,Y,"('PJM', 'DAYTON', '137')"
1119,53307,PJM,DAYTON,SS00_IDR,137,IDR,SECONDARY,,OH,0.0,8357,N,"('PJM', 'DAYTON', '137')"
1120,50421,PJM,METED,MGSTC,GST,SCALAR,SECONDARY,SECONDARY,PA,0.0,5523,Y,"('PJM', 'METED', 'GST')"
1121,50003,PJM,METED,IDR,GST,IDR,SECONDARY,,PA,0.0,5103,N,"('PJM', 'METED', 'GST')"
1122,49473,PJM,METED,MGSTC,GST,SCALAR,SECONDARY,SECONDARY,PA,0.0,4573,Y,"('PJM', 'METED', 'GST')"
1123,49474,PJM,METED,MGSTI,GST,SCALAR,SECONDARY,SECONDARY,PA,0.0,4574,Y,"('PJM', 'METED', 'GST')"
1124,49481,PJM,METED,IDR,GST,IDR,SECONDARY,SECONDARY,PA,0.0,4581,N,"('PJM', 'METED', 'GST')"
1125,49482,PJM,METED,IDR,GST,IDR,SECONDARY,SECONDARY,PA,0.0,4582,N,"('PJM', 'METED', 'GST')"
1126,50637,PJM,METED,IDR,GST,IDR,SECONDARY,SECONDARY,PA,0.0,5738,Y,"('PJM', 'METED', 'GST')"
1127,50638,PJM,METED,IDR,GST,IDR,SECONDARY,SECONDARY,PA,0.0,5739,Y,"('PJM', 'METED', 'GST')"
1128,50639,PJM,METED,IDR,GST,IDR,SECONDARY,SECONDARY,PA,0.0,5740,Y,"('PJM', 'METED', 'GST')"
1129,50640,PJM,METED,IDR,GST,IDR,SECONDARY,SECONDARY,PA,0.0,5741,Y,"('PJM', 'METED', 'GST')"
1130,50900,PJM,METED,IDR,GST,IDR,SECONDARY,SECONDARY,PA,0.0,6001,Y,"('PJM', 'METED', 'GST')"
1131,51296,PJM,METED,MGSTC,GST,SCALAR,SECONDARY,SECONDARY,PA,0.0,6397,Y,"('PJM', 'METED', 'GST')"
1132,52818,PJM,METED,GSTI,GST,IDR,SECONDARY,,PA,0.0,7868,Y,"('PJM', 'METED', 'GST')"
1133,52819,PJM,METED,IDR,GST,IDR,SECONDARY,,PA,0.0,7869,N,"('PJM', 'METED', 'GST')"
1134,53274,PJM,METED,MGSTC,GST,SCALAR,SECONDARY,,PA,0.0,8324,X,"('PJM', 'METED', 'GST')"
1135,53275,PJM,METED,MGSTC,GST,SCALAR,SECONDARY,SECONDARY,PA,0.0,8325,X,"('PJM', 'METED', 'GST')"
1136,54537,PJM,METED,MGSTC,GST,SCALAR,SECONDARY,,PA,0.0,9587,Y,"('PJM', 'METED', 'GST')"
1137,54538,PJM,METED,MGSTC,GST,SCALAR,SECONDARY,SECONDARY,PA,0.0,9588,Y,"('PJM', 'METED', 'GST')"
1138,50337,PJM,ATSITE,TE_C1,TE-GTD,SCALAR,TRANSMISSION,,OH,0.0,5437,Y,"('PJM', 'ATSITE', 'TE-GTD')"
1139,50338,PJM,ATSITE,TE_CG,TE-GTD,SCALAR,TRANSMISSION,,OH,0.0,5438,Y,"('PJM', 'ATSITE', 'TE-GTD')"
1140,50339,PJM,ATSITE,TE_C2,TE-GTD,SCALAR,TRANSMISSION,,OH,0.0,5439,Y,"('PJM', 'ATSITE', 'TE-GTD')"
1141,50340,PJM,ATSITE,TE_C3,TE-GTD,SCALAR,TRANSMISSION,,OH,0.0,5440,Y,"('PJM', 'ATSITE', 'TE-GTD')"
1142,50341,PJM,ATSITE,TE_CS,TE-GTD,SCALAR,TRANSMISSION,,OH,0.0,5441,Y,"('PJM', 'ATSITE', 'TE-GTD')"
1143,50342,PJM,ATSITE,TE_CH,TE-GTD,SCALAR,TRANSMISSION,,OH,0.0,5442,Y,"('PJM', 'ATSITE', 'TE-GTD')"
1144,50343,PJM,ATSITE,TE-GTD_IDR,TE-GTD,IDR,TRANSMISSION,,OH,0.0,5443,Y,"('PJM', 'ATSITE', 'TE-GTD')"
1145,50346,PJM,DAYTON,HV01   ,158,SCALAR,TRANSMISSION,,OH,0.0,5446,N,"('PJM', 'DAYTON', '158')"
1146,50347,PJM,DAYTON,HV01_IDR,158,IDR,TRANSMISSION,,OH,0.0,5447,Y,"('PJM', 'DAYTON', '158')"
1147,50350,PJM,DAYTON,HV01_IDR,758,IDR,TRANSMISSION,,OH,0.0,5450,Y,"('PJM', 'DAYTON', '758')"
1148,50351,PJM,DAYTON,HV01   ,758,SCALAR,TRANSMISSION,,OH,0.0,5451,N,"('PJM', 'DAYTON', '758')"
1149,50354,PJM,DAYTON,HV01   ,823,SCALAR,TRANSMISSION,,OH,0.0,5454,N,"('PJM', 'DAYTON', '823')"
1150,50355,PJM,DAYTON,HV01_IDR,823,IDR,TRANSMISSION,,OH,0.0,5455,Y,"('PJM', 'DAYTON', '823')"
1151,50358,PJM,DAYTON,HV01   ,873,SCALAR,TRANSMISSION,,OH,0.0,5458,N,"('PJM', 'DAYTON', '873')"
1152,50359,PJM,DAYTON,HV01_IDR,873,IDR,TRANSMISSION,,OH,0.0,5459,Y,"('PJM', 'DAYTON', '873')"
1153,50367,PJM,DAYTON,HV01   ,360,SCALAR,TRANSMISSION,,OH,0.0,5467,N,"('PJM', 'DAYTON', '360')"
1154,50375,PJM,DAYTON,HV01_IDR,360,IDR,TRANSMISSION,,OH,0.0,5475,Y,"('PJM', 'DAYTON', '360')"
1155,50384,PJM,COMED,IDR,R04,IDR,R04,,IL,0.0,5484,Y,"('PJM', 'COMED', 'R04')"
1156,20685,PJM,COMED,P04,R04,SCALAR,R04,,IL,0.0,3705,N,"('PJM', 'COMED', 'R04')"
1157,20685,PJM,COMED,IDR,R04,IDR,R04,,IL,0.0,3706,Y,"('PJM', 'COMED', 'R04')"
1158,49652,PJM,COMED,P04,R04,SCALAR,R04,,IL,0.0,4752,Y,"('PJM', 'COMED', 'R04')"
1159,49653,PJM,COMED,P04,R04,SCALAR,R04,,IL,0.0,4753,N,"('PJM', 'COMED', 'R04')"
1160,49654,PJM,COMED,P04,R04,SCALAR,R04,,IL,0.0,4754,N,"('PJM', 'COMED', 'R04')"
1161,49655,PJM,COMED,P04,R04,SCALAR,R04,,IL,0.0,4755,N,"('PJM', 'COMED', 'R04')"
1162,49656,PJM,COMED,P04,R04,SCALAR,R04,,IL,0.0,4756,N,"('PJM', 'COMED', 'R04')"
1163,49657,PJM,COMED,P04,R04,SCALAR,R04,,IL,0.0,4757,N,"('PJM', 'COMED', 'R04')"
1164,49659,PJM,COMED,IDR,R04,IDR,R04,,IL,0.0,4759,Y,"('PJM', 'COMED', 'R04')"
1165,49712,PJM,COMED,IDR,R04,IDR,R04,,IL,0.0,4812,N,"('PJM', 'COMED', 'R04')"
1166,49713,PJM,COMED,IDR,R04,IDR,R04,,IL,0.0,4813,Y,"('PJM', 'COMED', 'R04')"
1167,49714,PJM,COMED,IDR,R04,IDR,R04,,IL,0.0,4814,Y,"('PJM', 'COMED', 'R04')"
1168,49715,PJM,COMED,IDR,R04,IDR,R04,,IL,0.0,4815,Y,"('PJM', 'COMED', 'R04')"
1169,49716,PJM,COMED,IDR,R04,IDR,R04,,IL,0.0,4816,Y,"('PJM', 'COMED', 'R04')"
1170,49717,PJM,COMED,IDR,R04,IDR,R04,,IL,0.0,4817,Y,"('PJM', 'COMED', 'R04')"
1171,50225,PJM,DAYTON,SS01   ,717,SCALAR,SECONDARY,,OH,0.0,5325,Y,"('PJM', 'DAYTON', '717')"
1172,50226,PJM,DAYTON,SS02   ,717,SCALAR,SECONDARY,,OH,0.0,5326,Y,"('PJM', 'DAYTON', '717')"
1173,50227,PJM,DAYTON,SS03   ,717,SCALAR,SECONDARY,,OH,0.0,5327,Y,"('PJM', 'DAYTON', '717')"
1174,50228,PJM,DAYTON,SS04   ,717,SCALAR,SECONDARY,,OH,0.0,5328,Y,"('PJM', 'DAYTON', '717')"
1175,50229,PJM,DAYTON,SS05   ,717,SCALAR,SECONDARY,,OH,0.0,5329,Y,"('PJM', 'DAYTON', '717')"
1176,50230,PJM,DAYTON,SS06   ,717,SCALAR,SECONDARY,,OH,0.0,5330,Y,"('PJM', 'DAYTON', '717')"
1177,50189,PJM,DAYTON,SS00,717,SCALAR,SECONDARY,,OH,0.0,5289,Y,"('PJM', 'DAYTON', '717')"
1178,50192,PJM,DAYTON,SS00,717,SCALAR,SECONDARY,,OH,0.0,5292,Y,"('PJM', 'DAYTON', '717')"
1179,50203,PJM,DAYTON,SS00,717,SCALAR,SECONDARY,,OH,0.0,5303,Y,"('PJM', 'DAYTON', '717')"
1180,50210,PJM,DAYTON,IDR,717,IDR,SECONDARY,,OH,0.0,5310,N,"('PJM', 'DAYTON', '717')"
1181,50213,PJM,DAYTON,IDR,717,IDR,SECONDARY,,OH,0.0,5313,N,"('PJM', 'DAYTON', '717')"
1182,50224,PJM,DAYTON,IDR,717,IDR,SECONDARY,,OH,0.0,5324,N,"('PJM', 'DAYTON', '717')"
1183,50649,PJM,DAYTON,SS00,717,SCALAR,SECONDARY,,OH,0.0,5750,Y,"('PJM', 'DAYTON', '717')"
1184,53316,PJM,DAYTON,SL01,717,SCALAR,SECONDARY,,OH,0.0,8366,Y,"('PJM', 'DAYTON', '717')"
1185,50231,PJM,DAYTON,TS01   ,026,SCALAR,SECONDARY,Lighting,OH,0.0,5331,Y,"('PJM', 'DAYTON', '026')"
1186,50232,PJM,DAYTON,SL01   ,026,SCALAR,SECONDARY,Lighting,OH,0.0,5332,Y,"('PJM', 'DAYTON', '026')"
1187,50233,PJM,DAYTON,SL01   ,046,SCALAR,SECONDARY,Lighting,OH,0.0,5333,Y,"('PJM', 'DAYTON', '046')"
1188,50234,PJM,DAYTON,SL01   ,025,SCALAR,SECONDARY,Lighting,OH,0.0,5334,Y,"('PJM', 'DAYTON', '025')"
1189,50235,PJM,DAYTON,SL01   ,045,SCALAR,SECONDARY,Lighting,OH,0.0,5335,Y,"('PJM', 'DAYTON', '045')"
1190,50243,PJM,DAYTON,SL01   ,725,SCALAR,SECONDARY,Lighting,OH,0.0,5343,Y,"('PJM', 'DAYTON', '725')"
1191,50244,PJM,DAYTON,SL01   ,745,SCALAR,SECONDARY,Lighting,OH,0.0,5344,Y,"('PJM', 'DAYTON', '745')"
1192,50265,PJM,ATSICE,CE_C1,CE-GSUD,SCALAR,SUBTRANS,,OH,0.0,5365,Y,"('PJM', 'ATSICE', 'CE-GSUD')"
1193,50266,PJM,ATSICE,CE_CG,CE-GSUD,SCALAR,SUBTRANS,,OH,0.0,5366,Y,"('PJM', 'ATSICE', 'CE-GSUD')"
1194,50267,PJM,ATSICE,CE_C2,CE-GSUD,SCALAR,SUBTRANS,,OH,0.0,5367,Y,"('PJM', 'ATSICE', 'CE-GSUD')"
1195,50268,PJM,ATSICE,CE_C3,CE-GSUD,SCALAR,SUBTRANS,,OH,0.0,5368,Y,"('PJM', 'ATSICE', 'CE-GSUD')"
1196,50269,PJM,ATSICE,CE_CS,CE-GSUD,SCALAR,SUBTRANS,,OH,0.0,5369,Y,"('PJM', 'ATSICE', 'CE-GSUD')"
1197,50270,PJM,ATSICE,CE_CH,CE-GSUD,SCALAR,SUBTRANS,,OH,0.0,5370,Y,"('PJM', 'ATSICE', 'CE-GSUD')"
1198,51918,PJM,ATSICE,CE-GSUD_IDR,CE-GSUD,IDR,SUBTRANS,,OH,0.0,7018,Y,"('PJM', 'ATSICE', 'CE-GSUD')"
1199,51941,PJM,ATSICE,CE-GSUD_IDR,CE-GSUD,IDR,SUBTRANS,,OH,0.0,7041,Y,"('PJM', 'ATSICE', 'CE-GSUD')"
1200,51942,PJM,ATSICE,CE-GSUD_IDR,CE-GSUD,IDR,SUBTRANS,,OH,0.0,7042,Y,"('PJM', 'ATSICE', 'CE-GSUD')"
1201,51943,PJM,ATSICE,CE-GSUD_IDR,CE-GSUD,IDR,SUBTRANS,,OH,0.0,7043,Y,"('PJM', 'ATSICE', 'CE-GSUD')"
1202,51944,PJM,ATSICE,CE-GSUD_IDR,CE-GSUD,IDR,SUBTRANS,,OH,0.0,7044,Y,"('PJM', 'ATSICE', 'CE-GSUD')"
1203,51945,PJM,ATSICE,CE-GSUD_IDR,CE-GSUD,IDR,SUBTRANS,,OH,0.0,7045,Y,"('PJM', 'ATSICE', 'CE-GSUD')"
1204,50286,PJM,ATSITE,TE_C1,TE-GSUF,SCALAR,SUBTRANS,,OH,0.0,5386,Y,"('PJM', 'ATSITE', 'TE-GSUF')"
1205,50287,PJM,ATSITE,TE_CG,TE-GSUF,SCALAR,SUBTRANS,,OH,0.0,5387,Y,"('PJM', 'ATSITE', 'TE-GSUF')"
1206,50288,PJM,ATSITE,TE_C2,TE-GSUF,SCALAR,SUBTRANS,,OH,0.0,5388,Y,"('PJM', 'ATSITE', 'TE-GSUF')"
1207,50289,PJM,ATSITE,TE_C3,TE-GSUF,SCALAR,SUBTRANS,,OH,0.0,5389,Y,"('PJM', 'ATSITE', 'TE-GSUF')"
1208,50290,PJM,ATSITE,TE_CS,TE-GSUF,SCALAR,SUBTRANS,,OH,0.0,5390,Y,"('PJM', 'ATSITE', 'TE-GSUF')"
1209,50291,PJM,ATSITE,TE_CH,TE-GSUF,SCALAR,SUBTRANS,,OH,0.0,5391,Y,"('PJM', 'ATSITE', 'TE-GSUF')"
1210,50292,PJM,ATSITE,TE-GSUF_IDR,TE-GSUF,IDR,SUBTRANS,,OH,0.0,5392,Y,"('PJM', 'ATSITE', 'TE-GSUF')"
1211,50293,PJM,ATSITE,TE_C1,TE-GSUD,SCALAR,SUBTRANS,,OH,0.0,5393,Y,"('PJM', 'ATSITE', 'TE-GSUD')"
1212,50294,PJM,ATSITE,TE_CG,TE-GSUD,SCALAR,SUBTRANS,,OH,0.0,5394,Y,"('PJM', 'ATSITE', 'TE-GSUD')"
1213,50295,PJM,ATSITE,TE_C2,TE-GSUD,SCALAR,SUBTRANS,,OH,0.0,5395,Y,"('PJM', 'ATSITE', 'TE-GSUD')"
1214,50296,PJM,ATSITE,TE_C3,TE-GSUD,SCALAR,SUBTRANS,,OH,0.0,5396,Y,"('PJM', 'ATSITE', 'TE-GSUD')"
1215,50297,PJM,ATSITE,TE_CS,TE-GSUD,SCALAR,SUBTRANS,,OH,0.0,5397,Y,"('PJM', 'ATSITE', 'TE-GSUD')"
1216,50298,PJM,ATSITE,TE_CH,TE-GSUD,SCALAR,SUBTRANS,,OH,0.0,5398,Y,"('PJM', 'ATSITE', 'TE-GSUD')"
1217,50299,PJM,ATSITE,TE-GSUD_IDR,TE-GSUD,IDR,SUBTRANS,,OH,0.0,5399,Y,"('PJM', 'ATSITE', 'TE-GSUD')"
1218,50147,PJM,ATSITE,TE_RS,TE-RSF,SCALAR,SECONDARY,Residential,OH,100.0,5247,Y,"('PJM', 'ATSITE', 'TE-RSF')"
1219,50148,PJM,ATSITE,TE_RG,TE-RSF,SCALAR,SECONDARY,Residential,OH,100.0,5248,Y,"('PJM', 'ATSITE', 'TE-RSF')"
1220,50149,PJM,ATSITE,TE_RH,TE-RSF,SCALAR,SECONDARY,Residential,OH,100.0,5249,Y,"('PJM', 'ATSITE', 'TE-RSF')"
1221,50150,PJM,ATSITE,TE_RS,TE-RSD,SCALAR,SECONDARY,Residential,OH,100.0,5250,Y,"('PJM', 'ATSITE', 'TE-RSD')"
1222,50151,PJM,ATSITE,TE_RG,TE-RSD,SCALAR,SECONDARY,Residential,OH,100.0,5251,Y,"('PJM', 'ATSITE', 'TE-RSD')"
1223,50152,PJM,ATSITE,TE_RH,TE-RSD,SCALAR,SECONDARY,Residential,OH,100.0,5252,Y,"('PJM', 'ATSITE', 'TE-RSD')"
1224,50153,PJM,ATSITE,TE_C1,TE-GSF,SCALAR,SECONDARY,,OH,0.0,5253,Y,"('PJM', 'ATSITE', 'TE-GSF')"
1225,50154,PJM,ATSITE,TE_CG,TE-GSF,SCALAR,SECONDARY,,OH,0.0,5254,Y,"('PJM', 'ATSITE', 'TE-GSF')"
1226,50155,PJM,ATSITE,TE_C2,TE-GSF,SCALAR,SECONDARY,,OH,0.0,5255,Y,"('PJM', 'ATSITE', 'TE-GSF')"
1227,50156,PJM,ATSITE,TE_C3,TE-GSF,SCALAR,SECONDARY,,OH,0.0,5256,Y,"('PJM', 'ATSITE', 'TE-GSF')"
1228,50157,PJM,ATSITE,TE_CS,TE-GSF,SCALAR,SECONDARY,,OH,0.0,5257,Y,"('PJM', 'ATSITE', 'TE-GSF')"
1229,50158,PJM,ATSITE,TE_CH,TE-GSF,SCALAR,SECONDARY,,OH,0.0,5258,Y,"('PJM', 'ATSITE', 'TE-GSF')"
1230,50159,PJM,ATSITE,TE-GSF_IDR,TE-GSF,IDR,SECONDARY,,OH,0.0,5259,Y,"('PJM', 'ATSITE', 'TE-GSF')"
1231,50160,PJM,ATSITE,TE_C1,TE-GSD,SCALAR,SECONDARY,,OH,0.0,5260,Y,"('PJM', 'ATSITE', 'TE-GSD')"
1232,50161,PJM,ATSITE,TE_CG,TE-GSD,SCALAR,SECONDARY,,OH,0.0,5261,Y,"('PJM', 'ATSITE', 'TE-GSD')"
1233,50162,PJM,ATSITE,TE_C2,TE-GSD,SCALAR,SECONDARY,,OH,0.0,5262,Y,"('PJM', 'ATSITE', 'TE-GSD')"
1234,50163,PJM,ATSITE,TE_C3,TE-GSD,SCALAR,SECONDARY,,OH,0.0,5263,Y,"('PJM', 'ATSITE', 'TE-GSD')"
1235,50164,PJM,ATSITE,TE_CS,TE-GSD,SCALAR,SECONDARY,,OH,0.0,5264,Y,"('PJM', 'ATSITE', 'TE-GSD')"
1236,50165,PJM,ATSITE,TE_CH,TE-GSD,SCALAR,SECONDARY,,OH,0.0,5265,Y,"('PJM', 'ATSITE', 'TE-GSD')"
1237,50166,PJM,ATSITE,TE-GSD_IDR,TE-GSD,IDR,SECONDARY,,OH,0.0,5266,Y,"('PJM', 'ATSITE', 'TE-GSD')"
1238,53301,PJM,ATSITE,TE_SL,TE-GSD,SCALAR,SECONDAR,,OH,0.0,8351,Y,"('PJM', 'ATSITE', 'TE-GSD')"
1239,53303,PJM,ATSITE,TE_SL,TE-GSD,SCALAR,SECONDARY,,OH,0.0,8353,Y,"('PJM', 'ATSITE', 'TE-GSD')"
1240,50167,PJM,ATSITE,TE_SL,TE-STLF,SCALAR,SECONDARY,Lighting,OH,0.0,5267,Y,"('PJM', 'ATSITE', 'TE-STLF')"
1241,50168,PJM,ATSITE,TE_SL,TE-STLD,SCALAR,SECONDARY,Lighting,OH,0.0,5268,Y,"('PJM', 'ATSITE', 'TE-STLD')"
1242,50169,PJM,ATSITE,TE_TL,TE-TRFF,SCALAR,SECONDARY,Lighting,OH,0.0,5269,Y,"('PJM', 'ATSITE', 'TE-TRFF')"
1243,50170,PJM,ATSITE,TE_TL,TE-TRFD,SCALAR,SECONDARY,Lighting,OH,0.0,5270,Y,"('PJM', 'ATSITE', 'TE-TRFD')"
1244,50171,PJM,ATSITE,TE_SL,TE-POLSF,SCALAR,SECONDARY,Lighting,OH,0.0,5271,Y,"('PJM', 'ATSITE', 'TE-POLSF')"
1245,50172,PJM,ATSITE,TE_SL,TE-POLSD,SCALAR,SECONDARY,Lighting,OH,0.0,5272,Y,"('PJM', 'ATSITE', 'TE-POLSD')"
1246,50173,PJM,DAYTON,RH01,141,SCALAR,SECONDARY,Residential,OH,100.0,5273,Y,"('PJM', 'DAYTON', '141')"
1247,50179,PJM,DAYTON,RS01,141,SCALAR,SECONDARY,Residential,OH,100.0,5279,Y,"('PJM', 'DAYTON', '141')"
1248,50180,PJM,DAYTON,RS02,141,SCALAR,SECONDARY,Residential,OH,100.0,5280,Y,"('PJM', 'DAYTON', '141')"
1249,50175,PJM,DAYTON,RH01,741,SCALAR,SECONDARY,Residential,OH,100.0,5275,Y,"('PJM', 'DAYTON', '741')"
1250,50177,PJM,DAYTON,RS00,111,SCALAR,SECONDARY,Residential,OH,100.0,5277,Y,"('PJM', 'DAYTON', '111')"
1251,50178,PJM,DAYTON,RS00,711,SCALAR,SECONDARY,Residential,OH,100.0,5278,Y,"('PJM', 'DAYTON', '711')"
1252,53308,PJM,DAYTON,RS01,711,SCALAR,SECONDARY,Residential,OH,100.0,8358,Y,"('PJM', 'DAYTON', '711')"
1253,53309,PJM,DAYTON,RS02,711,SCALAR,SECONDARY,Residential,OH,100.0,8359,Y,"('PJM', 'DAYTON', '711')"
1254,50181,PJM,DAYTON,SC01,762,SCALAR,SECONDARY,,OH,0.0,5281,Y,"('PJM', 'DAYTON', '762')"
1255,50185,PJM,DAYTON,SS00,197,SCALAR,SECONDARY,,OH,0.0,5285,Y,"('PJM', 'DAYTON', '197')"
1256,50207,PJM,DAYTON,IDR,197,IDR,SECONDARY,,OH,0.0,5307,N,"('PJM', 'DAYTON', '197')"
1257,50186,PJM,DAYTON,SS00,097,SCALAR,SECONDARY,,OH,0.0,5286,Y,"('PJM', 'DAYTON', '097')"
1258,50204,PJM,DAYTON,IDR,097,IDR,SECONDARY,,OH,0.0,5304,N,"('PJM', 'DAYTON', '097')"
1259,50188,PJM,DAYTON,SS00,157,SCALAR,SECONDARY,,OH,0.0,5288,Y,"('PJM', 'DAYTON', '157')"
1260,50209,PJM,DAYTON,IDR,157,IDR,SECONDARY,,OH,0.0,5309,N,"('PJM', 'DAYTON', '157')"
1261,50190,PJM,DAYTON,SS00,727,SCALAR,SECONDARY,,OH,0.0,5290,Y,"('PJM', 'DAYTON', '727')"
1262,50211,PJM,DAYTON,IDR,727,IDR,SECONDARY,,OH,0.0,5311,N,"('PJM', 'DAYTON', '727')"
1263,50191,PJM,DAYTON,SS00,797,SCALAR,SECONDARY,,OH,0.0,5291,Y,"('PJM', 'DAYTON', '797')"
1264,50212,PJM,DAYTON,IDR,797,IDR,SECONDARY,,OH,0.0,5312,N,"('PJM', 'DAYTON', '797')"
1265,53264,PJM,DAYTON,TS01   ,797,SCALAR,SECONDARY,,OH,0.0,8314,N,"('PJM', 'DAYTON', '797')"
1266,50193,PJM,DAYTON,SS00,737,SCALAR,SECONDARY,,OH,0.0,5293,Y,"('PJM', 'DAYTON', '737')"
1267,50214,PJM,DAYTON,IDR,737,IDR,SECONDARY,,OH,0.0,5314,Y,"('PJM', 'DAYTON', '737')"
1268,52825,PJM,DAYTON,IDR,737,IDR,SECONDARY,,OH,0.0,7875,Y,"('PJM', 'DAYTON', '737')"
1269,53247,PJM,DAYTON,IDR,737,IDR,SECONDARY,,OH,0.0,8297,Y,"('PJM', 'DAYTON', '737')"
1270,53306,PJM,DAYTON,SS03,737,SCALAR,SECONDARY,,OH,0.0,8356,Y,"('PJM', 'DAYTON', '737')"
1271,50194,PJM,DAYTON,SS00,757,SCALAR,SECONDARY,,OH,0.0,5294,Y,"('PJM', 'DAYTON', '757')"
1272,50215,PJM,DAYTON,IDR,757,IDR,SECONDARY,,OH,0.0,5315,N,"('PJM', 'DAYTON', '757')"
1273,53144,PJM,DAYTON,SS05,757,SCALAR,SECONDARY,,OH,0.0,8194,Y,"('PJM', 'DAYTON', '757')"
1274,50065,PJM,DAYTON,PR01_IDR,787,IDR,PRIMARY,,OH,0.0,5165,Y,"('PJM', 'DAYTON', '787')"
1275,50052,PJM,DAYTON,PR01,787,SCALAR,PRIMARY,,OH,0.0,5152,N,"('PJM', 'DAYTON', '787')"
1276,50066,PJM,DAYTON,PR01_IDR,767,IDR,PRIMARY,,OH,0.0,5166,Y,"('PJM', 'DAYTON', '767')"
1277,50053,PJM,DAYTON,PR01,767,SCALAR,PRIMARY,,OH,0.0,5153,N,"('PJM', 'DAYTON', '767')"
1278,50068,PJM,DAYTON,PR01_IDR,803,IDR,PRIMARY,,OH,0.0,5168,Y,"('PJM', 'DAYTON', '803')"
1279,50055,PJM,DAYTON,PR01,803,SCALAR,PRIMARY,,OH,0.0,5155,N,"('PJM', 'DAYTON', '803')"
1280,50074,PJM,DAYTON,PS01,188,SCALAR,SUBTRANS,,OH,0.0,5174,N,"('PJM', 'DAYTON', '188')"
1281,50082,PJM,DAYTON,PS01_IDR,188,IDR,SUBTRANS,,OH,0.0,5182,Y,"('PJM', 'DAYTON', '188')"
1282,50076,PJM,DAYTON,PS01,788,SCALAR,SUBTRANS,,OH,0.0,5176,N,"('PJM', 'DAYTON', '788')"
1283,50084,PJM,DAYTON,PS01_IDR,788,IDR,SUBTRANS,,OH,0.0,5184,Y,"('PJM', 'DAYTON', '788')"
1284,50079,PJM,DAYTON,PS01,813,SCALAR,SUBTRANS,,OH,0.0,5179,N,"('PJM', 'DAYTON', '813')"
