,ESG_SOURCEID,MARKET,DISCO_CODE,PROFILE_CLASS,RATE_CLASS,METER_TYPE,LOSS_CODE,LOSS_DESCRIPTION,STATE,RES_FLAG,SEQ_ID,DEFAULT_FLAG,GROUP
563,52269,NYISO,NIMO,IDR,SC3,IDR,TRANS,,NY,0.0,7369,X,"('NYISO', 'NIMO', 'SC3')"
564,40398,NYISO,NYSEG,115-05-00,SC115,SCALAR,SECONDARY,,NY,0.0,400,Y,"('NYISO', 'NYSEG', 'SC115')"
565,40399,NYISO,NYSEG,115-02-00,SC115,SCALAR,SECONDARY,,NY,0.0,401,Y,"('NYISO', 'NYSEG', 'SC115')"
566,40400,NYISO,NYSEG,115-06-00,SC115,SCALAR,SECONDARY,,NY,0.0,402,Y,"('NYISO', 'NYSEG', 'SC115')"
567,40401,NYISO,NYSEG,115-07-10,SC115,SCALAR,SECONDARY,,NY,0.0,403,Y,"('NYISO', 'NYSEG', 'SC115')"
568,40402,NYISO,NYSEG,115-07-20,SC115,SCALAR,PRIMARY,,NY,0.0,404,Y,"('NYISO', 'NYSEG', 'SC115')"
569,40403,NYISO,NYSEG,115-07-21,SC115,SCALAR,PRIMARY,,NY,0.0,405,Y,"('NYISO', 'NYSEG', 'SC115')"
570,40404,NYISO,NYSEG,115-07-31,SC115,SCALAR,SUBTRANS,,NY,0.0,406,Y,"('NYISO', 'NYSEG', 'SC115')"
571,40405,NYISO,NYSEG,115-09-00,SC115,SCALAR,SECONDARY,,NY,0.0,407,Y,"('NYISO', 'NYSEG', 'SC115')"
572,40406,NYISO,NYSEG,118-01-00,SC115,SCALAR,SECONDARY,,NY,0.0,408,Y,"('NYISO', 'NYSEG', 'SC115')"
573,40407,NYISO,NYSEG,118-02-00,SC115,SCALAR,SECONDARY,,NY,0.0,409,Y,"('NYISO', 'NYSEG', 'SC115')"
574,40408,NYISO,NYSEG,118-03-00,SC115,SCALAR,SECONDARY,,NY,0.0,410,Y,"('NYISO', 'NYSEG', 'SC115')"
575,40409,NYISO,NYSEG,115-01-00,SC115,SCALAR,SECONDARY,,NY,0.0,411,Y,"('NYISO', 'NYSEG', 'SC115')"
576,40410,NYISO,NYSEG,115-01-05,SC115,SCALAR,SECONDARY,,NY,0.0,412,Y,"('NYISO', 'NYSEG', 'SC115')"
577,40411,NYISO,NYSEG,115-02-06,SC115,SCALAR,SECONDARY,,NY,0.0,413,Y,"('NYISO', 'NYSEG', 'SC115')"
578,40412,NYISO,NYSEG,115-02-01,SC115,SCALAR,SECONDARY,,NY,0.0,414,Y,"('NYISO', 'NYSEG', 'SC115')"
579,40413,NYISO,NYSEG,115-03-00,SC115,SCALAR,PRIMARY,,NY,0.0,415,Y,"('NYISO', 'NYSEG', 'SC115')"
580,40415,NYISO,NYSEG,115-07-11,SC115,SCALAR,SECONDARY,,NY,0.0,417,Y,"('NYISO', 'NYSEG', 'SC115')"
581,40416,NYISO,NYSEG,115-07-30,SC115,SCALAR,SUBTRANS,,NY,0.0,418,Y,"('NYISO', 'NYSEG', 'SC115')"
582,40417,NYISO,NYSEG,115-07-40,SC115,SCALAR,TRANS,,NY,0.0,419,Y,"('NYISO', 'NYSEG', 'SC115')"
583,40418,NYISO,NYSEG,115-07-41,SC115,SCALAR,TRANS,,NY,0.0,420,Y,"('NYISO', 'NYSEG', 'SC115')"
584,40419,NYISO,NYSEG,115-08-00,SC115,SCALAR,SECONDARY,,NY,0.0,421,Y,"('NYISO', 'NYSEG', 'SC115')"
585,40420,NYISO,NYSEG,115-08-05,SC115,SCALAR,SECONDARY,,NY,0.0,422,Y,"('NYISO', 'NYSEG', 'SC115')"
586,40421,NYISO,NYSEG,115-12-00,SC115,SCALAR,SECONDARY,,NY,0.0,423,Y,"('NYISO', 'NYSEG', 'SC115')"
587,40422,NYISO,NYSEG,115-03-00,SC115,SCALAR,SUBTRANS,,NY,0.0,424,Y,"('NYISO', 'NYSEG', 'SC115')"
588,40423,NYISO,NYSEG,115-03-00,SC115,SCALAR,PRIMARY,,NY,0.0,425,Y,"('NYISO', 'NYSEG', 'SC115')"
589,40691,NYISO,NYSEG,115-01-00,SC115,SCALAR,SECONDARY,,NY,100.0,3593,Y,"('NYISO', 'NYSEG', 'SC115')"
590,40692,NYISO,NYSEG,115-01-00,SC115,SCALAR,SECONDARY,,NY,100.0,3594,Y,"('NYISO', 'NYSEG', 'SC115')"
591,40693,NYISO,NYSEG,115-01-00,SC115,SCALAR,SECONDARY,,NY,100.0,3595,Y,"('NYISO', 'NYSEG', 'SC115')"
592,40694,NYISO,NYSEG,115-01-00,SC115,SCALAR,SECONDARY,,NY,100.0,3596,Y,"('NYISO', 'NYSEG', 'SC115')"
593,40695,NYISO,NYSEG,118-01-00,SC115,SCALAR,SECONDARY,,NY,0.0,3597,Y,"('NYISO', 'NYSEG', 'SC115')"
594,40696,NYISO,NYSEG,118-01-00,SC115,SCALAR,SECONDARY,,NY,0.0,3598,Y,"('NYISO', 'NYSEG', 'SC115')"
595,40697,NYISO,NYSEG,118-01-00,SC115,SCALAR,SECONDARY,,NY,0.0,3599,Y,"('NYISO', 'NYSEG', 'SC115')"
596,40698,NYISO,NYSEG,118-01-00,SC115,SCALAR,SECONDARY,,NY,0.0,3600,Y,"('NYISO', 'NYSEG', 'SC115')"
597,40699,NYISO,NYSEG,115-02-00,SC115,SCALAR,SECONDARY,,NY,0.0,3601,Y,"('NYISO', 'NYSEG', 'SC115')"
598,40700,NYISO,NYSEG,115-02-00,SC115,SCALAR,SECONDARY,,NY,0.0,3602,Y,"('NYISO', 'NYSEG', 'SC115')"
599,40701,NYISO,NYSEG,115-02-00,SC115,SCALAR,SECONDARY,,NY,0.0,3603,Y,"('NYISO', 'NYSEG', 'SC115')"
600,40702,NYISO,NYSEG,115-02-00,SC115,SCALAR,SECONDARY,,NY,0.0,3604,Y,"('NYISO', 'NYSEG', 'SC115')"
601,40703,NYISO,NYSEG,115-02-01,SC115,SCALAR,SECONDARY,,NY,0.0,3605,Y,"('NYISO', 'NYSEG', 'SC115')"
602,40704,NYISO,NYSEG,115-02-01,SC115,SCALAR,SECONDARY,,NY,0.0,3606,Y,"('NYISO', 'NYSEG', 'SC115')"
603,40705,NYISO,NYSEG,115-02-01,SC115,SCALAR,SECONDARY,,NY,0.0,3607,Y,"('NYISO', 'NYSEG', 'SC115')"
604,40706,NYISO,NYSEG,115-02-01,SC115,SCALAR,SECONDARY,,NY,0.0,3608,Y,"('NYISO', 'NYSEG', 'SC115')"
605,40715,NYISO,NYSEG,115-03-00,SC115,SCALAR,PRIMARY,,NY,0.0,3617,Y,"('NYISO', 'NYSEG', 'SC115')"
606,40716,NYISO,NYSEG,115-03-00,SC115,SCALAR,SUBTRANS,,NY,0.0,3618,Y,"('NYISO', 'NYSEG', 'SC115')"
607,40717,NYISO,NYSEG,115-03-00,SC115,SCALAR,PRIMARY,,NY,0.0,3619,Y,"('NYISO', 'NYSEG', 'SC115')"
608,40718,NYISO,NYSEG,115-03-00,SC115,SCALAR,PRIMARY,,NY,0.0,3620,Y,"('NYISO', 'NYSEG', 'SC115')"
609,40719,NYISO,NYSEG,115-03-00,SC115,SCALAR,SUBTRANS,,NY,0.0,3621,Y,"('NYISO', 'NYSEG', 'SC115')"
610,40720,NYISO,NYSEG,115-03-00,SC115,SCALAR,PRIMARY,,NY,0.0,3622,Y,"('NYISO', 'NYSEG', 'SC115')"
611,40721,NYISO,NYSEG,115-03-00,SC115,SCALAR,PRIMARY,,NY,0.0,3623,Y,"('NYISO', 'NYSEG', 'SC115')"
612,40722,NYISO,NYSEG,115-03-00,SC115,SCALAR,SUBTRANS,,NY,0.0,3624,Y,"('NYISO', 'NYSEG', 'SC115')"
613,40723,NYISO,NYSEG,115-03-00,SC115,SCALAR,PRIMARY,,NY,0.0,3625,Y,"('NYISO', 'NYSEG', 'SC115')"
614,40724,NYISO,NYSEG,115-03-00,SC115,SCALAR,PRIMARY,,NY,0.0,3626,Y,"('NYISO', 'NYSEG', 'SC115')"
615,40725,NYISO,NYSEG,115-03-00,SC115,SCALAR,SUBTRANS,,NY,0.0,3627,Y,"('NYISO', 'NYSEG', 'SC115')"
616,40726,NYISO,NYSEG,115-03-00,SC115,SCALAR,PRIMARY,,NY,0.0,3628,Y,"('NYISO', 'NYSEG', 'SC115')"
617,40727,NYISO,NYSEG,115-03-01,SC115,SCALAR,PRIMARY,,NY,0.0,3629,Y,"('NYISO', 'NYSEG', 'SC115')"
618,40728,NYISO,NYSEG,115-03-01,SC115,SCALAR,PRIMARY,,NY,0.0,3630,Y,"('NYISO', 'NYSEG', 'SC115')"
619,40729,NYISO,NYSEG,115-03-01,SC115,SCALAR,PRIMARY,,NY,0.0,3631,Y,"('NYISO', 'NYSEG', 'SC115')"
620,40730,NYISO,NYSEG,115-03-01,SC115,SCALAR,PRIMARY,,NY,0.0,3632,Y,"('NYISO', 'NYSEG', 'SC115')"
621,40731,NYISO,NYSEG,115-03-00,SC115,SCALAR,SECONDARY,,NY,0.0,3633,Y,"('NYISO', 'NYSEG', 'SC115')"
622,40732,NYISO,NYSEG,115-03-00,SC115,SCALAR,SUBTRANS,,NY,0.0,3634,Y,"('NYISO', 'NYSEG', 'SC115')"
623,40733,NYISO,NYSEG,115-03-00,SC115,SCALAR,SECONDARY,,NY,0.0,3635,Y,"('NYISO', 'NYSEG', 'SC115')"
624,40734,NYISO,NYSEG,115-03-00,SC115,SCALAR,SECONDARY,,NY,0.0,3636,Y,"('NYISO', 'NYSEG', 'SC115')"
625,40735,NYISO,NYSEG,115-03-00,SC115,SCALAR,SUBTRANS,,NY,0.0,3637,Y,"('NYISO', 'NYSEG', 'SC115')"
626,40736,NYISO,NYSEG,115-03-00,SC115,SCALAR,SECONDARY,,NY,0.0,3638,Y,"('NYISO', 'NYSEG', 'SC115')"
627,40737,NYISO,NYSEG,115-03-00,SC115,SCALAR,SECONDARY,,NY,0.0,3639,Y,"('NYISO', 'NYSEG', 'SC115')"
628,40738,NYISO,NYSEG,115-03-00,SC115,SCALAR,SUBTRANS,,NY,0.0,3640,Y,"('NYISO', 'NYSEG', 'SC115')"
629,40739,NYISO,NYSEG,115-03-00,SC115,SCALAR,SECONDARY,,NY,0.0,3641,Y,"('NYISO', 'NYSEG', 'SC115')"
630,40740,NYISO,NYSEG,115-03-00,SC115,SCALAR,SECONDARY,,NY,0.0,3642,Y,"('NYISO', 'NYSEG', 'SC115')"
631,40741,NYISO,NYSEG,115-03-00,SC115,SCALAR,SUBTRANS,,NY,0.0,3643,Y,"('NYISO', 'NYSEG', 'SC115')"
632,40742,NYISO,NYSEG,115-03-00,SC115,SCALAR,SECONDARY,,NY,0.0,3644,Y,"('NYISO', 'NYSEG', 'SC115')"
633,40743,NYISO,NYSEG,115-03-01,SC115,SCALAR,SECONDARY,,NY,0.0,3645,Y,"('NYISO', 'NYSEG', 'SC115')"
634,40744,NYISO,NYSEG,115-05-00,SC115,SCALAR,SECONDARY,,NY,0.0,3647,Y,"('NYISO', 'NYSEG', 'SC115')"
635,40745,NYISO,NYSEG,115-05-00,SC115,SCALAR,SECONDARY,,NY,0.0,3648,Y,"('NYISO', 'NYSEG', 'SC115')"
636,40746,NYISO,NYSEG,115-05-00,SC115,SCALAR,SECONDARY,,NY,0.0,3649,Y,"('NYISO', 'NYSEG', 'SC115')"
637,40747,NYISO,NYSEG,115-05-00,SC115,SCALAR,SECONDARY,,NY,0.0,3650,Y,"('NYISO', 'NYSEG', 'SC115')"
638,40748,NYISO,NYSEG,115-06-00,SC115,SCALAR,SECONDARY,,NY,0.0,3651,Y,"('NYISO', 'NYSEG', 'SC115')"
639,40749,NYISO,NYSEG,115-06-00,SC115,SCALAR,SECONDARY,,NY,0.0,3652,Y,"('NYISO', 'NYSEG', 'SC115')"
640,40750,NYISO,NYSEG,115-06-00,SC115,SCALAR,SECONDARY,,NY,0.0,3653,Y,"('NYISO', 'NYSEG', 'SC115')"
641,40751,NYISO,NYSEG,115-06-00,SC115,SCALAR,SECONDARY,,NY,0.0,3654,Y,"('NYISO', 'NYSEG', 'SC115')"
642,40752,NYISO,NYSEG,115-07-10,SC115,SCALAR,SECONDARY,,NY,0.0,3655,Y,"('NYISO', 'NYSEG', 'SC115')"
643,40753,NYISO,NYSEG,115-07-10,SC115,SCALAR,SECONDARY,,NY,0.0,3656,Y,"('NYISO', 'NYSEG', 'SC115')"
644,40754,NYISO,NYSEG,115-07-10,SC115,SCALAR,SECONDARY,,NY,0.0,3657,Y,"('NYISO', 'NYSEG', 'SC115')"
645,40755,NYISO,NYSEG,115-07-10,SC115,SCALAR,SECONDARY,,NY,0.0,3658,Y,"('NYISO', 'NYSEG', 'SC115')"
646,40756,NYISO,NYSEG,115-07-11,SC115,SCALAR,SECONDARY,,NY,0.0,3659,Y,"('NYISO', 'NYSEG', 'SC115')"
647,40757,NYISO,NYSEG,115-07-11,SC115,SCALAR,SECONDARY,,NY,0.0,3660,Y,"('NYISO', 'NYSEG', 'SC115')"
648,40758,NYISO,NYSEG,115-07-11,SC115,SCALAR,SECONDARY,,NY,0.0,3661,Y,"('NYISO', 'NYSEG', 'SC115')"
649,40759,NYISO,NYSEG,115-07-11,SC115,SCALAR,SECONDARY,,NY,0.0,3662,Y,"('NYISO', 'NYSEG', 'SC115')"
650,40760,NYISO,NYSEG,115-07-20,SC115,SCALAR,PRIMARY,,NY,0.0,3663,Y,"('NYISO', 'NYSEG', 'SC115')"
651,40761,NYISO,NYSEG,115-07-20,SC115,SCALAR,PRIMARY,,NY,0.0,3664,Y,"('NYISO', 'NYSEG', 'SC115')"
652,40762,NYISO,NYSEG,115-07-20,SC115,SCALAR,PRIMARY,,NY,0.0,3665,Y,"('NYISO', 'NYSEG', 'SC115')"
653,40763,NYISO,NYSEG,115-07-20,SC115,SCALAR,PRIMARY,,NY,0.0,3666,Y,"('NYISO', 'NYSEG', 'SC115')"
654,40764,NYISO,NYSEG,115-07-21,SC115,SCALAR,PRIMARY,,NY,0.0,3667,Y,"('NYISO', 'NYSEG', 'SC115')"
655,40765,NYISO,NYSEG,115-07-21,SC115,SCALAR,PRIMARY,,NY,0.0,3668,Y,"('NYISO', 'NYSEG', 'SC115')"
656,40766,NYISO,NYSEG,115-07-21,SC115,SCALAR,PRIMARY,,NY,0.0,3669,Y,"('NYISO', 'NYSEG', 'SC115')"
657,40767,NYISO,NYSEG,115-07-21,SC115,SCALAR,PRIMARY,,NY,0.0,3670,Y,"('NYISO', 'NYSEG', 'SC115')"
658,40768,NYISO,NYSEG,115-07-30,SC115,SCALAR,SUBTRANS,,NY,0.0,3671,Y,"('NYISO', 'NYSEG', 'SC115')"
659,40769,NYISO,NYSEG,115-07-30,SC115,SCALAR,SUBTRANS,,NY,0.0,3672,Y,"('NYISO', 'NYSEG', 'SC115')"
660,40770,NYISO,NYSEG,115-07-30,SC115,SCALAR,SUBTRANS,,NY,0.0,3673,Y,"('NYISO', 'NYSEG', 'SC115')"
661,40771,NYISO,NYSEG,115-07-30,SC115,SCALAR,SUBTRANS,,NY,0.0,3674,Y,"('NYISO', 'NYSEG', 'SC115')"
662,40772,NYISO,NYSEG,115-07-31,SC115,SCALAR,SUBTRANS,,NY,0.0,3675,Y,"('NYISO', 'NYSEG', 'SC115')"
663,40773,NYISO,NYSEG,115-07-31,SC115,SCALAR,SUBTRANS,,NY,0.0,3676,Y,"('NYISO', 'NYSEG', 'SC115')"
664,40774,NYISO,NYSEG,115-07-31,SC115,SCALAR,SUBTRANS,,NY,0.0,3677,Y,"('NYISO', 'NYSEG', 'SC115')"
665,40775,NYISO,NYSEG,115-07-31,SC115,SCALAR,SUBTRANS,,NY,0.0,3678,Y,"('NYISO', 'NYSEG', 'SC115')"
666,40776,NYISO,NYSEG,115-07-40,SC115,SCALAR,TRANS,,NY,0.0,3679,Y,"('NYISO', 'NYSEG', 'SC115')"
667,40777,NYISO,NYSEG,115-07-40,SC115,SCALAR,TRANS,,NY,0.0,3680,Y,"('NYISO', 'NYSEG', 'SC115')"
668,40778,NYISO,NYSEG,115-07-40,SC115,SCALAR,TRANS,,NY,0.0,3681,Y,"('NYISO', 'NYSEG', 'SC115')"
669,40779,NYISO,NYSEG,115-07-40,SC115,SCALAR,TRANS,,NY,0.0,3682,Y,"('NYISO', 'NYSEG', 'SC115')"
670,40780,NYISO,NYSEG,115-07-41,SC115,SCALAR,TRANS,,NY,0.0,3683,Y,"('NYISO', 'NYSEG', 'SC115')"
671,40781,NYISO,NYSEG,115-07-41,SC115,SCALAR,TRANS,,NY,0.0,3684,Y,"('NYISO', 'NYSEG', 'SC115')"
672,40782,NYISO,NYSEG,115-07-41,SC115,SCALAR,TRANS,,NY,0.0,3685,Y,"('NYISO', 'NYSEG', 'SC115')"
673,40783,NYISO,NYSEG,115-07-41,SC115,SCALAR,TRANS,,NY,0.0,3686,Y,"('NYISO', 'NYSEG', 'SC115')"
674,40784,NYISO,NYSEG,115-08-00,SC115,SCALAR,SECONDARY,,NY,100.0,3687,Y,"('NYISO', 'NYSEG', 'SC115')"
675,40785,NYISO,NYSEG,115-08-00,SC115,SCALAR,SECONDARY,,NY,100.0,3688,Y,"('NYISO', 'NYSEG', 'SC115')"
676,40786,NYISO,NYSEG,115-08-00,SC115,SCALAR,SECONDARY,,NY,100.0,3689,Y,"('NYISO', 'NYSEG', 'SC115')"
677,40787,NYISO,NYSEG,115-08-00,SC115,SCALAR,SECONDARY,,NY,100.0,3690,Y,"('NYISO', 'NYSEG', 'SC115')"
678,40788,NYISO,NYSEG,115-09-00,SC115,SCALAR,SECONDARY,,NY,0.0,3691,Y,"('NYISO', 'NYSEG', 'SC115')"
679,40789,NYISO,NYSEG,115-09-00,SC115,SCALAR,SECONDARY,,NY,0.0,3692,Y,"('NYISO', 'NYSEG', 'SC115')"
680,40790,NYISO,NYSEG,115-09-00,SC115,SCALAR,SECONDARY,,NY,0.0,3693,Y,"('NYISO', 'NYSEG', 'SC115')"
681,40791,NYISO,NYSEG,115-09-00,SC115,SCALAR,SECONDARY,,NY,0.0,3694,Y,"('NYISO', 'NYSEG', 'SC115')"
682,40792,NYISO,NYSEG,115-12-00,SC115,SCALAR,SECONDARY,,NY,100.0,3695,Y,"('NYISO', 'NYSEG', 'SC115')"
683,40793,NYISO,NYSEG,115-12-00,SC115,SCALAR,SECONDARY,,NY,100.0,3696,Y,"('NYISO', 'NYSEG', 'SC115')"
684,40794,NYISO,NYSEG,115-12-00,SC115,SCALAR,SECONDARY,,NY,100.0,3697,Y,"('NYISO', 'NYSEG', 'SC115')"
685,40795,NYISO,NYSEG,115-12-00,SC115,SCALAR,SECONDARY,,NY,100.0,3698,Y,"('NYISO', 'NYSEG', 'SC115')"
686,49257,NYISO,NYSEG,115-06-00,SC115,SCALAR,SECONDARY,,NY,0.0,4357,Y,"('NYISO', 'NYSEG', 'SC115')"
687,51904,NYISO,NYSEG,115-01-00,SC115,SCALAR,SECONDARY,,NY,100.0,7005,Y,"('NYISO', 'NYSEG', 'SC115')"
688,50687,NYISO,NYSEG,115-06-00,SC115,SCALAR,SECONDARY,,NY,0.0,5788,Y,"('NYISO', 'NYSEG', 'SC115')"
689,50688,NYISO,NYSEG,115-02-00,SC115,SCALAR,SECONDARY,,NY,0.0,5789,Y,"('NYISO', 'NYSEG', 'SC115')"
690,51273,NYISO,NYSEG,115-02-00,SC115,SCALAR,SECONDARY,,NY,0.0,6374,Y,"('NYISO', 'NYSEG', 'SC115')"
691,51290,NYISO,NYSEG,115-02-00,SC115,SCALAR,SECONDARY,,NY,0.0,6391,Y,"('NYISO', 'NYSEG', 'SC115')"
692,51339,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,6440,N,"('NYISO', 'NYSEG', 'SC115')"
693,52254,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7354,N,"('NYISO', 'NYSEG', 'SC115')"
694,52255,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7355,N,"('NYISO', 'NYSEG', 'SC115')"
695,52260,NYISO,NYSEG,IDR,SC115,IDR,PRIMARY,,NY,0.0,7360,N,"('NYISO', 'NYSEG', 'SC115')"
696,52261,NYISO,NYSEG,IDR,SC115,IDR,PRIMARY,,NY,0.0,7361,N,"('NYISO', 'NYSEG', 'SC115')"
697,52262,NYISO,NYSEG,IDR,SC115,IDR,PRIMARY,,NY,0.0,7362,N,"('NYISO', 'NYSEG', 'SC115')"
698,52263,NYISO,NYSEG,IDR,SC115,IDR,PRIMARY,,NY,0.0,7363,N,"('NYISO', 'NYSEG', 'SC115')"
699,52264,NYISO,NYSEG,IDR,SC115,IDR,PRIMARY,,NY,0.0,7364,N,"('NYISO', 'NYSEG', 'SC115')"
700,52456,NYISO,NYSEG,IDR,SC115,IDR,SUBTRANS,,NY,0.0,7556,N,"('NYISO', 'NYSEG', 'SC115')"
701,52458,NYISO,NYSEG,115-02-06,SC115,SCALAR,SECONDARY,,NY,0.0,7558,Y,"('NYISO', 'NYSEG', 'SC115')"
702,52459,NYISO,NYSEG,115-02-06,SC115,SCALAR,SECONDARY,,NY,0.0,7559,Y,"('NYISO', 'NYSEG', 'SC115')"
703,52460,NYISO,NYSEG,115-02-06,SC115,SCALAR,SECONDARY,,NY,0.0,7560,Y,"('NYISO', 'NYSEG', 'SC115')"
704,52461,NYISO,NYSEG,115-02-06,SC115,SCALAR,SECONDARY,,NY,0.0,7561,Y,"('NYISO', 'NYSEG', 'SC115')"
705,52462,NYISO,NYSEG,115-02-06,SC115,SCALAR,SECONDARY,,NY,0.0,7562,Y,"('NYISO', 'NYSEG', 'SC115')"
706,52463,NYISO,NYSEG,115-02-06,SC115,SCALAR,SECONDARY,,NY,0.0,7563,Y,"('NYISO', 'NYSEG', 'SC115')"
707,52464,NYISO,NYSEG,115-02-06,SC115,SCALAR,SECONDARY,,NY,0.0,7564,Y,"('NYISO', 'NYSEG', 'SC115')"
708,52465,NYISO,NYSEG,115-02-06,SC115,SCALAR,SECONDARY,,NY,0.0,7565,Y,"('NYISO', 'NYSEG', 'SC115')"
709,52500,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7600,N,"('NYISO', 'NYSEG', 'SC115')"
710,52501,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7601,N,"('NYISO', 'NYSEG', 'SC115')"
711,52502,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7602,N,"('NYISO', 'NYSEG', 'SC115')"
712,52503,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7603,N,"('NYISO', 'NYSEG', 'SC115')"
713,52504,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7604,N,"('NYISO', 'NYSEG', 'SC115')"
714,52505,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7605,N,"('NYISO', 'NYSEG', 'SC115')"
715,52506,NYISO,NYSEG,IDR,SC115,IDR,PRIMARY,,NY,0.0,7606,N,"('NYISO', 'NYSEG', 'SC115')"
716,52507,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7607,N,"('NYISO', 'NYSEG', 'SC115')"
717,52508,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7608,N,"('NYISO', 'NYSEG', 'SC115')"
718,52509,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7609,N,"('NYISO', 'NYSEG', 'SC115')"
719,52510,NYISO,NYSEG,IDR,SC115,IDR,PRIMARY,,NY,0.0,7610,N,"('NYISO', 'NYSEG', 'SC115')"
720,52511,NYISO,NYSEG,IDR,SC115,IDR,SUBTRANS,,NY,0.0,7611,N,"('NYISO', 'NYSEG', 'SC115')"
721,52512,NYISO,NYSEG,IDR,SC115,IDR,SUBTRANS,,NY,0.0,7612,N,"('NYISO', 'NYSEG', 'SC115')"
722,52513,NYISO,NYSEG,IDR,SC115,IDR,TRANS,,NY,0.0,7613,N,"('NYISO', 'NYSEG', 'SC115')"
723,52514,NYISO,NYSEG,IDR,SC115,IDR,TRANS,,NY,0.0,7614,N,"('NYISO', 'NYSEG', 'SC115')"
724,52515,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7615,N,"('NYISO', 'NYSEG', 'SC115')"
725,52516,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7616,N,"('NYISO', 'NYSEG', 'SC115')"
726,52517,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7617,N,"('NYISO', 'NYSEG', 'SC115')"
727,52518,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7618,N,"('NYISO', 'NYSEG', 'SC115')"
728,52519,NYISO,NYSEG,IDR,SC115,IDR,SUBTRANS,,NY,0.0,7619,N,"('NYISO', 'NYSEG', 'SC115')"
729,52520,NYISO,NYSEG,IDR,SC115,IDR,PRIMARY,,NY,0.0,7620,N,"('NYISO', 'NYSEG', 'SC115')"
730,52521,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7621,N,"('NYISO', 'NYSEG', 'SC115')"
731,52522,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7622,N,"('NYISO', 'NYSEG', 'SC115')"
732,52523,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7623,N,"('NYISO', 'NYSEG', 'SC115')"
733,52524,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7624,N,"('NYISO', 'NYSEG', 'SC115')"
734,52533,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7633,N,"('NYISO', 'NYSEG', 'SC115')"
735,52534,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7634,N,"('NYISO', 'NYSEG', 'SC115')"
736,52535,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7635,N,"('NYISO', 'NYSEG', 'SC115')"
737,52536,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7636,N,"('NYISO', 'NYSEG', 'SC115')"
738,52537,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,100.0,7637,N,"('NYISO', 'NYSEG', 'SC115')"
739,52538,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,100.0,7638,N,"('NYISO', 'NYSEG', 'SC115')"
740,52539,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,100.0,7639,N,"('NYISO', 'NYSEG', 'SC115')"
741,52540,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,100.0,7640,N,"('NYISO', 'NYSEG', 'SC115')"
742,52541,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7641,N,"('NYISO', 'NYSEG', 'SC115')"
743,52542,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7642,N,"('NYISO', 'NYSEG', 'SC115')"
744,52543,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7643,N,"('NYISO', 'NYSEG', 'SC115')"
745,52544,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7644,N,"('NYISO', 'NYSEG', 'SC115')"
746,52545,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7645,N,"('NYISO', 'NYSEG', 'SC115')"
747,52546,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7646,N,"('NYISO', 'NYSEG', 'SC115')"
748,52547,NYISO,NYSEG,IDR,SC115,IDR,SECONDARY,,NY,0.0,7647,N,"('NYISO', 'NYSEG', 'SC115')"
