Utility Name,Rate Name,Description,Commodity,Voltage,Business Type,Loss Factor,Profile
CenterPoint,CNPT_RC_995,SVLD Secondary Voltage Service > 10 KVA_State College/University Discount,Power,Secondary,Sch-Univ,,
CenterPoint,CNPT_RC_996,PVSD Primary Voltage Service_State College/University Discount,Power,Primary,Sch-Univ,,
CenterPoint,CNPT_RC_997,TVSD Transmission Voltage Service_State College/University Discount,Power,Transmission,Sch-Univ,,
CenterPoint,CNPT_RC_PVS,Primary Voltage Service,Power,Primary,,,
CenterPoint,CNPT_RC_SLS,Street Lighting Service,Power,Secondary,,,
CenterPoint,CNPT_RC_SVL,Secondary Serv Greater 10 KVA,Power,Secondary,,,
CenterPoint,CNPT_RC_SVS,Secondary Serv Less Equ 10 KVA,Power,Secondary,,,
CenterPoint,CNPT_RC_TVS,Transmission Voltage Service,Power,Transmission,,,
Central Hudson,CH_RC_E100,Residential_Single Phase Service 1 FS RNH,Power,Secondary,Residential,,
Central Hudson,CH_RC_E104,Residential_Photovoltaic 1 FS RNH,Power,Secondary,Residential,,
Central Hudson,CH_RC_E110,Residential_Water Heater 1 FS RNH,Power,Secondary,Water Htg,,
Central Hudson,CH_RC_E114,Residential_Photovoltaic 1 RA RNH,Power,Secondary,Residential,,
Central Hudson,CH_RC_E115,Residential_Single Phase Service-Residence 1 RA RNH,Power,Secondary,Residential,,
Central Hudson,CH_RC_E116,Residential_Single Family Dwelling - Space Heating 1 RA RHT,Power,Secondary,Res-Htg,,
Central Hudson,CH_RC_E144,Residential_3 Phase PSL 76 Photovoltaic 1 FS RNH,Power,Secondary,Residential,,
Central Hudson,CH_RC_E149,Residential_Three Phase Service 1 FS RNH,Power,Secondary,Residential,,
Central Hudson,CH_RC_E150,Residential_Apartment Space Heating With Electric 1 FS RHT,Power,Secondary,Res-MultiFamily,,
Central Hudson,CH_RC_E170,Residential_Windmill 1 FS RHT,Power,Secondary,Residential,,
Central Hudson,CH_RC_E171,Residential_Windmill with Heat Pump Space Heating 1 FS RHT,Power,Secondary,Residential,,
Central Hudson,CH_RC_E180,Residential_Space Heat with Water Heater 1 FS RHT,Power,Secondary,Res-Htg-w/Wtr Htg,,
Central Hudson,CH_RC_E184,Residential_Space Heat with Photovoltaic Generating 1 FS RHT,Power,Secondary,Residential,,
Central Hudson,CH_RC_E199,Three Phase Service Closed-Existing Churches Only 1 FS RNH,Power,Secondary,Sch-Church-Hosp,,
Central Hudson,CH_RC_E200,Secondary Single or Three Phase with Secondary Meas. Demand 2 FS SD1/SD2/SD3,Power,Secondary,GenSvc-Dmd,,
Central Hudson,CH_RC_E201,Secondary Single or Three Phase with Secondary Meas. Demand over 50 kW 2 FS SD1/SD2/SD3/LGP*,Power,Secondary,GenSvc-Dmd,,
Central Hudson,CH_RC_E202,Secondary Single or Three Phase with Sec Meas. Demand over 50 kW 2 RA SD1/SD2/SD3/LGP*,Power,Secondary,GenSvc-Dmd,,
Central Hudson,CH_RC_E203,Secondary Single or 3 Phase with Sec Meas Demand-Hrly Pricing Sp Prov 2.11 2 FS LGP,Power,Secondary,GenSvc-Dmd,,
Central Hudson,CH_RC_E205,Secondary Single or Three Phase with Sec Meas Demand-Delivery Service 2 RA SD1/SD2/SD3,Power,Secondary,GenSvc-Dmd,,
Central Hudson,CH_RC_E206,Sec Single or Three Phase with Sec Meas Demand Econ Rev Disc 2.8 2 RA SD1/SD2/SD3,Power,Secondary,GenSvc-Dmd,,
Central Hudson,CH_RC_E207,Secondary Single or 3 Phase with Sec Meas Demand-Hrly Pricing Sp Prov 2.11 2 RA LGP,Power,Secondary,GenSvc-Dmd,,
Central Hudson,CH_RC_E208,Sec Single or Three Phase with Sec Meas Demand EDRP 2 FS SD1/SD2/SD3,Power,Secondary,GenSvc-Dmd,,
Central Hudson,CH_RC_E209,Secondary Single or 3 Phase with Sec Meas Demand-Economic Disc 2.8 2 FS SD1/SD2/SD3,Power,Secondary,GenSvc-Dmd,,
Central Hudson,CH_RC_E230,Single or 3 Phase Without Meas Dem 2 FS ND1/ND2/ND3,Power,Secondary,GenSvc-Dmd,,
Central Hudson,CH_RC_E235,Single or 3 Phase Without Meas Dem 2 RA ND1/ND2/ND3,Power,Secondary,GenSvc-Dmd,,
Central Hudson,CH_RC_E240,Prim Metered Svc with Primary Meas Demand - Cust Owned Transformer 2 FS PD1/PD2,Power,Primary,GenSvc-Dmd,,
Central Hudson,CH_RC_E243,Prim Mtrd Serv W/Prim Meas Dem-Cust Owned Transf-Hrly Pricing Sp Prov 2.11 2 FS LGP,Power,Primary,GenSvc-Dmd,,
Central Hudson,CH_RC_E245,Prim Mtrd Serv W/Prim Meas Dem -Cust Owned Transf 2 RA PD1/PD2,Power,Primary,GenSvc-Dmd,,
Central Hudson,CH_RC_E246,Primary Mtrd Svc w/Prim Meas Dem Eco Disc 2.8 Growth >100Kw over Base 2 RA PD1/PD2,Power,Primary,GenSvc-Dmd,,
Central Hudson,CH_RC_E247,Prim Mtrd Serv W/Prim Meas Dem-Cust Owned Transf-Hrly Pricing Sp Prov 2.11 2 RA LGP,Power,Primary,GenSvc-Dmd,,
Central Hudson,CH_RC_E248,Primary Mtrd Svc w/Prim Meas Dem EDRP 2 FS PD1/PD2,Power,Primary,GenSvc-Dmd,,
Central Hudson,CH_RC_E300,Large Power Primary Service 3 FS LGP,Power,Primary,C&I-Lg,,
Central Hudson,CH_RC_E303,Lrg Power Prim Svc Hrly Pricing-Sp Prov 3.8 3 FS LGP,Power,Primary,C&I-Lg,,
Central Hudson,CH_RC_E305,Large Power Primary Service 3 RA LGP,Power,Primary,C&I-Lg,,
Central Hudson,CH_RC_E306,Large Power Primary Service Economic Disc - Growth >100Kw over Base 3 RA LGP,Power,Primary,C&I-Lg,,
Central Hudson,CH_RC_E307,Large Power Primary Service EDRP 3 RA LGP,Power,Primary,C&I-Lg,,
Central Hudson,CH_RC_E308,Large Power Primary Service Curtailable Service - See Prov 3.9 3 FS LGP,Power,Primary,C&I-Lg,,
Central Hudson,CH_RC_E309,Large Power Primary Servce Economic Disc Spec Prov 3.9 3 FS LGP,Power,Primary,C&I-Lg,,
Central Hudson,CH_RC_E350,Large Power Transmission Service 69KV and Above 13 FS LGT,Power,Transmission,C&I-Lg,,
Central Hudson,CH_RC_E353,Large Power Transmission Service 69 KV & Above Hrly Pricing 13 FS LGT,Power,Transmission,C&I-Lg,,
Central Hudson,CH_RC_E354,Large Power Transmission Service 69 KV & Above IBM Only 13 FS LGT,Power,Transmission,C&I-Lg,,
Central Hudson,CH_RC_E355,Large Power Transmission Service 13 RA LGT,Power,Transmission,C&I-Lg,,
Central Hudson,CH_RC_E357,Large Power Transmission Service Curtailment 13 RA LGT,Power,Transmission,C&I-Lg,,
Central Hudson,CH_RC_E358,Large Power Trans Serv = or > 69 KV Curtailable 13 FS LGT,Power,Transmission,C&I-Lg,,
Central Hudson,CH_RC_E360,Large Power Trans Service and Off Peak Operation 13 FS LGT,Power,Transmission,C&I-Lg,,
Central Hudson,CH_RC_E363,Large Power Trans Svc & Off Peak Operation - Hrly Pricing 13 FS LGT,Power,Transmission,C&I-Lg,,
Central Hudson,CH_RC_E380,Large Power Substation Service 69 KV or higher 13 FS LGS,Power,Subtransmission,C&I-Lg,,
Central Hudson,CH_RC_E383,Lrg Power Substation Svc - 69 KV or Higher - Hrly Pricing 13 FS LGS,Power,Subtransmission,C&I-Lg,,
Central Hudson,CH_RC_E385,Large Power Substation 13 RA LGS,Power,Subtransmission,C&I-Lg,,
Central Hudson,CH_RC_E387,Large Power Substation-69kV or Higher 13 RA LGS,Power,Subtransmission,C&I-Lg,,
Central Hudson,CH_RC_E388,Large Power Substation Service 69 KV or Curtailable 13 FS LGS,Power,Subtransmission,C&I-Lg,,
Central Hudson,CH_RC_E600,Residential TOU Service 6 FS TN1/TN2,Power,Secondary,Res-TOU,,
Central Hudson,CH_RC_E604,Residential TOU Service W/ Photovoltaic Gen 6 FS TN1/TN2,Power,Secondary,Res-TOU,,
Central Hudson,CH_RC_E610,Residential TOU Service With Elec Heat Without Elec Water Heater 6 FS TH1/TH2,Power,Secondary,Res-TOU-w/SpcHtg,,
Central Hudson,CH_RC_E615,Residential TOU Service - Del Svc 6 RA TN1/TN2,Power,Secondary,Res-TOU,,
Central Hudson,CH_RC_E616,Residential TOU With Elect Heat- Del Svc 6 RA TH1/TH2,Power,Secondary,Res-TOU-w/SpcHtg,,
Central Hudson,CH_RC_E664,Residential Space Heating With Photovoltaic Generation 6 FS TH1/TH2,Power,Secondary,Res-TOU-w/SpcHtg,,
Central Hudson,CH_RC_E680,Residential TOU With Elect Heat Pump-Without Elec Water Heater 6 FS TH1/TH2,Power,Secondary,Res-TOU-w/SpcHtg,,
CLP,CLP_RC_001,"Residential Electric Service, Non-Heating",Power,Secondary,Residential,CLP_LF_SEC,CLP_LP_RNSH
CLP,CLP_RC_005,Residential Electrice Heating Service - Closed to New Applicants,Power,Secondary,Res-w/Space Htg,CLP_LF_SEC,CLP_LP_RSH
CLP,CLP_RC_007,"Residential Electric Service, Opional Time-of-Day",Power,Secondary,Res-TOU,CLP_LF_SEC,CLP_LP_RTOD
CLP,CLP_RC_018,Controlled Water Heating,Power,Secondary,Water Htg,CLP_LF_SEC,CLP_LP_SGS
CLP,CLP_RC_027,"Small General Service, Time-of-Day",Power,Secondary,GenSvc-TOU-MedSm,CLP_LF_SEC,CLP_LP_SGS
CLP,CLP_RC_029,Outdoor Recreational Lighting Service,Power,Secondary,Ltg-Outdoor,CLP_LF_SEC,CLP_LP_LIGHT
CLP,CLP_RC_030,Small General Service,Power,Secondary,GenSvc-Sm,CLP_LF_SEC,CLP_LP_SGS
CLP,CLP_RC_035,Intermediate General Service,Power,Secondary,GenSvc-Med,CLP_LF_SEC,CLP_LP_IGS
CLP,CLP_RC_037,"Intermediate General Service, Time-of-Day",Power,Secondary,GenSvc-TOU-MedSm,CLP_LF_SEC,CLP_LP_IGS
CLP,CLP_RC_040,"Church and School Service, Small - Closed to New Applicants",Power,Secondary,Sch-Univ,CLP_LF_SEC,CLP_LP_SCS
CLP,CLP_RC_041,"Church and School Service, Large - Closed to New Applicants",Power,Secondary,Sch-Univ,CLP_LF_SEC,CLP_LP_LCS
CLP,CLP_RC_055,"Intermediate Service for Manufactures, Time-of-Day",Power,Secondary,C&I-TOU,CLP_LF_SEC,CLP_LP_ITM
CLP,CLP_RC_056,"Intermediate Service for Non-Manufactures, Time-of-Day",Power,Secondary,GenSvc-TOU-MedSm,CLP_LF_SEC,CLP_LP_ITNM
CLP,CLP_RC_057,"Large Time-of-Day Service, Manufactures",Power,Secondary,GenSvc-TOU-Lg,CLP_LF_SEC,CLP_LP_LTM
CLP,CLP_RC_058,"Large Time-of-Day Service, Non-Manufactures",Power,Secondary,GenSvc-TOU-Lg,CLP_LF_SEC,CLP_LP_LTNM
CLP,CLP_RC_115,"Electric Service, Unmetered",Power,Secondary,GenSvc-w/o Dmd or UnMtr,CLP_LF_SEC,CLP_LP_LIGHT
CLP,CLP_RC_116,Street and Security Lighting,Power,Secondary,Ltg-St,CLP_LF_SEC,CLP_LP_LIGHT
CLP,CLP_RC_117,Partial Street Lighting Service,Power,Secondary,Ltg-St,CLP_LF_SEC,CLP_LP_LIGHT
ComEd,Comed_RC_B68,High Voltage Demand-0-10 MW,Power,High Voltage,C&I-Hi Voltage,ComEd_LF_50,ComEd_LP_33
ComEd,Comed_RC_B69,Commercial-Watt-hour-Unmetered,Power,Watt Hour,C&I-Watt Hour,ComEd_LF_27,ComEd_LP_27
ComEd,ComEd_RC_B70,Residential-Blended Single,Power,Residential,Residential,ComEd_LF_23,ComEd_LP_23
ComEd,ComEd_RC_B71,Residential-Blended Multiple,Power,Residential,Residential,ComEd_LF_24,ComEd_LP_24
ComEd,ComEd_RC_B72,Commercial Blended-Watt-hour,Power,Watt Hour,C&I-Watt Hour,ComEd_LF_27,ComEd_LP_27
ComEd,ComEd_RC_B73,Commercial Blended-0 to 100 kW,Power,Small Load,Commercial,ComEd_LF_28,ComEd_LP_28
ComEd,ComEd_RC_B74,Commercial Blended-100 kW to 400 kW,Power,Medium Load,Commercial,ComEd_LF_29,ComEd_LP_29
ComEd,ComEd_RC_B75,Commercial Blended-400 kW to 1000 kW,Power,Large Load,Commercial,ComEd_LF_30,ComEd_LP_30
ComEd,ComEd_RC_B78,Commercial Blended-High Voltage,Power,High Voltage,C&I-Hi Voltage,ComEd_LF_51,ComEd_LP_33
ComEd,ComEd_RC_B80,Residential Fixture Included Lighting,Power,Fixture Included Lighting,Ltg-FixIncl,ComEd_LF_35,ComEd_LP_35
ComEd,ComEd_RC_B81,Commercial Fixture Included Lighting,Power,Fixture Included Lighting,Ltg-FixIncl,ComEd_LF_35,ComEd_LP_35
ComEd,ComEd_RC_B82,Commercial Dusk to Dawn Lighting-metered,Power,Dusk to Dawn,Ltg-DuskToDawn,ComEd_LF_36,ComEd_LP_36
ComEd,ComEd_RC_B83,Commercial Dusk to Dawn Lighting-Unmetered,Power,Dusk to Dawn,Ltg-DuskToDawn,ComEd_LF_36,ComEd_LP_36
ComEd,ComEd_RC_B84,Commercial General Lighting-metered,Power,General Lighting,Ltg-Gen,ComEd_LF_37,ComEd_LP_37
ComEd,ComEd_RC_B85,Commercial General Lighting-Unmetered,Power,General Lighting,Ltg-Gen,ComEd_LF_37,ComEd_LP_37
ComEd,ComEd_RC_B90,Residential-Blended Space Heat Single,Power,Residential,Residential,ComEd_LF_25,ComEd_LP_25
ComEd,ComEd_RC_B91,Residential-Blended Space Heat Multiple,Power,Residential,Residential,ComEd_LF_26,ComEd_LP_26
ComEd,ComEd_RC_B92,Comm Blended-Watt-hour with Space Heat,Power,Watt Hour,C&I-Watt Hour,ComEd_LF_27,ComEd_LP_27
ComEd,ComEd_RC_B93,Comm Blended-0 to 100 kW w/ Space Heat,Power,Small Load,Commercial,ComEd_LF_28,ComEd_LP_28
ComEd,ComEd_RC_B94,Comm Blended-100 kW to 400 kW w/ Space Heat,Power,Medium Load,Commercial,ComEd_LF_29,ComEd_LP_29
ComEd,ComEd_RC_B95,Comm Blended-400 kW to 1000 kW w/Space Heat,Power,Large Load,Commercial,ComEd_LF_30,ComEd_LP_30
ComEd,ComEd_RC_B98,Commercial Blended-High Voltage w/ Space Heat,Power,High Voltage,C&I-Hi Voltage,ComEd_LF_51,ComEd_LP_33
ComEd,ComEd_RC_BV1,Primary Voltage Demand-0-100kW,Power,Small Load,Commercial,ComEd_LF_45,ComEd_LP_28
ComEd,ComEd_RC_BV2,Primary Voltage Demand-100-400kW,Power,Medium Load,Commercial,ComEd_LF_46,ComEd_LP_29
ComEd,ComEd_RC_H66,High Voltage Hourly-0 to 10 MW,Power,High Voltage,C&I-Hi Voltage,ComEd_LF_51,ComEd_LP_33
ComEd,ComEd_RC_H67,High Voltage Hourly-greater than 10 MW,Power,High Voltage,C&I-Hi Voltage,ComEd_LF_52,ComEd_LP_33
ComEd,ComEd_RC_H70,Residential-Hourly Single,Power,Residential,Residential,ComEd_LF_23,ComEd_LP_23
ComEd,ComEd_RC_H71,Residential-Hourly Multiple,Power,Residential,Residential,ComEd_LF_24,ComEd_LP_24
ComEd,ComEd_RC_H73,Commercial Hourly-0 to 100 kW,Power,Small Load,Commercial,ComEd_LF_28,ComEd_LP_28
ComEd,ComEd_RC_H74,Commercial Hourly-100 kW to 400 kW,Power,Medium Load,Commercial,ComEd_LF_29,ComEd_LP_29
ComEd,ComEd_RC_H75,Commercial Hourly-400 kW to 1000 kW,Power,Large Load,Commercial,ComEd_LF_30,ComEd_LP_30
ComEd,ComEd_RC_H76,Commercial Hourly-1000 kW to 10 MW,Power,Very Large Load,Commercial,ComEd_LF_31,ComEd_LP_31
ComEd,ComEd_RC_H77,Commercial Hourly-greater than 10 MW,Power,Extra Large Load,Commercial,ComEd_LF_32,ComEd_LP_32
ComEd,ComEd_RC_H78,Commercial Hourly-High Voltage,Power,High Voltage,C&I-Hi Voltage,ComEd_LF_51,ComEd_LP_33
ComEd,ComEd_RC_H79,Commercial Hourly-Railroad,Power,Railroad,Railroad,ComEd_LF_34,ComEd_LP_34
ComEd,ComEd_RC_H82,Commercial Hourly-DuskToDawn,Power,Dusk to Dawn,Ltg-DuskToDawn,ComEd_LF_36,ComEd_LP_36
ComEd,ComEd_RC_H84,Commercial Hourly-General Lighting,Power,General Lighting,Ltg-Gen,ComEd_LF_37,ComEd_LP_37
ComEd,ComEd_RC_H86,Commercial Hourly-DuskToDawn-Unmetered,Power,Dusk to Dawn,Ltg-DuskToDawn,ComEd_LF_36,ComEd_LP_36
ComEd,ComEd_RC_H87,Commercial Hourly-General Light Unmetered,Power,General Lighting,Ltg-Gen,ComEd_LF_37,ComEd_LP_37
ComEd,ComEd_RC_H88,Commercial Hourly-FixIncl Lighting,Power,Fixture Included Lighting,Ltg-FixIncl,ComEd_LF_35,ComEd_LP_35
ComEd,ComEd_RC_H90,Residential-Hourly Space Heat Single,Power,Residential,Residential,ComEd_LF_25,ComEd_LP_25
ComEd,ComEd_RC_H91,Residential-Hourly Space Heat Multiple,Power,Residential,Residential,ComEd_LF_26,ComEd_LP_26
ComEd,ComEd_RC_HV1,Primary Voltage Hourly-0-100kW,Power,Small Load,Commercial,ComEd_LF_45,ComEd_LP_28
ComEd,ComEd_RC_HV2,Primary Voltage Hourly-100-400kW,Power,Medium Load,Commercial,ComEd_LF_46,ComEd_LP_29
ComEd,ComEd_RC_HV3,Primary Voltage Hourly-400-1000kW,Power,Large Load,Commercial,ComEd_LF_47,ComEd_LP_30
ComEd,ComEd_RC_HV4,Primary Voltage Hourly-1000kW-10MW,Power,Very Large Load,Commercial,ComEd_LF_48,ComEd_LP_31
ComEd,ComEd_RC_HV5,Primary Voltage Hourly-greater than 10MW,Power,Extra Large Load,Commercial,ComEd_LF_49,ComEd_LP_32
ComEd,ComEd_RC_R66,Retail Delivery Serv High Volt<= 10MW-Hourly,Power,High Voltage,C&I-Hi Voltage,ComEd_LF_51,ComEd_LP_33
ComEd,ComEd_RC_R67,Retail Delivery Service High Voltage > 10 MW,Power,High Voltage,C&I-Hi Voltage,ComEd_LF_52,ComEd_LP_33
ComEd,ComEd_RC_R68,Retail Delivery Service High Voltage<= 10 MW,Power,High Voltage,C&I-Hi Voltage,ComEd_LF_50,ComEd_LP_33
ComEd,ComEd_RC_R69,Retail Delivery Service-Watt-hour-Unmetered,Power,Watt Hour,C&I-Watt Hour,ComEd_LF_27,ComEd_LP_27
ComEd,ComEd_RC_R70,Retail Delivery Service-Res Single,Power,Residential,Residential,ComEd_LF_23,ComEd_LP_23
ComEd,ComEd_RC_R71,Retail Delivery Service-Res Multiple,Power,Residential,Residential,ComEd_LF_24,ComEd_LP_24
ComEd,ComEd_RC_R72,Retail Delivery Service-Watt-hour,Power,Watt Hour,C&I-Watt Hour,ComEd_LF_27,ComEd_LP_27
ComEd,ComEd_RC_R73,Retail Delivery Service-0 to 100 kW,Power,Small Load,Commercial,ComEd_LF_28,ComEd_LP_28
ComEd,ComEd_RC_R74,Retail Delivery Service-100 kW to 400 kW,Power,Medium Load,Commercial,ComEd_LF_29,ComEd_LP_29
ComEd,ComEd_RC_R75,Retail Delivery Service-400 kW to 1000 kW,Power,Large Load,Commercial,ComEd_LF_30,ComEd_LP_30
ComEd,ComEd_RC_R76,Retail Delivery Service-1000 kW to 10 MW,Power,Very Large Load,Commercial,ComEd_LF_31,ComEd_LP_31
ComEd,ComEd_RC_R77,Retail Delivery Service-greater than 10 MW,Power,Extra Large Load,Commercial,ComEd_LF_32,ComEd_LP_32
ComEd,ComEd_RC_R78,Retail Delivery Service-High Voltage,Power,High Voltage,C&I-Hi Voltage,ComEd_LF_51,ComEd_LP_33
ComEd,ComEd_RC_R79,Retail Delivery Service-Railroad,Power,Railroad,Railroad,ComEd_LF_34,ComEd_LP_34
ComEd,ComEd_RC_R80,Retail Delivery Service-Res Fixture Include,Power,Fixture Included Lighting,Ltg-FixIncl,ComEd_LF_35,ComEd_LP_35
ComEd,ComEd_RC_R81,Retail Delivery Service-Com Fixture Include,Power,Fixture Included Lighting,Ltg-FixIncl,ComEd_LF_35,ComEd_LP_35
ComEd,ComEd_RC_R82,Retail Delivery Service-Com DD-metered,Power,Dusk to Dawn,Ltg-DuskToDawn,ComEd_LF_36,ComEd_LP_36
ComEd,ComEd_RC_R83,Retail Delivery Service-Com DD-Unmetered,Power,Dusk to Dawn,Ltg-DuskToDawn,ComEd_LF_36,ComEd_LP_36
ComEd,ComEd_RC_R84,Retail Delivery Service-Com Light-metered,Power,General Lighting,Ltg-Gen,ComEd_LF_37,ComEd_LP_37
ComEd,ComEd_RC_R85,Retail Delivery Service-Com Light-Unmetered,Power,General Lighting,Ltg-Gen,ComEd_LF_37,ComEd_LP_37
ComEd,ComEd_RC_R86,Retail Delivery Service-Hrly DD-Unmetered,Power,Dusk to Dawn,Ltg-DuskToDawn,ComEd_LF_36,ComEd_LP_36
ComEd,ComEd_RC_R87,Retail Delivery Service-Hrly Gen Lgt Unmetered,Power,General Lighting,Ltg-Gen,ComEd_LF_37,ComEd_LP_37
ComEd,ComEd_RC_R88,Retail Delivery Service-Hrly HV Fixture Included,Power,Fixture Included Lighting,Ltg-FixIncl,ComEd_LF_35,ComEd_LP_35
ComEd,ComEd_RC_R90,Retail Delivery Service-Res Heat Single,Power,Residential,Residential,ComEd_LF_25,ComEd_LP_25
ComEd,ComEd_RC_R91,Retail Delivery Service-Res Heat Multiple,Power,Residential,Residential,ComEd_LF_26,ComEd_LP_26
ComEd,ComEd_RC_RV1,Retail Delivery Serv-Primary Volt 0-100kW,Power,Small Load,Commercial,ComEd_LF_45,ComEd_LP_28
ComEd,ComEd_RC_RV2,Retail Delivery Serv-Primary Volt 100-400kW,Power,Medium Load,Commercial,ComEd_LF_46,ComEd_LP_29
ComEd,ComEd_RC_RV3,Retail Delivery Service-Primary Volt 400kW-1MW,Power,Large Load,Commercial,ComEd_LF_47,ComEd_LP_30
ComEd,ComEd_RC_RV4,Retail Delivery Service-Primary Volt 1MW-10MW,Power,Very Large Load,Commercial,ComEd_LF_48,ComEd_LP_31
ComEd,ComEd_RC_RV5,Retail Delivery Service-Primary Voltage >10MW,Power,Extra Large Load,Commercial,ComEd_LF_49,ComEd_LP_32
ConEd,CONED_RC_SC1,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_0,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_00,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_11,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_12,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_13,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_14,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_20,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_25,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_3,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_30,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_33,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_34,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_4,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_5,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_50,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_53,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_54,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_55,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_57,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_58,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_59,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_6,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_60,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_61,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_63,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_64,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_65,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_67,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_69,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_7,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_70,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_71,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_73,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_74,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_75,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_77,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_79,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_97,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_98,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC1_99,Residential (excluding Religious and Water Heating),Power,,Residential,,
ConEd,CONED_RC_SC12,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_0,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_00,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_11,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_12,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_13,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_14,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_20,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_25,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_3,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_30,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_33,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_34,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_4,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
ConEd,CONED_RC_SC12_5,Multi-Dwelling - Space Heating,Power,,Res-MultiFamily-w/SpcHtg,,
