Utility Name,Rate Name,Description,Commodity,Voltage,Business Type,Loss Factor,Profile
Duquesne Light,DQE_RC_L--HMI,L-Large Industrial,Power,Primary,Ind-Lg,DQE_LF_PRI,DQE_LP_L-I
Duquesne Light,DQE_RC_L--HMIF,L-Large Industrial 138 kV,Power,High Voltage,Com-Lg,DQE_LF_HV,
Duquesne Light,DQE_RC_PAL-M,PAL-Private Area Lighting,Power,Small Secondary,Ltg-Pvt,DQE_LF_SEC_SM,DQE_LP_PAL
Duquesne Light,DQE_RC_R16-MIGN,GM-Medium Industrial - Rider 16,Power,Primary,Ind-Med,DQE_LF_PRI,DQE_LP_GL-I
Duquesne Light,DQE_RC_R16EMILN,L-Large Industrial Rider 16,Power,Primary,Ind-Lg,DQE_LF_PRI,DQE_LP_L-I
Duquesne Light,DQE_RC_R16HMIGN,GM-Medium Industrial Rider 16,Power,Primary,Ind-Med,DQE_LF_PRI,DQE_LP_GL-I
Duquesne Light,DQE_RC_R16HMILN,L-Large Industrial Rider 16,Power,Primary,Ind-Lg,DQE_LF_PRI,DQE_LP_L-I
Duquesne Light,DQE_RC_RA--M,RA-Res Add-On Heat Pump,Power,Small Secondary,Res-w/Pump,DQE_LF_SEC_SM,DQE_LP_RA
Duquesne Light,DQE_RC_RA--M-19,RA-Res Add-On Heat Pump - Rider 19,Power,Small Secondary,Res-w/Pump,DQE_LF_SEC_SM,DQE_LP_RA
Duquesne Light,DQE_RC_RA--M-21,RA-Res Add-On Heat Pump - Rider 21,Power,Small Secondary,Res-w/Pump,DQE_LF_SEC_SM,DQE_LP_RA
Duquesne Light,DQE_RC_RA--M-WN,RA-Res Add-On Heat Pump - Rider 19 &21,Power,Small Secondary,Res-w/Pump,DQE_LF_SEC_SM,DQE_LP_RA
Duquesne Light,DQE_RC_RA--MC,RA-Res Add-On Heat Pump CAP,Power,Small Secondary,Res-w/Pump,DQE_LF_SEC_SM,DQE_LP_RA
Duquesne Light,DQE_RC_RA--MC19,RA-Res Add-On Heat Pump - Rider 19 CAP,Power,Small Secondary,Res-w/Pump,DQE_LF_SEC_SM,DQE_LP_RA
Duquesne Light,DQE_RC_RA--MC21,RA-Res Add-On Heat Pump - Rider 21 CAP,Power,Small Secondary,Res-w/Pump,DQE_LF_SEC_SM,DQE_LP_RA
Duquesne Light,DQE_RC_RA--MCWN,RA-Res Add-On Heat Pump - Rider 19 &21 CAP,Power,Small Secondary,Res-w/Pump,DQE_LF_SEC_SM,DQE_LP_RA
Duquesne Light,DQE_RC_RH--M,RH-Residential Heating,Power,Small Secondary,Res-Htg,DQE_LF_SEC_SM,DQE_LP_RH
Duquesne Light,DQE_RC_RH--M-19,RS-Residential Heating w/Water Htg - Rider 19,Power,Small Secondary,Res-Htg-w/Wtr Htg,DQE_LF_SEC_SM,DQE_LP_RH
Duquesne Light,DQE_RC_RH--M-21,RH-Residential Heating - Rider 21,Power,Small Secondary,Res-Htg,DQE_LF_SEC_SM,DQE_LP_RH
Duquesne Light,DQE_RC_RH--M-WN,RS-Residential Heating w/Water Htg - Rider 19 & 21,Power,Small Secondary,Res-Htg-w/Wtr Htg,DQE_LF_SEC_SM,DQE_LP_RH
Duquesne Light,DQE_RC_RH--MC,RH-Residential Heating CAP,Power,Small Secondary,Res-Htg,DQE_LF_SEC_SM,DQE_LP_RH
Duquesne Light,DQE_RC_RH--MC19,RS-Residential Heating w/Water Htg - Rider 19 CAP,Power,Small Secondary,Res-Htg-w/Wtr Htg,DQE_LF_SEC_SM,DQE_LP_RH
Duquesne Light,DQE_RC_RH--MC21,RH-Residential Heating - Rider 21 CAP,Power,Small Secondary,Res-Htg,DQE_LF_SEC_SM,DQE_LP_RH
Duquesne Light,DQE_RC_RH--MCWN,RS-Residential Heating w/Water Htg - Rider 19 & 21 CAP,Power,Small Secondary,Res-Htg-w/Wtr Htg,DQE_LF_SEC_SM,DQE_LP_RH
Duquesne Light,DQE_RC_RS--M,RS-Residential Service,Power,Small Secondary,Residential,DQE_LF_SEC_SM,DQE_LP_RS
Duquesne Light,DQE_RC_RS--M-14,RS-Residential w/Space Htg - Rider 14,Power,Small Secondary,Res-w/Space Htg,DQE_LF_SEC_SM,DQE_LP_RS
Duquesne Light,DQE_RC_RS--M-19,RS-Residential w/Water Htg - Rider 14,Power,Small Secondary,Res-w/Wtr Htg,DQE_LF_SEC_SM,DQE_LP_RS
Duquesne Light,DQE_RC_RS--M-21,RS-Residential - Rider 21,Power,Small Secondary,Residential,DQE_LF_SEC_SM,DQE_LP_RS
Duquesne Light,DQE_RC_RS--M-HN,RS-Residential w/Space Htg - Rider 14 & 21,Power,Small Secondary,Res-w/Space Htg,DQE_LF_SEC_SM,DQE_LP_RS
Duquesne Light,DQE_RC_RS--M-WN,RS-Residential w/Water Htg - Rider 19 & 21,Power,Small Secondary,Res-w/Wtr Htg,DQE_LF_SEC_SM,DQE_LP_RS
Duquesne Light,DQE_RC_RS--MC,RS-Residential Service CAP,Power,Small Secondary,Residential,DQE_LF_SEC_SM,DQE_LP_RS
Duquesne Light,DQE_RC_RS--MC14,RS-Residential w/Space Htg - Rider 14 CAP,Power,Small Secondary,Res-w/Space Htg,DQE_LF_SEC_SM,DQE_LP_RS
Duquesne Light,DQE_RC_RS--MC19,RS-Residential w/Water Htg - Rider 14 CAP,Power,Small Secondary,Res-w/Wtr Htg,DQE_LF_SEC_SM,DQE_LP_RS
Duquesne Light,DQE_RC_RS--MC21,RS-Residential - Rider 21 CAP,Power,Small Secondary,Residential,DQE_LF_SEC_SM,DQE_LP_RS
Duquesne Light,DQE_RC_RS--MCHN,RS-Residential w/Space Htg - Rider 14 & 21 CAP,Power,Small Secondary,Res-w/Space Htg,DQE_LF_SEC_SM,DQE_LP_RS
Duquesne Light,DQE_RC_RS--MCWN,RS-Residential w/Water Htg - Rider 19 & 21 CAP,Power,Small Secondary,Res-w/Wtr Htg,DQE_LF_SEC_SM,DQE_LP_RS
Duquesne Light,DQE_RC_SE--M,SE-City of Pittsburgh,Power,Small Secondary,Ltg-Mun,DQE_LF_SEC_SM,DQE_LP_SE
Duquesne Light,DQE_RC_SH--M,SH-Highway,Power,Small Secondary,Ltg-Hwy,DQE_LF_SEC_SM,DQE_LP_SH
Duquesne Light,DQE_RC_SM--M,SM-Municipal,Power,Small Secondary,Ltg-Mun,DQE_LF_SEC_SM,DQE_LP_SM
Duquesne Light,DQE_RC_UMSMM,UMS-Unmetered Service,Power,Small Secondary,GenSvc-UnMtr,DQE_LF_SEC_SM,DQE_LP_MTS
Duquesne Light,DQE_RC_UMSOM,UMS-Unmetered Service,Power,Large Secondary,GenSvc-UnMtr,DQE_LF_SEC_LG,DQE_LP_GM_UM
JCPL,JCPL_RC_CEP_01B,Cons elect protection,Power,,General Service,,
JCPL,JCPL_RC_CEP_01F,CEP cons elect protect (FULL SERVICE),Power,,General Service,,
JCPL,JCPL_RC_CEPF01B,Cons elect protection fed gov,Power,,Government,,
JCPL,JCPL_RC_CRS_03F,CRS GT trn 5yr (FULL SERVICE),Power,,General Service,,
JCPL,JCPL_RC_CRSF03F,CRS GT trn 5yr fr tax ex (FULL SERVICE),Power,,General Service,,
JCPL,JCPL_RC_CRSG03F,CRS GT trn 5yr fed gov (FULL SERVICE),Power,,Government,,
JCPL,JCPL_RC_CRSSTBF,CRS GT STB stndby trn 5yr (FULL SERVICE),Power,,Standby,,
JCPL,JCPL_RC_GP__01C,USR Optonmix,Power,,General Service,,
JCPL,JCPL_RC_GP__01D,GP (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_GP__01F,GP (FULL SERVICE),Power,,General Service,,
JCPL,JCPL_RC_GP__02D,GP sp htg (DELIVERY ONLY),Power,,GenSvc-w/Space Htg,,
JCPL,JCPL_RC_GP__02F,GP sp ht (FULL SERVICE),Power,,GenSvc-w/Space Htg,,
JCPL,JCPL_RC_GP_F01D,GP fr tax ex (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_GP_F01F,GP fr tax ex (FULL SERVICE),Power,,General Service,,
JCPL,JCPL_RC_GP_G01D,GP fed gov (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_GP_G01F,GP fed gov (FULL SERVICE),Power,,Government,,
JCPL,JCPL_RC_GP2STBD,GP STB standby (DELIVERY ONLY),Power,,Standby,,
JCPL,JCPL_RC_GP2STBF,GP STB standby (FULL SERVICE),Power,,Standby,,
JCPL,JCPL_RC_GS1_01D,GS 1ph (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_GS1_01F,GS 1ph (FULL SERVICE),Power,,General Service,,
JCPL,JCPL_RC_GS1_02D,GS 1ph day/nite (DELIVERY ONLY),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS1_02F,GS 1ph day/nite (FULL SERVICE),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS1_03D,GS 1ph sp ht (DELIVERY ONLY),Power,,GenSvc-w/Space Htg,,
JCPL,JCPL_RC_GS1_03F,GS 1ph sp ht (FULL SERVICE),Power,,GenSvc-w/Space Htg,,
JCPL,JCPL_RC_GS1_04D,GS 1ph trf sig (DELIVERY ONLY),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_GS1_04F,GS 1ph trf sig (FULL SERVICE),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_GS1_05D,GS 1ph OPWH (DELIVERY ONLY),Power,,Water Htg,,
JCPL,JCPL_RC_GS1_05F,GS 1ph OPWH (FULL SERVICE),Power,,Water Htg,,
JCPL,JCPL_RC_GS1_06D,GS 1ph CTWH (DELIVERY ONLY),Power,,Water Htg,,
JCPL,JCPL_RC_GS1_06F,GS 1ph CTWH (FULL SERVICE),Power,,Water Htg,,
JCPL,JCPL_RC_GS1_08D,GS 1ph church (DELIVERY ONLY),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS1_08F,GS 1ph church (FULL SERVICE),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS1_09D,GS 1ph day/nite church (DELIVERY ONLY),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS1_09F,GS 1ph day/nite church (FULL SERVICE) SERVICE),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS1_10D,GS 1ph CTWH church (DELIVERY ONLY),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS1_10F,GS 1ph CTWH church (FULL SERVICE),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS1_11D,GS 1ph OPWH church (DELIVERY ONLY),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS1_11F,GS 1ph OPWH church (FULL SERVICE),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS1_12D,GS 1ph sp ht church (DELIVERY ONLY),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS1_12F,GS 1ph sp ht church (FULL SERVICE),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS1_13D,GS 1ph day/nite sp ht (DELIVERY ONLY),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS1_13F,GS 1ph day/nite sp ht (FULL SERVICE),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS1_14D,GS 1ph day/nite sp ht ch (DELIVERY ONLY),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS1_14F,GS 1ph day/nite sp ht ch (FULL SERVICE),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS1_15D,GS 1ph OPWH sp ht (DELIVERY ONLY),Power,,GenSvc-w/Space Htg,,
JCPL,JCPL_RC_GS1_15F,GS 1ph OPWH sp ht (FULL SERVICE),Power,,GenSvc-w/Space Htg,,
JCPL,JCPL_RC_GS1_16D,GS 1ph unmtr (DELIVERY ONLY),Power,,C&I-UnMtr,,
JCPL,JCPL_RC_GS1_16F,GS 1ph unmtr (FULL SERVICE),Power,,C&I-UnMtr,,
JCPL,JCPL_RC_GS1_17D,GS unmtr trf sig (DELIVERY ONLY),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_GS1_17F,GS unmtr trf sig (FULL SERVICE),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_GS1F01D,GS 1ph fr tax ex (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_GS1F01F,GS 1ph fr tax ex (FULL SERVICE),Power,,General Service,,
JCPL,JCPL_RC_GS1F02D,GS 1ph unmtr fr tx ex (DELIVERY ONLY),Power,,C&I-UnMtr,,
JCPL,JCPL_RC_GS1F02F,GS 1ph unmtr fr tx ex (FULL SERVICE),Power,,C&I-UnMtr,,
JCPL,JCPL_RC_GS1F04D,GS 1ph trf sig fr tx ex (DELIVERY ONLY),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_GS1F04F,GS 1ph trf sig fr tax ex (FULL SERVICE),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_GS1F05D,GS1ph trfsig unmtr frtxex (DELIVERY ONLY),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_GS1F05F,GS1ph trfsig unmtr frtxex (FULL SERVICE),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_GS1G01D,GS 1ph fed gov (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_GS1G01F,GS 1ph fed gov (FULL SERVICE),Power,,Government,,
JCPL,JCPL_RC_GS1G02D,GS 1ph unmtr fed gov (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_GS1G02F,GS 1ph unmtr fed gov (FULL SERVICE),Power,,Government,,
JCPL,JCPL_RC_GS1G03F,GS 1ph sp ht fed gov (FULL SERVICE),Power,,Government,,
JCPL,JCPL_RC_GS1G04D,GS 1ph trf sig fed gov (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_GS1G04F,GS 1ph trf sig fed gov (FULL SERVICE),Power,,Government,,
JCPL,JCPL_RC_GS1G05D,GS 1ph trfsig unmtr fedgov del,Power,,Government,,
JCPL,JCPL_RC_GS1G05F,GS 1ph trfsig unmtr fedgov ful,Power,,Government,,
JCPL,JCPL_RC_GS1G06D,GS 1ph CTWH fed gov (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_GS1G06F,GS 1ph CTWH fed gov( (FULL SERVICE) SERVICE),Power,,Government,,
JCPL,JCPL_RC_GS2STBD,GS STB standby (DELIVERY ONLY),Power,,Standby,,
JCPL,JCPL_RC_GS2STBF,GS STB standby (FULL SERVICE),Power,,Standby,,
JCPL,JCPL_RC_GS3_01D,GS 3ph (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_GS3_01F,GS 3ph (FULL SERVICE),Power,,General Service,,
JCPL,JCPL_RC_GS3_02D,GS 3ph day/nite (DELIVERY ONLY),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS3_02F,GS 3ph day/nite (FULL SERVICE),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS3_03D,GS 3ph sp ht (DELIVERY ONLY),Power,,GenSvc-w/Space Htg,,
JCPL,JCPL_RC_GS3_03F,GS 3ph sp ht (FULL SERVICE),Power,,GenSvc-w/Space Htg,,
JCPL,JCPL_RC_GS3_04D,GS 3ph trf sig (DELIVERY ONLY),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_GS3_04F,GS 3ph trf sig (FULL SERVICE),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_GS3_05D,GS 3ph OPWH (DELIVERY ONLY),Power,,Water Htg,,
JCPL,JCPL_RC_GS3_05F,GS 3ph OPWH (FULL SERVICE),Power,,Water Htg,,
JCPL,JCPL_RC_GS3_06D,GS 3ph CTWH (DELIVERY ONLY),Power,,Water Htg,,
JCPL,JCPL_RC_GS3_06F,GS 3ph CTWH (FULL SERVICE),Power,,Water Htg,,
JCPL,JCPL_RC_GS3_08D,GS 3ph church (DELIVERY ONLY),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS3_08F,GS 3ph church (FULL SERVICE),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS3_09D,GS 3ph day/nite church (DELIVERY ONLY),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS3_09F,GS 3ph day/nite church (FULL SERVICE),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS3_10D,GS 3ph CTWH church (DELIVERY ONLY),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS3_10F,GS 3ph CTWH church (FULL SERVICE),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS3_11D,GS 3ph OPWH church (DELIVERY ONLY),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS3_11F,GS 3ph OPWH church (FULL SERVICE),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS3_12D,GS 3ph sp ht church (DELIVERY ONLY),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS3_12F,GS 3ph sp ht church (FULL SERVICE),Power,,Sch-Church-Hosp,,
JCPL,JCPL_RC_GS3_13D,GS 3ph day/nite sp ht (DELIVERY ONLY),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS3_13F,GS 3ph day/nite sp ht (FULL SERVICE),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS3_14D,GS 3ph day/nite sp ht ch (DELIVERY ONLY),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS3_14F,GS 3ph day/nite sp ht ch (FULL SERVICE),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS3_15D,GS 3ph OPWH sp htg (DELIVERY ONLY),Power,,GenSvc-w/Space Htg,,
JCPL,JCPL_RC_GS3_15F,GS 3ph OPWH sp htg (FULL SERVICE),Power,,GenSvc-w/Space Htg,,
JCPL,JCPL_RC_GS3_16D,GS 3ph unmtr (DELIVERY ONLY),Power,,C&I-UnMtr,,
JCPL,JCPL_RC_GS3_16F,GS 3ph unmtr (FULL SERVICE),Power,,C&I-UnMtr,,
JCPL,JCPL_RC_GS3DIXD,GS3 Fort Dix no min bill (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_GS3DIXF,GS3 Fort Dix no min bill (FULL SERVICE),Power,,General Service,,
JCPL,JCPL_RC_GS3F01D,GS 3ph fr tax ex (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_GS3F01F,GS 3ph fr tax ex (FULL SERVICE),Power,,General Service,,
JCPL,JCPL_RC_GS3F02D,GS 3ph day/nite fr tax ex (DELIVERY ONLY),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS3F02F,GS 3ph day/nite fr tax ex (FULL SERVICE),Power,,GenSvc-DayNight,,
JCPL,JCPL_RC_GS3F03D,GS 3ph sp ht fr tax ex (DELIVERY ONLY),Power,,GenSvc-w/Space Htg,,
JCPL,JCPL_RC_GS3F03F,GS 3ph sp ht fr tax ex (FULL SERVICE),Power,,GenSvc-w/Space Htg,,
JCPL,JCPL_RC_GS3F05D,GS 3ph OPWH fr tax ex (DELIVERY ONLY),Power,,Water Htg,,
JCPL,JCPL_RC_GS3F05F,GS 3ph OPWH fr tax ex (FULL SERVICE),Power,,Water Htg,,
JCPL,JCPL_RC_GS3G01D,GS 3ph fed gov (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_GS3G01F,GS 3ph fed gov (FULL SERVICE),Power,,Government,,
JCPL,JCPL_RC_GS3G02D,GS 3ph day/nite fed gov (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_GS3G02F,GS 3ph day/nite fed gov (FULL SERVICE),Power,,Government,,
JCPL,JCPL_RC_GS3G03D,GS 3ph sp ht fed gov (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_GS3G03F,GS 3ph sp ht fed gov (FULL SERVICE),Power,,Government,,
JCPL,JCPL_RC_GS3G06D,GS 3ph CTWH fed gov (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_GS3G06F,GS 3ph CTWH fed gov (FULL SERVICE),Power,,Government,,
JCPL,JCPL_RC_GSMAND,JC GS Man Entry Pass Thru DS,Power,,General Service,,
JCPL,JCPL_RC_GSMANF,JC GS Man Entry Pass Thru FS,Power,,General Service,,
JCPL,JCPL_RC_GST_01D,GST 3PH Delivery,Power,,General Service,,
JCPL,JCPL_RC_GST_01F,GST 3PH Full Service,Power,,General Service,,
JCPL,JCPL_RC_GSTF01D,GST 3PH FR TAX EX (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_GSTF01F,GST 3ph fr tax ex (FULL SERVICE),Power,,General Service,,
JCPL,JCPL_RC_GSTG01D,GST 3PH FED GOV (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_GSTG01F,GST 3PH FED GOV (FULL SERVICE),Power,,Government,,
JCPL,JCPL_RC_GT__01D,GT (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_GT__01F,GT (FULL SERVICE),Power,,General Service,,
JCPL,JCPL_RC_GT__03D,GT HIGH TENSION (DELIVERY ONLY),Power,,C&I-Hi Voltage,,
JCPL,JCPL_RC_GT_F01D,GT FR TAX EX (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_GT_G01D,GT FED GOV (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_GT_G01F,GT FEDERAL GOVERNMENT,Power,,Government,,
JCPL,JCPL_RC_GT_G11D,GT FED GOV (NOT DOD)-FULL SERV,Power,,Government,,
JCPL,JCPL_RC_GT_G11F,GT COMMUTER RAIL SERVICE,Power,,Railroad,,
JCPL,JCPL_RC_GT_G12D,GT HIGH TENSION SERVICE,Power,,C&I-Hi Voltage,,
JCPL,JCPL_RC_GT_STBF,GT STB STANDBY (DELIVERY ONLY),Power,,Standby,,
JCPL,JCPL_RC_GT2STBD,GT STB STANDBY (FULL SERVICE),Power,,Standby,,
JCPL,JCPL_RC_GT2STBF,ISL GS OL & PSHL (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_ISW_01D,ISL GS OL & PSHL (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_ISW_03D,JC ISW LIGHTING CO USE (DELIVERY ONLY),Power,,Lighting,,
JCPL,JCPL_RC_JCCRS2STBF,CRS GT STB stndby (FULL SERVICE) AQUALON,Power,,Standby,,
JCPL,JCPL_RC_JCGST2STBD,GST STB standby (DELIVERY ONLY),Power,,Standby,,
JCPL,JCPL_RC_JCGST2STBF,GST STB standby (FULL SERVICE),Power,,Standby,,
JCPL,JCPL_RC_JCUGS1_01D,GS 1ph unmtr (DELIVERY ONLY),Power,,C&I-UnMtr,,
JCPL,JCPL_RC_JCUGS1_01F,GS 1ph unmtr (FULL SERVICE),Power,,C&I-UnMtr,,
JCPL,JCPL_RC_JCUGS1_04D,GS unmtr trf sig (DELIVERY ONLY),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_JCUGS1_04F,GS unmtr trf sig (FULL SERVICE),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_JCUGS1F01D,GS 1ph unmtr fr tx ex (DELIVERY ONLY),Power,,C&I-UnMtr,,
JCPL,JCPL_RC_JCUGS1F01F,GS 1ph unmtr fr tx ex (FULL SERVICE),Power,,C&I-UnMtr,,
JCPL,JCPL_RC_JCUGS1F04D,GS1ph trfsig unmtr frtxex (DELIVERY ONLY),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_JCUGS1F04F,GS1ph trfsig unmtr frtxex (FULL SERVICE),Power,,Ltg-Traffic,,
JCPL,JCPL_RC_JCUGS1G01D,GS 1ph unmtr fed gov (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_JCUGS1G01F,GS 1ph unmtr fed gov (FULL SERVICE),Power,,Government,,
JCPL,JCPL_RC_JCUGS1G04D,GS 1ph trfsig unmtr fedgov del,Power,,Government,,
JCPL,JCPL_RC_JCUGS1G04F,GS 1ph trfsig unmtr fedgov ful,Power,,Government,,
JCPL,JCPL_RC_JCUGS3_01D,GS 3ph unmtr (DELIVERY ONLY),Power,,C&I-UnMtr,,
JCPL,JCPL_RC_JCUGS3_01F,GS 3ph unmtr (FULL SERVICE),Power,,C&I-UnMtr,,
JCPL,JCPL_RC_MVW_01D,MVL GS OL & PSHL (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_MVW_03D,JC MVW CO USE (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_MVWG01D,MVL GS OL & PSHL FED GOV (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_OLS_01D,OL LGT RESDENTIAL NON-EXEMPT,Power,,Ltg-Outdoor,,
JCPL,JCPL_RC_OLS_02D,OL LGT COMMERCIAL NON EX.,Power,,Ltg-Outdoor,,
JCPL,JCPL_RC_OLS_03D,JC OL LIGHTING CO USE (DELIVERY ONLY),Power,,Ltg-Outdoor,,
JCPL,JCPL_RC_OLSF01D,OL LGT RESIDENTIAL FR TX EX,Power,,Ltg-Outdoor,,
JCPL,JCPL_RC_OLSF02D,OL LGT COMMERCIAL FR TAX EX,Power,,Ltg-Outdoor,,
JCPL,JCPL_RC_OLSG01D,OL LGT RESIDENTIAL FED. GOV.,Power,,Ltg-Outdoor,,
JCPL,JCPL_RC_OLSG02D,OL LGT COMMERCIAL FED. GOV.,Power,,Government,,
JCPL,JCPL_RC_RGT_01D,RGT (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_RGT_02D,RGT <10 KW QF (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_RPS_01F,Revenue Protection NJ C/I,Power,,General Service,,
JCPL,JCPL_RC_RPS_02F,Revenue Protection NJ resi,Power,,Residential,,
JCPL,JCPL_RC_RS__01D,RS (DELIVERY ONLY),Power,,Residential,,
JCPL,JCPL_RC_RS__01S,RS SUPP,Power,,Residential,,
JCPL,JCPL_RC_RS__02D,RS OPWH (DELIVERY ONLY),Power,,Res-w/Wtr Htg,,
JCPL,JCPL_RC_RS__03D,RS CTWH (DELIVERY ONLY),Power,,Res-w/Wtr Htg,,
JCPL,JCPL_RC_RS__05D,RS AE (DELIVERY ONLY),Power,,Residential,,
JCPL,JCPL_RC_RS__06D,RS AE CTWH (DELIVERY ONLY),Power,,Res-w/Wtr Htg,,
JCPL,JCPL_RC_RS__07D,RS AE CTWH (DELIVERY ONLY),Power,,Res-w/Wtr Htg,,
JCPL,JCPL_RC_RS_G01D,RS FED GOV (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_RS_G05D,RS AE fed gov (DELIVERY ONLY),Power,,Government,,
JCPL,JCPL_RC_RT__01D,RT (DELIVERY ONLY),Power,,Res-TOU,,
JCPL,JCPL_RC_RT__02D,RT SOLAR WH (DELIVERY ONLY),Power,,Solar,,
JCPL,JCPL_RC_RT__03D,RT AE (DELIVERY ONLY),Power,,Res-TOU,,
JCPL,JCPL_RC_RT__04D,RT AE solar wh (DELIVERY ONLY),Power,,Solar,,
JCPL,JCPL_RC_RT__05D,RT QF<10kw (DELIVERY ONLY),Power,,Res-TOU,,
JCPL,JCPL_RC_SREC_01,Solar Renewable Energy Credit program,Power,,Solar,,
JCPL,JCPL_RC_SVW_01D,SVL GS OL & PSHL (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_SVW_01S,SVL GS OL & PSHL SUPPLY,Power,,General Service,,
JCPL,JCPL_RC_SVW_03D,JC SVW CO USE (DELIVERY ONLY),Power,,General Service,,
JCPL,JCPL_RC_SVWG01D,SVL GS OL & PSHL FED GOV (DELIVERY ONLY),Power,,Government,,
MECO,MECO_RC_G1,General Service - Small Commercial and Industrial - Retail Delivery,Power,Secondary,C&I-Sm,MECO_LF_SEC,MECO_LP_G1
MECO,MECO_RC_G2,General Service - Medium Commercial and Industrial - Retail Delivery,Power,Secondary,C&I-Med,MECO_LF_SEC,MECO_LP_G2
