,SOURCEID,MARKET,DISCO_CODE,LOAD_PROFILE,RATE_CLASS,ESG_SOURCEID,MARKET_1,DISCO_CODE_1,PROFILE_CLASS,RATE_CLASS_1,METER_TYPE,LOSS_CODE,LOSS_DESCRIPTION,STATE,RES_FLAG,SEQ_ID,DEFAULT_FLAG,GROUP
813,40172,NYISO,CONED,17-33,428,40172,NYISO,CONED,SC9_17_33_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1683,Y,"('NYISO', 'CONED', 'SC9')"
814,40173,NYISO,CONED,33-70,428,40173,NYISO,CONED,SC9_33_70_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1684,Y,"('NYISO', 'CONED', 'SC9')"
815,40174,NYISO,CONED,70-200,428,40174,NYISO,CONED,SC9_70_200_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1685,Y,"('NYISO', 'CONED', 'SC9')"
816,40179,NYISO,CONED,0-17,430,40179,NYISO,CONED,SC9_0_17_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1690,Y,"('NYISO', 'CONED', 'SC9')"
817,40180,NYISO,CONED,17-33,430,40180,NYISO,CONED,SC9_17_33_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1691,Y,"('NYISO', 'CONED', 'SC9')"
818,40181,NYISO,CONED,33-70,430,40181,NYISO,CONED,SC9_33_70_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1692,Y,"('NYISO', 'CONED', 'SC9')"
819,40182,NYISO,CONED,70-200,430,40182,NYISO,CONED,SC9_70_200_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1693,Y,"('NYISO', 'CONED', 'SC9')"
820,40189,NYISO,CONED,0-17,436,40189,NYISO,CONED,SC9_0_17_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1700,Y,"('NYISO', 'CONED', 'SC9')"
821,40190,NYISO,CONED,17-33,436,40190,NYISO,CONED,SC9_17_33_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1701,Y,"('NYISO', 'CONED', 'SC9')"
822,40191,NYISO,CONED,33-70,436,40191,NYISO,CONED,SC9_33_70_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1702,Y,"('NYISO', 'CONED', 'SC9')"
823,40192,NYISO,CONED,70-200,436,40192,NYISO,CONED,SC9_70_200_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1703,Y,"('NYISO', 'CONED', 'SC9')"
824,40195,NYISO,CONED,0-17,438,40195,NYISO,CONED,SC9_0_17_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1706,Y,"('NYISO', 'CONED', 'SC9')"
825,40196,NYISO,CONED,17-33,438,40196,NYISO,CONED,SC9_17_33_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1707,Y,"('NYISO', 'CONED', 'SC9')"
826,40197,NYISO,CONED,33-70,438,40197,NYISO,CONED,SC9_33_70_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1708,Y,"('NYISO', 'CONED', 'SC9')"
827,40198,NYISO,CONED,70-200,438,40198,NYISO,CONED,SC9_70_200_AVG_SUMMER_KW,SC9,SCALAR,SECONDARY,,NY,0.0,1709,Y,"('NYISO', 'CONED', 'SC9')"
828,40022,NYISO,CONED,0-17,167,40022,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2319,Y,"('NYISO', 'CONED', 'SC9')"
829,40032,NYISO,CONED,0-17,187,40032,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2322,Y,"('NYISO', 'CONED', 'SC9')"
830,40347,NYISO,CONED,0-17,19,40347,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2325,N,"('NYISO', 'CONED', 'SC9')"
831,40348,NYISO,CONED,0-17,240,40348,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2328,Y,"('NYISO', 'CONED', 'SC9')"
832,40046,NYISO,CONED,0-17,267,40046,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2331,Y,"('NYISO', 'CONED', 'SC9')"
833,40058,NYISO,CONED,0-17,287,40058,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2334,Y,"('NYISO', 'CONED', 'SC9')"
834,40064,NYISO,CONED,0-17,289,40064,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2337,Y,"('NYISO', 'CONED', 'SC9')"
835,40087,NYISO,CONED,0-17,340,40087,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2340,Y,"('NYISO', 'CONED', 'SC9')"
836,40095,NYISO,CONED,0-17,367,40095,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2343,Y,"('NYISO', 'CONED', 'SC9')"
837,40107,NYISO,CONED,0-17,387,40107,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2346,Y,"('NYISO', 'CONED', 'SC9')"
838,40113,NYISO,CONED,0-17,389,40113,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2349,Y,"('NYISO', 'CONED', 'SC9')"
839,40119,NYISO,CONED,0-17,39,40119,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2352,Y,"('NYISO', 'CONED', 'SC9')"
840,40349,NYISO,CONED,0-17,40,40349,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2355,Y,"('NYISO', 'CONED', 'SC9')"
841,40137,NYISO,CONED,0-17,412,40137,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2358,Y,"('NYISO', 'CONED', 'SC9')"
842,40143,NYISO,CONED,0-17,414,40143,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2361,Y,"('NYISO', 'CONED', 'SC9')"
843,40149,NYISO,CONED,0-17,416,40149,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2364,Y,"('NYISO', 'CONED', 'SC9')"
844,40155,NYISO,CONED,0-17,420,40155,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2367,Y,"('NYISO', 'CONED', 'SC9')"
845,40161,NYISO,CONED,0-17,422,40161,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2370,Y,"('NYISO', 'CONED', 'SC9')"
846,40171,NYISO,CONED,0-17,428,40171,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2373,Y,"('NYISO', 'CONED', 'SC9')"
847,40179,NYISO,CONED,0-17,430,40179,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2376,Y,"('NYISO', 'CONED', 'SC9')"
848,40189,NYISO,CONED,0-17,436,40189,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2379,Y,"('NYISO', 'CONED', 'SC9')"
849,40195,NYISO,CONED,0-17,438,40195,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2382,Y,"('NYISO', 'CONED', 'SC9')"
850,40350,NYISO,CONED,0-17,45,40350,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2385,Y,"('NYISO', 'CONED', 'SC9')"
851,40201,NYISO,CONED,0-17,467,40201,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2388,Y,"('NYISO', 'CONED', 'SC9')"
852,40211,NYISO,CONED,0-17,487,40211,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2391,Y,"('NYISO', 'CONED', 'SC9')"
853,40217,NYISO,CONED,0-17,49,40217,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2394,Y,"('NYISO', 'CONED', 'SC9')"
854,40351,NYISO,CONED,0-17,50,40351,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2397,Y,"('NYISO', 'CONED', 'SC9')"
855,40227,NYISO,CONED,0-17,567,40227,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2400,Y,"('NYISO', 'CONED', 'SC9')"
856,40237,NYISO,CONED,0-17,587,40237,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2403,Y,"('NYISO', 'CONED', 'SC9')"
857,40243,NYISO,CONED,0-17,59,40243,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2406,Y,"('NYISO', 'CONED', 'SC9')"
858,40352,NYISO,CONED,0-17,67,40352,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2409,Y,"('NYISO', 'CONED', 'SC9')"
859,40278,NYISO,CONED,0-17,87,40278,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2412,Y,"('NYISO', 'CONED', 'SC9')"
860,40284,NYISO,CONED,0-17,89,40284,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2415,Y,"('NYISO', 'CONED', 'SC9')"
861,40353,NYISO,CONED,0-17,9,40353,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2418,Y,"('NYISO', 'CONED', 'SC9')"
862,40290,NYISO,CONED,0-17,90,40290,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2421,Y,"('NYISO', 'CONED', 'SC9')"
863,40300,NYISO,CONED,0-17,99,40300,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2424,Y,"('NYISO', 'CONED', 'SC9')"
864,40027,NYISO,CONED,1500-999999,167,40027,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2493,Y,"('NYISO', 'CONED', 'SC9')"
865,40037,NYISO,CONED,1500-999999,187,40037,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2502,Y,"('NYISO', 'CONED', 'SC9')"
866,40354,NYISO,CONED,1500-999999,19,40354,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2505,N,"('NYISO', 'CONED', 'SC9')"
867,40355,NYISO,CONED,1500-999999,240,40355,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2517,Y,"('NYISO', 'CONED', 'SC9')"
868,40051,NYISO,CONED,1500-999999,267,40051,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2523,Y,"('NYISO', 'CONED', 'SC9')"
869,40063,NYISO,CONED,1500-999999,287,40063,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2535,Y,"('NYISO', 'CONED', 'SC9')"
870,40069,NYISO,CONED,1500-999999,289,40069,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2538,Y,"('NYISO', 'CONED', 'SC9')"
871,40092,NYISO,CONED,1500-999999,340,40092,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2544,Y,"('NYISO', 'CONED', 'SC9')"
872,40100,NYISO,CONED,1500-999999,367,40100,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2550,Y,"('NYISO', 'CONED', 'SC9')"
873,40112,NYISO,CONED,1500-999999,387,40112,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2562,Y,"('NYISO', 'CONED', 'SC9')"
874,40118,NYISO,CONED,1500-999999,389,40118,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2565,Y,"('NYISO', 'CONED', 'SC9')"
875,40124,NYISO,CONED,1500-999999,39,40124,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2568,Y,"('NYISO', 'CONED', 'SC9')"
876,40356,NYISO,CONED,1500-999999,40,40356,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2574,Y,"('NYISO', 'CONED', 'SC9')"
877,40142,NYISO,CONED,1500-999999,412,40142,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2595,Y,"('NYISO', 'CONED', 'SC9')"
878,40148,NYISO,CONED,1500-999999,414,40148,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2598,Y,"('NYISO', 'CONED', 'SC9')"
879,40154,NYISO,CONED,1500-999999,416,40154,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2601,Y,"('NYISO', 'CONED', 'SC9')"
880,40160,NYISO,CONED,1500-999999,420,40160,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2604,Y,"('NYISO', 'CONED', 'SC9')"
881,40166,NYISO,CONED,1500-999999,422,40166,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2607,Y,"('NYISO', 'CONED', 'SC9')"
882,40176,NYISO,CONED,1500-999999,428,40176,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2616,Y,"('NYISO', 'CONED', 'SC9')"
883,40184,NYISO,CONED,1500-999999,430,40184,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2622,Y,"('NYISO', 'CONED', 'SC9')"
884,40194,NYISO,CONED,1500-999999,436,40194,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2631,Y,"('NYISO', 'CONED', 'SC9')"
885,40200,NYISO,CONED,1500-999999,438,40200,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2634,Y,"('NYISO', 'CONED', 'SC9')"
886,40357,NYISO,CONED,1500-999999,45,40357,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2640,Y,"('NYISO', 'CONED', 'SC9')"
887,40206,NYISO,CONED,1500-999999,467,40206,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2643,Y,"('NYISO', 'CONED', 'SC9')"
888,40216,NYISO,CONED,1500-999999,487,40216,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2652,Y,"('NYISO', 'CONED', 'SC9')"
889,40222,NYISO,CONED,1500-999999,49,40222,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2655,Y,"('NYISO', 'CONED', 'SC9')"
890,40358,NYISO,CONED,1500-999999,50,40358,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2658,Y,"('NYISO', 'CONED', 'SC9')"
891,40232,NYISO,CONED,1500-999999,567,40232,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2661,Y,"('NYISO', 'CONED', 'SC9')"
892,40242,NYISO,CONED,1500-999999,587,40242,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2673,Y,"('NYISO', 'CONED', 'SC9')"
893,40248,NYISO,CONED,1500-999999,59,40248,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2676,Y,"('NYISO', 'CONED', 'SC9')"
894,40359,NYISO,CONED,1500-999999,67,40359,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2682,Y,"('NYISO', 'CONED', 'SC9')"
895,40283,NYISO,CONED,1500-999999,87,40283,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2700,Y,"('NYISO', 'CONED', 'SC9')"
896,40289,NYISO,CONED,1500-999999,89,40289,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2703,Y,"('NYISO', 'CONED', 'SC9')"
897,40360,NYISO,CONED,1500-999999,9,40360,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2706,Y,"('NYISO', 'CONED', 'SC9')"
898,40295,NYISO,CONED,1500-999999,90,40295,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2709,Y,"('NYISO', 'CONED', 'SC9')"
899,40305,NYISO,CONED,1500-999999,99,40305,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2712,Y,"('NYISO', 'CONED', 'SC9')"
900,40023,NYISO,CONED,17-33,167,40023,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2715,Y,"('NYISO', 'CONED', 'SC9')"
901,40033,NYISO,CONED,17-33,187,40033,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2718,Y,"('NYISO', 'CONED', 'SC9')"
902,40361,NYISO,CONED,17-33,19,40361,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2721,N,"('NYISO', 'CONED', 'SC9')"
903,40362,NYISO,CONED,17-33,240,40362,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2724,Y,"('NYISO', 'CONED', 'SC9')"
904,40047,NYISO,CONED,17-33,267,40047,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2727,Y,"('NYISO', 'CONED', 'SC9')"
905,40059,NYISO,CONED,17-33,287,40059,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2730,Y,"('NYISO', 'CONED', 'SC9')"
906,40065,NYISO,CONED,17-33,289,40065,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2733,Y,"('NYISO', 'CONED', 'SC9')"
907,40088,NYISO,CONED,17-33,340,40088,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2736,Y,"('NYISO', 'CONED', 'SC9')"
908,40096,NYISO,CONED,17-33,367,40096,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2739,Y,"('NYISO', 'CONED', 'SC9')"
909,40108,NYISO,CONED,17-33,387,40108,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2742,Y,"('NYISO', 'CONED', 'SC9')"
910,40114,NYISO,CONED,17-33,389,40114,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2745,Y,"('NYISO', 'CONED', 'SC9')"
911,40120,NYISO,CONED,17-33,39,40120,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2748,Y,"('NYISO', 'CONED', 'SC9')"
912,40363,NYISO,CONED,17-33,40,40363,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2751,Y,"('NYISO', 'CONED', 'SC9')"
913,40138,NYISO,CONED,17-33,412,40138,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2754,Y,"('NYISO', 'CONED', 'SC9')"
914,40144,NYISO,CONED,17-33,414,40144,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2757,Y,"('NYISO', 'CONED', 'SC9')"
915,40150,NYISO,CONED,17-33,416,40150,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2760,Y,"('NYISO', 'CONED', 'SC9')"
916,40156,NYISO,CONED,17-33,420,40156,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2763,Y,"('NYISO', 'CONED', 'SC9')"
917,40162,NYISO,CONED,17-33,422,40162,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2766,Y,"('NYISO', 'CONED', 'SC9')"
918,40172,NYISO,CONED,17-33,428,40172,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2769,Y,"('NYISO', 'CONED', 'SC9')"
919,40180,NYISO,CONED,17-33,430,40180,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2772,Y,"('NYISO', 'CONED', 'SC9')"
920,40190,NYISO,CONED,17-33,436,40190,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2775,Y,"('NYISO', 'CONED', 'SC9')"
921,40196,NYISO,CONED,17-33,438,40196,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2778,Y,"('NYISO', 'CONED', 'SC9')"
922,40364,NYISO,CONED,17-33,45,40364,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2781,Y,"('NYISO', 'CONED', 'SC9')"
923,40202,NYISO,CONED,17-33,467,40202,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2784,Y,"('NYISO', 'CONED', 'SC9')"
924,40212,NYISO,CONED,17-33,487,40212,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2787,Y,"('NYISO', 'CONED', 'SC9')"
925,40218,NYISO,CONED,17-33,49,40218,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2790,Y,"('NYISO', 'CONED', 'SC9')"
926,40365,NYISO,CONED,17-33,50,40365,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2793,Y,"('NYISO', 'CONED', 'SC9')"
927,40228,NYISO,CONED,17-33,567,40228,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2796,Y,"('NYISO', 'CONED', 'SC9')"
928,40238,NYISO,CONED,17-33,587,40238,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2799,Y,"('NYISO', 'CONED', 'SC9')"
929,40244,NYISO,CONED,17-33,59,40244,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2802,Y,"('NYISO', 'CONED', 'SC9')"
930,40366,NYISO,CONED,17-33,67,40366,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2805,Y,"('NYISO', 'CONED', 'SC9')"
931,40279,NYISO,CONED,17-33,87,40279,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2808,Y,"('NYISO', 'CONED', 'SC9')"
932,40285,NYISO,CONED,17-33,89,40285,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2811,Y,"('NYISO', 'CONED', 'SC9')"
933,40367,NYISO,CONED,17-33,9,40367,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2814,Y,"('NYISO', 'CONED', 'SC9')"
934,40291,NYISO,CONED,17-33,90,40291,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2817,Y,"('NYISO', 'CONED', 'SC9')"
935,40301,NYISO,CONED,17-33,99,40301,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2820,Y,"('NYISO', 'CONED', 'SC9')"
936,40026,NYISO,CONED,200-1500,167,40026,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2832,Y,"('NYISO', 'CONED', 'SC9')"
937,40036,NYISO,CONED,200-1500,187,40036,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2835,Y,"('NYISO', 'CONED', 'SC9')"
938,40368,NYISO,CONED,200-1500,19,40368,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2838,N,"('NYISO', 'CONED', 'SC9')"
939,40369,NYISO,CONED,200-1500,240,40369,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2841,Y,"('NYISO', 'CONED', 'SC9')"
940,40050,NYISO,CONED,200-1500,267,40050,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2844,Y,"('NYISO', 'CONED', 'SC9')"
941,40062,NYISO,CONED,200-1500,287,40062,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2847,Y,"('NYISO', 'CONED', 'SC9')"
942,40068,NYISO,CONED,200-1500,289,40068,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2850,Y,"('NYISO', 'CONED', 'SC9')"
943,40091,NYISO,CONED,200-1500,340,40091,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2853,Y,"('NYISO', 'CONED', 'SC9')"
944,40099,NYISO,CONED,200-1500,367,40099,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2856,Y,"('NYISO', 'CONED', 'SC9')"
945,40111,NYISO,CONED,200-1500,387,40111,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2859,Y,"('NYISO', 'CONED', 'SC9')"
946,40117,NYISO,CONED,200-1500,389,40117,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2862,Y,"('NYISO', 'CONED', 'SC9')"
947,40123,NYISO,CONED,200-1500,39,40123,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2865,Y,"('NYISO', 'CONED', 'SC9')"
948,40370,NYISO,CONED,200-1500,40,40370,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2868,Y,"('NYISO', 'CONED', 'SC9')"
949,40141,NYISO,CONED,200-1500,412,40141,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2871,Y,"('NYISO', 'CONED', 'SC9')"
950,40147,NYISO,CONED,200-1500,414,40147,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2874,Y,"('NYISO', 'CONED', 'SC9')"
951,40153,NYISO,CONED,200-1500,416,40153,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2877,Y,"('NYISO', 'CONED', 'SC9')"
952,40159,NYISO,CONED,200-1500,420,40159,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2880,Y,"('NYISO', 'CONED', 'SC9')"
953,40165,NYISO,CONED,200-1500,422,40165,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2883,Y,"('NYISO', 'CONED', 'SC9')"
954,40175,NYISO,CONED,200-1500,428,40175,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2886,Y,"('NYISO', 'CONED', 'SC9')"
955,40183,NYISO,CONED,200-1500,430,40183,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2889,Y,"('NYISO', 'CONED', 'SC9')"
956,40193,NYISO,CONED,200-1500,436,40193,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2892,Y,"('NYISO', 'CONED', 'SC9')"
957,40199,NYISO,CONED,200-1500,438,40199,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2895,Y,"('NYISO', 'CONED', 'SC9')"
958,40371,NYISO,CONED,200-1500,45,40371,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2898,Y,"('NYISO', 'CONED', 'SC9')"
959,40205,NYISO,CONED,200-1500,467,40205,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2901,Y,"('NYISO', 'CONED', 'SC9')"
960,40215,NYISO,CONED,200-1500,487,40215,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2904,Y,"('NYISO', 'CONED', 'SC9')"
961,40221,NYISO,CONED,200-1500,49,40221,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2907,Y,"('NYISO', 'CONED', 'SC9')"
962,40372,NYISO,CONED,200-1500,50,40372,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2910,Y,"('NYISO', 'CONED', 'SC9')"
963,40231,NYISO,CONED,200-1500,567,40231,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2913,Y,"('NYISO', 'CONED', 'SC9')"
964,40241,NYISO,CONED,200-1500,587,40241,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2916,Y,"('NYISO', 'CONED', 'SC9')"
965,40247,NYISO,CONED,200-1500,59,40247,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2919,Y,"('NYISO', 'CONED', 'SC9')"
966,40373,NYISO,CONED,200-1500,67,40373,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2922,Y,"('NYISO', 'CONED', 'SC9')"
967,40282,NYISO,CONED,200-1500,87,40282,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2925,Y,"('NYISO', 'CONED', 'SC9')"
968,40288,NYISO,CONED,200-1500,89,40288,NYISO,CONED,IDR,SC9,IDR,SECONDARY,,NY,0.0,2928,Y,"('NYISO', 'CONED', 'SC9')"
