,SOURCEID,MARKET,DISCO_CODE,LOAD_PROFILE,RATE_CLASS,ESG_SOURCEID,MARKET_1,DISCO_CODE_1,PROFILE_CLASS,RATE_CLASS_1,METER_TYPE,LOSS_CODE,LOSS_DESCRIPTION,STATE,RES_FLAG,SEQ_ID,DEFAULT_FLAG,GROUP
1618,20350,PJM,JCPL,GSTI,JC_GST_01F,20350,PJM,JCPL,GSTI,GST,IDR,SECONDARY,,NJ,0.0,3507,Y,"('PJM', 'JCPL', 'GST')"
1619,20351,PJM,JCPL,GSTI,JC_GST_02D,20351,PJM,JCPL,GSTI,GST,IDR,SECONDARY,,NJ,0.0,3508,Y,"('PJM', 'JCPL', 'GST')"
1620,20352,PJM,JCPL,GSTI,JC_GST_02F,20352,PJM,JCPL,GSTI,GST,IDR,SECONDARY,,NJ,0.0,3509,Y,"('PJM', 'JCPL', 'GST')"
1621,50644,PJM,JCPL,GSTC,JC_GS3_01D,50644,PJM,JCPL,GSTC,GST,IDR,SECONDARY,,NJ,0.0,5745,Y,"('PJM', 'JCPL', 'GST')"
1622,50645,PJM,JCPL,GSTC,JC_GS3G01D,50645,PJM,JCPL,GSTC,GST,IDR,SECONDARY,,NJ,0.0,5746,Y,"('PJM', 'JCPL', 'GST')"
1623,51334,PJM,JCPL,GSTI,JC_GS3_01D,51334,PJM,JCPL,GSTI,GST,SCALAR,SECONDARY,,NJ,0.0,6435,Y,"('PJM', 'JCPL', 'GST')"
1624,52879,PJM,JCPL,GSTC,JC_GS3_01F,52879,PJM,JCPL,GSTC,GST,SCALAR,SECONDARY,,NJ,0.0,7929,N,"('PJM', 'JCPL', 'GST')"
1625,52880,PJM,JCPL,GSTC,JC_GS3_01F,52880,PJM,JCPL,IDR,GST,IDR,SECONDARY,,NJ,0.0,7930,Y,"('PJM', 'JCPL', 'GST')"
1626,20384,PJM,DQE,GS/GM,234,20384,PJM,DQE,GSGM,E234,SCALAR,GSGM,,NJ,0.0,805,Y,"('PJM', 'DQE', 'E234')"
1627,52215,PJM,DQE,GSGM,234,52215,PJM,DQE,GSGM,E234,IDR,GSGM,,NJ,0.0,7315,N,"('PJM', 'DQE', 'E234')"
1628,52251,PJM,DQE,GM,GMG-MC,52251,PJM,DQE,GSGM,E234,SCALAR,GSGM,,PA,0.0,7351,Y,"('PJM', 'DQE', 'E234')"
1629,20455,PJM,DPL,11V1,USGSOPS,20455,PJM,DPL,MDGS,MDGS11,SCALAR,SECONDARY_120_480V,,MD,0.0,876,Y,"('PJM', 'DPL', 'MDGS11')"
1630,20460,PJM,DPL,11V1,USGSBASIC,20460,PJM,DPL,MDGS,MDGS11,SCALAR,SECONDARY_120_480V,,MD,0.0,881,Y,"('PJM', 'DPL', 'MDGS11')"
1631,49122,PJM,DPL,MDDGS,SGS-S,49122,PJM,DPL,MDGS,MDGS11,SCALAR,SECONDARY_120_480V,,MD,0.0,4222,Y,"('PJM', 'DPL', 'MDGS11')"
1632,49124,PJM,DPL,MDDGS,GS-WH,49124,PJM,DPL,MDDGS,MDGS11,SCALAR,SECONDARY_120_480V,,MD,0.0,4224,Y,"('PJM', 'DPL', 'MDGS11')"
1633,49125,PJM,DPL,MDDGS,GS-SH,49125,PJM,DPL,MDDGS,MDGS11,SCALAR,SECONDARY_120_480V,,MD,0.0,4225,Y,"('PJM', 'DPL', 'MDGS11')"
1634,53282,PJM,DPL,MDDGS,USGSBASIC,53282,PJM,DPL,MDGS,MDGS11,SCALAR,SECONDARY_120_480V,,MD,0.0,8332,Y,"('PJM', 'DPL', 'MDGS11')"
1635,30004,NEPOOL,WMECO,T2,T2,30004,NEPOOL,WMECO,IDR,T2,IDR,PRIMARY,,MA,0.0,1186,Y,"('NEPOOL', 'WMECO', 'T2')"
1636,30501,NEPOOL,WMECO,0T2,0T2,30501,NEPOOL,WMECO,IDR,T2,IDR,PRIMARY,,MA,0.0,1988,Y,"('NEPOOL', 'WMECO', 'T2')"
1637,30509,NEPOOL,WMECO,T2,T 2,30509,NEPOOL,WMECO,IDR,T2,IDR,PRIMARY,,MA,0.0,1999,Y,"('NEPOOL', 'WMECO', 'T2')"
1638,30510,NEPOOL,WMECO,T2,T-2,30510,NEPOOL,WMECO,IDR,T2,IDR,PRIMARY,,MA,0.0,2000,Y,"('NEPOOL', 'WMECO', 'T2')"
1639,30007,NEPOOL,MECO,G3,G-3,30007,NEPOOL,MECO,IDR,G3,IDR,PRIMARY,,MA,0.0,1189,Y,"('NEPOOL', 'MECO', 'G3')"
1640,30008,NEPOOL,MECO,G3,G3A,30008,NEPOOL,MECO,IDR,G3,IDR,PRIMARY,,MA,0.0,1190,Y,"('NEPOOL', 'MECO', 'G3')"
1641,30009,NEPOOL,MECO,G3,G3B,30009,NEPOOL,MECO,IDR,G3,IDR,PRIMARY,,MA,0.0,1191,Y,"('NEPOOL', 'MECO', 'G3')"
1642,30010,NEPOOL,MECO,G3,G3,30010,NEPOOL,MECO,IDR,G3,IDR,PRIMARY,,MA,0.0,1192,Y,"('NEPOOL', 'MECO', 'G3')"
1643,30486,NEPOOL,MECO,G3,G 3,30486,NEPOOL,MECO,IDR,G3,IDR,PRIMARY,,MA,0.0,1955,Y,"('NEPOOL', 'MECO', 'G3')"
1644,30486,NEPOOL,MECO,G3,G 3,30486,NEPOOL,MECO,IDR,G3,IDR,PRIMARYHV,,MA,0.0,1956,X,"('NEPOOL', 'MECO', 'G3')"
1645,30007,NEPOOL,MECO,G3,G-3,30007,NEPOOL,MECO,IDR,G3,IDR,PRIMARYHV,,MA,0.0,1957,X,"('NEPOOL', 'MECO', 'G3')"
1646,30010,NEPOOL,MECO,G3,G3,30010,NEPOOL,MECO,IDR,G3,IDR,PRIMARYHV,,MA,0.0,1958,X,"('NEPOOL', 'MECO', 'G3')"
1647,30008,NEPOOL,MECO,G3,G3A,30008,NEPOOL,MECO,IDR,G3,IDR,PRIMARYHV,,MA,0.0,1959,X,"('NEPOOL', 'MECO', 'G3')"
1648,30009,NEPOOL,MECO,G3,G3B,30009,NEPOOL,MECO,IDR,G3,IDR,PRIMARYHV,,MA,0.0,1960,X,"('NEPOOL', 'MECO', 'G3')"
1649,53928,NEPOOL,MECO,G3,G3A,53928,NEPOOL,MECO,G3CITIMEOFUSEOVER200KW,G3,SCALAR,PRIMARY,,MA,0.0,8978,Y,"('NEPOOL', 'MECO', 'G3')"
1650,53929,NEPOOL,MECO,G3,G3B,53929,NEPOOL,MECO,G3CITIMEOFUSEOVER200KW,G3,SCALAR,PRIMARY,,MA,0.0,8979,Y,"('NEPOOL', 'MECO', 'G3')"
1651,53930,NEPOOL,MECO,G3,G3,53930,NEPOOL,MECO,G3CITIMEOFUSEOVER200KW,G3,SCALAR,PRIMARY,,MA,0.0,8980,Y,"('NEPOOL', 'MECO', 'G3')"
1652,30011,NEPOOL,MECO,G2,G-2,30011,NEPOOL,MECO,G2CIDEMANDMETEREDUNDER200KW,G2,SCALAR,SMSEC,,MA,0.0,1193,Y,"('NEPOOL', 'MECO', 'G2')"
1653,30012,NEPOOL,MECO,G2,G2,30012,NEPOOL,MECO,G2CIDEMANDMETEREDUNDER200KW,G2,SCALAR,SMSEC,,MA,0.0,1194,Y,"('NEPOOL', 'MECO', 'G2')"
1654,30013,NEPOOL,MECO,G2,G2A,30013,NEPOOL,MECO,G2CIDEMANDMETEREDUNDER200KW,G2,SCALAR,SMSEC,,MA,0.0,1195,Y,"('NEPOOL', 'MECO', 'G2')"
1655,30014,NEPOOL,MECO,G2,G2B,30014,NEPOOL,MECO,G2CIDEMANDMETEREDUNDER200KW,G2,SCALAR,SMSEC,,MA,0.0,1196,Y,"('NEPOOL', 'MECO', 'G2')"
1656,30482,NEPOOL,MECO,G2,G 2,30482,NEPOOL,MECO,G2CIDEMANDMETEREDUNDER200KW,G2,SCALAR,SMSEC,,MA,0.0,1951,Y,"('NEPOOL', 'MECO', 'G2')"
1657,30483,NEPOOL,MECO,G2,G2 D,30483,NEPOOL,MECO,G2CIDEMANDMETEREDUNDER200KW,G2,SCALAR,SECONDARY,,MA,0.0,1952,Y,"('NEPOOL', 'MECO', 'G2')"
1658,30484,NEPOOL,MECO,G2,G2-D,30484,NEPOOL,MECO,G2CIDEMANDMETEREDUNDER200KW,G2,SCALAR,SECONDARY,,MA,0.0,1953,Y,"('NEPOOL', 'MECO', 'G2')"
1659,30485,NEPOOL,MECO,G2,G2D,30485,NEPOOL,MECO,G2CIDEMANDMETEREDUNDER200KW,G2,SCALAR,SMSEC,,MA,0.0,1954,Y,"('NEPOOL', 'MECO', 'G2')"
1660,52272,NEPOOL,MECO,G2A,G2A,52272,NEPOOL,MECO,G2CIDEMANDMETEREDUNDER200KW,G2,SCALAR,SMSEC,,MA,0.0,7372,Y,"('NEPOOL', 'MECO', 'G2')"
1661,52274,NEPOOL,MECO,G2D,G2D,52274,NEPOOL,MECO,G2CIDEMANDMETEREDUNDER200KW,G2,SCALAR,SMSEC,,MA,0.0,7374,Y,"('NEPOOL', 'MECO', 'G2')"
1662,54419,NEPOOL,MECO,G2,G2,54419,NEPOOL,MECO,IDR,G2,IDR,SECONDARY,,MA,0.0,9469,N,"('NEPOOL', 'MECO', 'G2')"
1663,54421,NEPOOL,MECO,G2,G-2,54421,NEPOOL,MECO,IDR,G2,IDR,SECONDARY,,MA,0.0,9471,N,"('NEPOOL', 'MECO', 'G2')"
1664,54422,NEPOOL,MECO,G2,G2,54422,NEPOOL,MECO,IDR,G2,IDR,SECONDARY,,MA,0.0,9472,N,"('NEPOOL', 'MECO', 'G2')"
1665,54423,NEPOOL,MECO,G2,G2A,54423,NEPOOL,MECO,IDR,G2,IDR,SECONDARY,,MA,0.0,9473,N,"('NEPOOL', 'MECO', 'G2')"
1666,54424,NEPOOL,MECO,G2,G2B,54424,NEPOOL,MECO,IDR,G2,IDR,SECONDARY,,MA,0.0,9474,N,"('NEPOOL', 'MECO', 'G2')"
1667,54429,NEPOOL,MECO,G2,G 2,54429,NEPOOL,MECO,IDR,G2,IDR,SECONDARY,,MA,0.0,9479,N,"('NEPOOL', 'MECO', 'G2')"
1668,54430,NEPOOL,MECO,G2,G2 D,54430,NEPOOL,MECO,IDR,G2,IDR,SECONDARY,,MA,0.0,9480,N,"('NEPOOL', 'MECO', 'G2')"
1669,54431,NEPOOL,MECO,G2,G2-D,54431,NEPOOL,MECO,IDR,G2,IDR,SECONDARY,,MA,0.0,9481,N,"('NEPOOL', 'MECO', 'G2')"
1670,54432,NEPOOL,MECO,G2,G2D,54432,NEPOOL,MECO,IDR,G2,IDR,SECONDARY,,MA,0.0,9482,N,"('NEPOOL', 'MECO', 'G2')"
1671,54437,NEPOOL,MECO,G2,G2A,54437,NEPOOL,MECO,IDR,G2,IDR,SECONDARY,,MA,0.0,9487,N,"('NEPOOL', 'MECO', 'G2')"
1672,54438,NEPOOL,MECO,G2,G2D,54438,NEPOOL,MECO,IDR,G2,IDR,SECONDARY,,MA,0.0,9488,N,"('NEPOOL', 'MECO', 'G2')"
1673,30046,NEPOOL,COMELEC,G1,G1,30046,NEPOOL,COMELEC,G1SMALLCOMMERCIAL,G1,SCALAR,SMSEC,,MA,0.0,1228,Y,"('NEPOOL', 'COMELEC', 'G1')"
1674,30052,NEPOOL,COMELEC,G5,G5,30052,NEPOOL,COMELEC,G1SMALLCOMMERCIAL,G1,SCALAR,LGSEC,,MA,0.0,1234,Y,"('NEPOOL', 'COMELEC', 'G1')"
1675,30408,NEPOOL,COMELEC,G1,23,30408,NEPOOL,COMELEC,G1SMALLCOMMERCIAL,G1,SCALAR,SMSEC,,MA,0.0,1855,Y,"('NEPOOL', 'COMELEC', 'G1')"
1676,30409,NEPOOL,COMELEC,G1,33,30409,NEPOOL,COMELEC,G1SMALLCOMMERCIAL,G1,SCALAR,SMSEC,,MA,0.0,1856,Y,"('NEPOOL', 'COMELEC', 'G1')"
1677,30410,NEPOOL,COMELEC,G1,35,30410,NEPOOL,COMELEC,G1SMALLCOMMERCIAL,G1,SCALAR,SMSEC,,MA,0.0,1857,Y,"('NEPOOL', 'COMELEC', 'G1')"
1678,30411,NEPOOL,COMELEC,G1,G 1,30411,NEPOOL,COMELEC,G1SMALLCOMMERCIAL,G1,SCALAR,SMSEC,,MA,0.0,1858,Y,"('NEPOOL', 'COMELEC', 'G1')"
1679,30412,NEPOOL,COMELEC,G1,G-1,30412,NEPOOL,COMELEC,G1SMALLCOMMERCIAL,G1,SCALAR,SMSEC,,MA,0.0,1859,Y,"('NEPOOL', 'COMELEC', 'G1')"
1680,30420,NEPOOL,COMELEC,G5,G 5,30420,NEPOOL,COMELEC,G1SMALLCOMMERCIAL,G1,SCALAR,LGSEC,,MA,0.0,1875,Y,"('NEPOOL', 'COMELEC', 'G1')"
1681,30421,NEPOOL,COMELEC,G5,G-5,30421,NEPOOL,COMELEC,G1SMALLCOMMERCIAL,G1,SCALAR,LGSEC,,MA,0.0,1876,Y,"('NEPOOL', 'COMELEC', 'G1')"
1682,30049,NEPOOL,COMELEC,S1,S1,30049,NEPOOL,COMELEC,S1STREETLIGHTING,S1,SCALAR,SMSEC,,MA,0.0,1231,Y,"('NEPOOL', 'COMELEC', 'S1')"
1683,30426,NEPOOL,COMELEC,S1,79,30426,NEPOOL,COMELEC,S1STREETLIGHTING,S1,SCALAR,SMSEC,,MA,0.0,1882,Y,"('NEPOOL', 'COMELEC', 'S1')"
1684,30427,NEPOOL,COMELEC,S1,81,30427,NEPOOL,COMELEC,S1STREETLIGHTING,S1,SCALAR,SMSEC,,MA,0.0,1883,Y,"('NEPOOL', 'COMELEC', 'S1')"
1685,30429,NEPOOL,COMELEC,S1,S 1,30429,NEPOOL,COMELEC,S1STREETLIGHTING,S1,SCALAR,SMSEC,,MA,0.0,1885,Y,"('NEPOOL', 'COMELEC', 'S1')"
1686,30431,NEPOOL,COMELEC,S1,S-1,30431,NEPOOL,COMELEC,S1STREETLIGHTING,S1,SCALAR,SMSEC,,MA,0.0,1887,Y,"('NEPOOL', 'COMELEC', 'S1')"
1687,30322,NEPOOL,BECO,G1,G1,30322,NEPOOL,BECO,G1,G1,SCALAR,SMSEC,,MA,0.0,1504,Y,"('NEPOOL', 'BECO', 'G1')"
1688,30330,NEPOOL,BECO,G1,A 9,30330,NEPOOL,BECO,G1,G1,SCALAR,SMSEC,,MA,0.0,1735,Y,"('NEPOOL', 'BECO', 'G1')"
1689,30331,NEPOOL,BECO,G1,A-9,30331,NEPOOL,BECO,G1,G1,SCALAR,SMSEC,,MA,0.0,1736,Y,"('NEPOOL', 'BECO', 'G1')"
1690,30332,NEPOOL,BECO,G1,A9,30332,NEPOOL,BECO,G1,G1,SCALAR,SMSEC,,MA,0.0,1737,Y,"('NEPOOL', 'BECO', 'G1')"
1691,30333,NEPOOL,BECO,G1,B 1,30333,NEPOOL,BECO,G1,G1,SCALAR,SMSEC,,MA,0.0,1738,Y,"('NEPOOL', 'BECO', 'G1')"
1692,30334,NEPOOL,BECO,G1,B-1,30334,NEPOOL,BECO,G1,G1,SCALAR,SMSEC,,MA,0.0,1739,Y,"('NEPOOL', 'BECO', 'G1')"
1693,30335,NEPOOL,BECO,G1,B1,30335,NEPOOL,BECO,G1,G1,SCALAR,SMSEC,,MA,0.0,1740,Y,"('NEPOOL', 'BECO', 'G1')"
1694,30336,NEPOOL,BECO,G1,G 1,30336,NEPOOL,BECO,G1,G1,SCALAR,SMSEC,,MA,0.0,1741,Y,"('NEPOOL', 'BECO', 'G1')"
1695,30337,NEPOOL,BECO,G1,G-1,30337,NEPOOL,BECO,G1,G1,SCALAR,SMSEC,,MA,0.0,1742,Y,"('NEPOOL', 'BECO', 'G1')"
1696,30323,NEPOOL,BECO,G2,G2,30323,NEPOOL,BECO,G2COMMERCIAL,G2,SCALAR,SMSEC,,MA,0.0,1505,Y,"('NEPOOL', 'BECO', 'G2')"
1697,30338,NEPOOL,BECO,G2,B 2,30338,NEPOOL,BECO,G2COMMERCIAL,G2,SCALAR,SMSEC,,MA,0.0,1743,Y,"('NEPOOL', 'BECO', 'G2')"
1698,30338,NEPOOL,BECO,G2,B 2,30338,NEPOOL,BECO,G2INDUSTRIAL,G2,SCALAR,SMSEC,,MA,0.0,1744,X,"('NEPOOL', 'BECO', 'G2')"
1699,30339,NEPOOL,BECO,G2,B-2,30339,NEPOOL,BECO,G2COMMERCIAL,G2,SCALAR,SMSEC,,MA,0.0,1745,Y,"('NEPOOL', 'BECO', 'G2')"
1700,30339,NEPOOL,BECO,G2,B-2,30339,NEPOOL,BECO,G2INDUSTRIAL,G2,SCALAR,SMSEC,,MA,0.0,1746,X,"('NEPOOL', 'BECO', 'G2')"
1701,30340,NEPOOL,BECO,G2,B2,30340,NEPOOL,BECO,G2COMMERCIAL,G2,SCALAR,SMSEC,,MA,0.0,1747,Y,"('NEPOOL', 'BECO', 'G2')"
1702,30340,NEPOOL,BECO,G2,B2,30340,NEPOOL,BECO,G2INDUSTRIAL,G2,SCALAR,SMSEC,,MA,0.0,1748,X,"('NEPOOL', 'BECO', 'G2')"
1703,30341,NEPOOL,BECO,G2,G 2,30341,NEPOOL,BECO,G2COMMERCIAL,G2,SCALAR,SMSEC,,MA,0.0,1749,Y,"('NEPOOL', 'BECO', 'G2')"
1704,30341,NEPOOL,BECO,G2,G 2,30341,NEPOOL,BECO,G2INDUSTRIAL,G2,SCALAR,SMSEC,,MA,0.0,1750,X,"('NEPOOL', 'BECO', 'G2')"
1705,30342,NEPOOL,BECO,G2,G-2,30342,NEPOOL,BECO,G2COMMERCIAL,G2,SCALAR,SMSEC,,MA,0.0,1751,Y,"('NEPOOL', 'BECO', 'G2')"
1706,30342,NEPOOL,BECO,G2,G-2,30342,NEPOOL,BECO,G2INDUSTRIAL,G2,SCALAR,SMSEC,,MA,0.0,1752,X,"('NEPOOL', 'BECO', 'G2')"
1707,30323,NEPOOL,BECO,G2,G2,30323,NEPOOL,BECO,G2INDUSTRIAL,G2,SCALAR,SMSEC,,MA,0.0,1753,X,"('NEPOOL', 'BECO', 'G2')"
1708,49140,NEPOOL,BECO,G2,G2A,49140,NEPOOL,BECO,G2COMMERCIAL,G2,SCALAR,SMSEC,,MA,0.0,4240,Y,"('NEPOOL', 'BECO', 'G2')"
1709,49141,NEPOOL,BECO,G2,G1A,49141,NEPOOL,BECO,G2COMMERCIAL,G2,SCALAR,SMSEC,,MA,0.0,4241,Y,"('NEPOOL', 'BECO', 'G2')"
1710,30328,NEPOOL,BECO,T2,T2,30328,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0.0,1510,X,"('NEPOOL', 'BECO', 'T2')"
1711,30371,NEPOOL,BECO,T2,B 7,30371,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0.0,1789,X,"('NEPOOL', 'BECO', 'T2')"
1712,30371,NEPOOL,BECO,T2,B 7,30371,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0.0,1790,Y,"('NEPOOL', 'BECO', 'T2')"
1713,30372,NEPOOL,BECO,T2,B 8,30372,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0.0,1791,X,"('NEPOOL', 'BECO', 'T2')"
1714,30372,NEPOOL,BECO,T2,B 8,30372,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0.0,1792,Y,"('NEPOOL', 'BECO', 'T2')"
1715,30373,NEPOOL,BECO,T2,B-7,30373,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0.0,1793,X,"('NEPOOL', 'BECO', 'T2')"
1716,30373,NEPOOL,BECO,T2,B-7,30373,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0.0,1794,Y,"('NEPOOL', 'BECO', 'T2')"
1717,30374,NEPOOL,BECO,T2,B-8,30374,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0.0,1795,X,"('NEPOOL', 'BECO', 'T2')"
1718,30374,NEPOOL,BECO,T2,B-8,30374,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0.0,1796,Y,"('NEPOOL', 'BECO', 'T2')"
1719,30375,NEPOOL,BECO,T2,B7,30375,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0.0,1797,X,"('NEPOOL', 'BECO', 'T2')"
1720,30375,NEPOOL,BECO,T2,B7,30375,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0.0,1798,Y,"('NEPOOL', 'BECO', 'T2')"
1721,30376,NEPOOL,BECO,T2,B8,30376,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0.0,1799,X,"('NEPOOL', 'BECO', 'T2')"
1722,30376,NEPOOL,BECO,T2,B8,30376,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0.0,1800,Y,"('NEPOOL', 'BECO', 'T2')"
1723,30377,NEPOOL,BECO,T2,T 2,30377,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0.0,1801,X,"('NEPOOL', 'BECO', 'T2')"
1724,30377,NEPOOL,BECO,T2,T 2,30377,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0.0,1802,Y,"('NEPOOL', 'BECO', 'T2')"
1725,30378,NEPOOL,BECO,T2,T-2,30378,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0.0,1803,X,"('NEPOOL', 'BECO', 'T2')"
1726,30378,NEPOOL,BECO,T2,T-2,30378,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0.0,1804,Y,"('NEPOOL', 'BECO', 'T2')"
1727,30328,NEPOOL,BECO,T2,T2,30328,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0.0,1805,Y,"('NEPOOL', 'BECO', 'T2')"
1728,51278,NEPOOL,BECO,T2,G8,51278,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0.0,6379,N,"('NEPOOL', 'BECO', 'T2')"
1729,51279,NEPOOL,BECO,T2,G8,51279,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0.0,6380,Y,"('NEPOOL', 'BECO', 'T2')"
1730,51280,NEPOOL,BECO,T2,G9,51280,NEPOOL,BECO,IDR,T2,IDR,PRIMARY,,MA,0.0,6381,N,"('NEPOOL', 'BECO', 'T2')"
1731,51281,NEPOOL,BECO,T2,G9,51281,NEPOOL,BECO,IDR,T2,IDR,LGSEC,,MA,0.0,6382,Y,"('NEPOOL', 'BECO', 'T2')"
1732,30394,NEPOOL,CMBRDG,G5,36,30394,NEPOOL,CMBRDG,G5COMMSPACEHEATING,G5,SCALAR,LGSEC,,MA,0.0,1841,N,"('NEPOOL', 'CMBRDG', 'G5')"
1733,30395,NEPOOL,CMBRDG,G5,G 5,30395,NEPOOL,CMBRDG,G5COMMSPACEHEATING,G5,SCALAR,LGSEC,,MA,0.0,1842,N,"('NEPOOL', 'CMBRDG', 'G5')"
1734,40506,NYISO,CENTHUD,HT1,2,40506,NYISO,CENTHUD,HT1,235,SCALAR,SECONDARY,,NY,0.0,2011,X,"('NYISO', 'CENTHUD', '235')"
1735,40514,NYISO,CENTHUD,HT1,E235,40514,NYISO,CENTHUD,HT1,235,SCALAR,SECONDARY,,NY,0.0,2019,Y,"('NYISO', 'CENTHUD', '235')"
1736,40515,NYISO,CENTHUD,HT2,2,40515,NYISO,CENTHUD,HT2,235,SCALAR,SECONDARY,,NY,0.0,2027,X,"('NYISO', 'CENTHUD', '235')"
1737,40523,NYISO,CENTHUD,HT2,E235,40523,NYISO,CENTHUD,HT2,235,SCALAR,SECONDARY,,NY,0.0,2035,Y,"('NYISO', 'CENTHUD', '235')"
1738,40545,NYISO,CENTHUD,ND1,2,40545,NYISO,CENTHUD,ND1,235,SCALAR,SECONDARY,,NY,0.0,2083,X,"('NYISO', 'CENTHUD', '235')"
1739,40553,NYISO,CENTHUD,ND1,E235,40553,NYISO,CENTHUD,ND1,235,SCALAR,SECONDARY,,NY,0.0,2091,Y,"('NYISO', 'CENTHUD', '235')"
1740,40554,NYISO,CENTHUD,ND2,2,40554,NYISO,CENTHUD,ND2,235,SCALAR,SECONDARY,,NY,0.0,2099,X,"('NYISO', 'CENTHUD', '235')"
1741,40562,NYISO,CENTHUD,ND2,E235,40562,NYISO,CENTHUD,ND2,235,SCALAR,SECONDARY,,NY,0.0,2107,Y,"('NYISO', 'CENTHUD', '235')"
1742,40563,NYISO,CENTHUD,ND3,2,40563,NYISO,CENTHUD,ND3,235,SCALAR,SECONDARY,,NY,0.0,2115,X,"('NYISO', 'CENTHUD', '235')"
1743,40571,NYISO,CENTHUD,ND3,E235,40571,NYISO,CENTHUD,ND3,235,SCALAR,SECONDARY,,NY,0.0,2123,Y,"('NYISO', 'CENTHUD', '235')"
1744,40580,NYISO,CENTHUD,SD1,2,40580,NYISO,CENTHUD,SD1,235,SCALAR,SECONDARY,,NY,0.0,2145,X,"('NYISO', 'CENTHUD', '235')"
1745,40588,NYISO,CENTHUD,SD1,E235,40588,NYISO,CENTHUD,SD1,235,SCALAR,SECONDARY,,NY,0.0,2153,Y,"('NYISO', 'CENTHUD', '235')"
1746,40589,NYISO,CENTHUD,SD2,2,40589,NYISO,CENTHUD,SD2,235,SCALAR,SECONDARY,,NY,0.0,2161,X,"('NYISO', 'CENTHUD', '235')"
1747,40597,NYISO,CENTHUD,SD2,E235,40597,NYISO,CENTHUD,SD2,235,SCALAR,SECONDARY,,NY,0.0,2169,Y,"('NYISO', 'CENTHUD', '235')"
1748,40010,NYISO,CENTHUD,LGP,3,40010,NYISO,CENTHUD,IDR,303,IDR,PRIMARY,,NY,0.0,2036,X,"('NYISO', 'CENTHUD', '303')"
1749,40525,NYISO,CENTHUD,LGP,E303,40525,NYISO,CENTHUD,IDR,303,IDR,PRIMARY,,NY,0.0,2042,Y,"('NYISO', 'CENTHUD', '303')"
1750,40011,NYISO,CENTHUD,LGT,13,40011,NYISO,CENTHUD,IDR,355,IDR,TRANS,,NY,0.0,2061,X,"('NYISO', 'CENTHUD', '355')"
1751,40539,NYISO,CENTHUD,LGT,E355,40539,NYISO,CENTHUD,IDR,355,IDR,TRANS,,NY,0.0,2070,Y,"('NYISO', 'CENTHUD', '355')"
1752,40008,NYISO,CENTHUD,PD1,2,40008,NYISO,CENTHUD,PD1,245,SCALAR,PRIMARY,,NY,0.0,2125,X,"('NYISO', 'CENTHUD', '245')"
1753,40574,NYISO,CENTHUD,PD1,E245,40574,NYISO,CENTHUD,PD1,245,SCALAR,PRIMARY,,NY,0.0,2129,Y,"('NYISO', 'CENTHUD', '245')"
1754,40009,NYISO,CENTHUD,PD2,2,40009,NYISO,CENTHUD,PD2,245,SCALAR,PRIMARY,,NY,0.0,2132,X,"('NYISO', 'CENTHUD', '245')"
1755,40578,NYISO,CENTHUD,PD2,E245,40578,NYISO,CENTHUD,PD2,245,SCALAR,PRIMARY,,NY,0.0,2136,Y,"('NYISO', 'CENTHUD', '245')"
1756,50587,PJM,APSPA,GPC,WP-GS20D,50587,PJM,APSPA,GPC,WP-GS20D,SCALAR,SUBTRANSMISSION,WP_SUB,PA,0.0,5688,N,"('PJM', 'APSPA', 'WP-GS20D')"
1757,50588,PJM,APSPA,GSCS,WP-GS20D,50588,PJM,APSPA,GSCS,WP-GS20D,SCALAR,SECONDARY,WP_SEC,PA,0.0,5689,Y,"('PJM', 'APSPA', 'WP-GS20D')"
1758,50589,PJM,APSPA,GPC,WP-GS20D,50589,PJM,APSPA,GPC_IDR,WP-GS20D,IDR,SUBTRANSMISSION,WP_SUB,PA,0.0,5690,Y,"('PJM', 'APSPA', 'WP-GS20D')"
1759,50591,PJM,APSPA,GSCS,WP-GS20D,50591,PJM,APSPA,GSCS,WP-GS20D,SCALAR,PRIMARY,WP_PRI,PA,0.0,5692,Y,"('PJM', 'APSPA', 'WP-GS20D')"
