t,v
1/1/2019 0:00,155.640977
1/1/2019 1:00,153.1125336
1/1/2019 2:00,152.1011562
1/1/2019 3:00,153.1180906
1/1/2019 4:00,156.9246483
1/1/2019 5:00,168.0386855
1/1/2019 6:00,188.0495095
1/1/2019 7:00,204.7038943
1/1/2019 8:00,212.1502992
1/1/2019 9:00,213.6506942
1/1/2019 10:00,214.6954137
1/1/2019 11:00,213.0894353
1/1/2019 12:00,209.405132
1/1/2019 13:00,209.5662855
1/1/2019 14:00,205.0484294
1/1/2019 15:00,198.6912001
1/1/2019 16:00,194.3456116
1/1/2019 17:00,190.1834047
1/1/2019 18:00,184.3652062
1/1/2019 19:00,179.1471657
1/1/2019 20:00,175.0572
1/1/2019 21:00,169.966971
1/1/2019 22:00,162.3427415
1/1/2019 23:00,156.7412667
1/2/2019 0:00,152.645744
1/2/2019 1:00,149.2948618
1/2/2019 2:00,147.7277825
1/2/2019 3:00,148.0167475
1/2/2019 4:00,151.0842218
1/2/2019 5:00,161.4814036
1/2/2019 6:00,180.1641001
1/2/2019 7:00,198.3855641
1/2/2019 8:00,206.9878289
1/2/2019 9:00,209.5996277
1/2/2019 10:00,210.611005
1/2/2019 11:00,209.399575
1/2/2019 12:00,202.3977315
1/2/2019 13:00,200.2082662
1/2/2019 14:00,196.7295726
1/2/2019 15:00,191.4281768
1/2/2019 16:00,187.888356
1/2/2019 17:00,183.9651008
1/2/2019 18:00,178.1246743
1/2/2019 19:00,174.5681824
1/2/2019 20:00,170.6282562
1/2/2019 21:00,165.8714483
1/2/2019 22:00,158.9029469
1/2/2019 23:00,153.9183013
1/3/2019 0:00,150.3618093
1/3/2019 1:00,148.0723177
1/3/2019 2:00,146.7052911
1/3/2019 3:00,147.4332605
1/3/2019 4:00,150.3895944
1/3/2019 5:00,161.6370001
1/3/2019 6:00,182.7147717
1/3/2019 7:00,199.4802968
1/3/2019 8:00,207.7991536
1/3/2019 9:00,209.4551452
1/3/2019 10:00,210.6721322
1/3/2019 11:00,209.7329961
1/3/2019 12:00,206.6155087
1/3/2019 13:00,207.326807
1/3/2019 14:00,202.6811395
1/3/2019 15:00,193.0341552
1/3/2019 16:00,186.3601759
1/3/2019 17:00,182.9926226
1/3/2019 18:00,180.0863019
1/3/2019 19:00,176.5631521
1/3/2019 20:00,172.5454276
1/3/2019 21:00,167.1940187
1/3/2019 22:00,158.9529601
1/3/2019 23:00,153.0514064
1/4/2019 0:00,144.4057393
1/4/2019 1:00,141.9684889
1/4/2019 2:00,141.0968894
1/4/2019 3:00,141.1506919
1/4/2019 4:00,143.4910979
1/4/2019 5:00,154.0363754
1/4/2019 6:00,172.6789196
1/4/2019 7:00,187.991093
1/4/2019 8:00,195.3835478
1/4/2019 9:00,197.2827738
1/4/2019 10:00,199.0905356
1/4/2019 11:00,199.1766195
1/4/2019 12:00,196.6156236
1/4/2019 13:00,196.2820485
1/4/2019 14:00,191.6388982
1/4/2019 15:00,183.7407005
1/4/2019 16:00,178.8339183
1/4/2019 17:00,174.3252742
1/4/2019 18:00,168.1541347
1/4/2019 19:00,163.1020859
1/4/2019 20:00,159.0830439
1/4/2019 21:00,153.3799857
1/4/2019 22:00,145.4495065
1/4/2019 23:00,137.6104916
1/5/2019 0:00,133.182551
1/5/2019 1:00,130.9658907
1/5/2019 2:00,129.7230544
1/5/2019 3:00,128.5716822
1/5/2019 4:00,128.6254847
1/5/2019 5:00,132.0096579
1/5/2019 6:00,138.6919205
1/5/2019 7:00,140.9193414
1/5/2019 8:00,143.3996337
1/5/2019 9:00,144.6586107
1/5/2019 10:00,144.9007217
1/5/2019 11:00,143.582562
1/5/2019 12:00,141.5004077
1/5/2019 13:00,140.1553468
1/5/2019 14:00,138.3960071
1/5/2019 15:00,137.0886079
1/5/2019 16:00,138.0032493
1/5/2019 17:00,138.68116
1/5/2019 18:00,137.1424104
1/5/2019 19:00,135.0118339
1/5/2019 20:00,134.1240937
1/5/2019 21:00,132.2732899
1/5/2019 22:00,127.5225347
1/5/2019 23:00,124.5042181
1/6/2019 0:00,123.2829028
1/6/2019 1:00,122.8632437
1/6/2019 2:00,122.4597255
1/6/2019 3:00,122.4597255
1/6/2019 4:00,123.0407918
1/6/2019 5:00,124.8969758
1/6/2019 6:00,127.7431247
1/6/2019 7:00,128.8514549
1/6/2019 8:00,129.384099
1/6/2019 9:00,130.2503183
1/6/2019 10:00,131.3156065
1/6/2019 11:00,131.4877743
1/6/2019 12:00,130.3955848
1/6/2019 13:00,130.4493873
1/6/2019 14:00,130.0835307
1/6/2019 15:00,129.8145185
1/6/2019 16:00,132.1603048
1/6/2019 17:00,134.92575
1/6/2019 18:00,134.3608244
1/6/2019 19:00,132.9350598
1/6/2019 20:00,131.2779448
1/6/2019 21:00,129.5024644
1/6/2019 22:00,129.2226917
1/6/2019 23:00,129.5777878
1/7/2019 0:00,129.1473683
1/7/2019 1:00,128.8353142
1/7/2019 2:00,129.3679583
1/7/2019 3:00,129.7876173
1/7/2019 4:00,134.2693603
1/7/2019 5:00,147.5209003
1/7/2019 6:00,167.6483918
1/7/2019 7:00,184.7737073
1/7/2019 8:00,193.8340376
1/7/2019 9:00,197.0137616
1/7/2019 10:00,199.3972095
1/7/2019 11:00,198.9721703
1/7/2019 12:00,195.6364192
1/7/2019 13:00,195.9054314
1/7/2019 14:00,192.7902703
1/7/2019 15:00,186.7805382
1/7/2019 16:00,182.9444245
1/7/2019 17:00,179.31276
1/7/2019 18:00,174.2660915
1/7/2019 19:00,169.7789683
1/7/2019 20:00,166.2064865
1/7/2019 21:00,161.5956177
1/7/2019 22:00,154.8487922
1/7/2019 23:00,149.2318178
1/8/2019 0:00,145.9498692
1/8/2019 1:00,143.383493
1/8/2019 2:00,142.6571601
1/8/2019 3:00,142.8723698
1/8/2019 4:00,146.0897555
1/8/2019 5:00,157.2752821
1/8/2019 6:00,176.4450902
1/8/2019 7:00,192.4566952
1/8/2019 8:00,198.9506493
1/8/2019 9:00,200.8498753
1/8/2019 10:00,202.1518943
1/8/2019 11:00,200.8337346
1/8/2019 12:00,197.7562352
1/8/2019 13:00,198.2565979
1/8/2019 14:00,194.2752176
1/8/2019 15:00,187.770503
1/8/2019 16:00,182.9605652
1/8/2019 17:00,180.0982756
1/8/2019 18:00,175.0462268
1/8/2019 19:00,171.0702268
1/8/2019 20:00,167.277155
1/8/2019 21:00,162.1928248
1/8/2019 22:00,154.9133551
1/8/2019 23:00,148.8928625
1/9/2019 0:00,144.6908922
1/9/2019 1:00,142.0599531
1/9/2019 2:00,140.5158231
1/9/2019 3:00,140.44588
1/9/2019 4:00,141.7317582
1/9/2019 5:00,153.5306325
1/9/2019 6:00,173.0716774
1/9/2019 7:00,189.9979239
1/9/2019 8:00,198.1382325
1/9/2019 9:00,200.645426
1/9/2019 10:00,202.3133016
1/9/2019 11:00,201.5170255
1/9/2019 12:00,198.4718076
1/9/2019 13:00,198.369583
1/9/2019 14:00,194.5765112
1/9/2019 15:00,189.051001
1/9/2019 16:00,184.2787249
1/9/2019 17:00,181.2281267
1/9/2019 18:00,176.2298804
1/9/2019 19:00,172.0817126
1/9/2019 20:00,168.3424432
1/9/2019 21:00,163.2096908
1/9/2019 22:00,156.3714011
1/9/2019 23:00,151.2763104
1/10/2019 0:00,146.6493009
1/10/2019 1:00,143.8892359
1/10/2019 2:00,142.6786811
1/10/2019 3:00,142.8831303
1/10/2019 4:00,146.100516
1/10/2019 5:00,157.3936474
1/10/2019 6:00,176.8324677
1/10/2019 7:00,193.3605762
1/10/2019 8:00,201.4040404
1/10/2019 9:00,203.3355479
1/10/2019 10:00,205.6329119
1/10/2019 11:00,204.1587251
1/10/2019 12:00,201.3233367
1/10/2019 13:00,201.4686033
1/10/2019 14:00,198.0360079
1/10/2019 15:00,191.8379672
1/10/2019 16:00,187.0818318
1/10/2019 17:00,184.4831741
1/10/2019 18:00,179.6086734
1/10/2019 19:00,175.7187573
1/10/2019 20:00,172.2108384
1/10/2019 21:00,167.5085055
1/10/2019 22:00,160.3151197
1/10/2019 23:00,154.8272712
1/11/2019 0:00,151.3623943
1/11/2019 1:00,148.4301615
1/11/2019 2:00,147.5209003
1/11/2019 3:00,148.2579937
1/11/2019 4:00,150.9158341
1/11/2019 5:00,161.0145514
1/11/2019 6:00,180.1466978
1/11/2019 7:00,195.8193475
1/11/2019 8:00,203.3678293
1/11/2019 9:00,205.4230824
1/11/2019 10:00,205.8535019
1/11/2019 11:00,203.8143895
1/11/2019 12:00,200.1289227
1/11/2019 13:00,198.8053827
1/11/2019 14:00,193.2852527
1/11/2019 15:00,185.6345463
1/11/2019 16:00,180.4318507
1/11/2019 17:00,177.4673364
1/11/2019 18:00,172.8887491
1/11/2019 19:00,168.5953147
1/11/2019 20:00,164.9475095
1/11/2019 21:00,159.3251549
1/11/2019 22:00,150.5284565
1/11/2019 23:00,143.6094632
1/12/2019 0:00,139.3106486
1/12/2019 1:00,136.9325809
1/12/2019 2:00,135.4745348
1/12/2019 3:00,134.3177825
1/12/2019 4:00,134.3877256
1/12/2019 5:00,137.8741235
1/12/2019 6:00,143.3781127
1/12/2019 7:00,145.2880992
1/12/2019 8:00,147.8598557
1/12/2019 9:00,149.4631683
1/12/2019 10:00,149.5062103
1/12/2019 11:00,147.6930681
1/12/2019 12:00,144.2873739
1/12/2019 13:00,142.0384321
1/12/2019 14:00,140.4835417
1/12/2019 15:00,138.7941452
1/12/2019 16:00,138.4928515
1/12/2019 17:00,140.5803861
1/12/2019 18:00,139.2568461
1/12/2019 19:00,137.2876769
1/12/2019 20:00,135.6897446
1/12/2019 21:00,133.4730842
1/12/2019 22:00,128.4748379
1/12/2019 23:00,124.9292573
1/13/2019 0:00,122.890145
1/13/2019 1:00,122.2875577
1/13/2019 2:00,121.7441531
1/13/2019 3:00,121.4751409
1/13/2019 4:00,122.007785
1/13/2019 5:00,123.3528459
1/13/2019 6:00,126.0375875
1/13/2019 7:00,127.6139989
1/13/2019 8:00,128.8299339
1/13/2019 9:00,129.3356768
1/13/2019 10:00,130.1696146
1/13/2019 11:00,131.1326782
1/13/2019 12:00,130.928229
1/13/2019 13:00,131.4339719
1/13/2019 14:00,131.4178311
1/13/2019 15:00,131.3102263
1/13/2019 16:00,133.0857067
1/13/2019 17:00,134.6244563
1/13/2019 18:00,133.1126079
1/13/2019 19:00,130.8744265
1/13/2019 20:00,129.3195361
1/13/2019 21:00,127.3127052
1/13/2019 22:00,126.844624
1/13/2019 23:00,126.9307079
1/14/2019 0:00,126.7908216
1/14/2019 1:00,126.2151355
1/14/2019 2:00,127.065214
1/14/2019 3:00,128.3403318
1/14/2019 4:00,133.3224374
1/14/2019 5:00,146.143558
1/14/2019 6:00,166.658427
1/14/2019 7:00,185.5215612
1/14/2019 8:00,195.7763055
1/14/2019 9:00,200.0912609
1/14/2019 10:00,202.7114396
1/14/2019 11:00,202.7760025
1/14/2019 12:00,201.108127
1/14/2019 13:00,202.1572745
1/14/2019 14:00,197.8746006
1/14/2019 15:00,191.4936316
1/14/2019 16:00,187.3078021
1/14/2019 17:00,182.6269901
1/14/2019 18:00,176.8755096
1/14/2019 19:00,172.3830062
1/14/2019 20:00,169.2248032
1/14/2019 21:00,163.63473
1/14/2019 22:00,156.2530358
1/14/2019 23:00,150.4208517
1/15/2019 0:00,146.3856689
1/15/2019 1:00,143.0929598
1/15/2019 2:00,142.2321208
1/15/2019 3:00,141.8555038
1/15/2019 4:00,144.7393144
1/15/2019 5:00,155.1500858
1/15/2019 6:00,175.5842512
1/15/2019 7:00,193.1130849
1/15/2019 8:00,201.4148009
1/15/2019 9:00,204.4546385
1/15/2019 10:00,206.827326
1/15/2019 11:00,206.3753855
1/15/2019 12:00,203.9865573
1/15/2019 13:00,203.868192
1/15/2019 14:00,200.2096263
1/15/2019 15:00,193.6295883
1/15/2019 16:00,189.1370849
1/15/2019 17:00,184.5262161
1/15/2019 18:00,178.4788222
1/15/2019 19:00,174.8686788
1/15/2019 20:00,170.3438939
1/15/2019 21:00,165.6200399
1/15/2019 22:00,158.1199803
1/15/2019 23:00,152.018784
1/16/2019 0:00,151.4969004
1/16/2019 1:00,148.3440776
1/16/2019 2:00,147.2196067
1/16/2019 3:00,147.3056906
1/16/2019 4:00,150.119558
1/16/2019 5:00,161.1329168
1/16/2019 6:00,181.0720997
1/16/2019 7:00,196.9976209
1/16/2019 8:00,205.3746602
1/16/2019 9:00,207.6020811
1/16/2019 10:00,208.9579025
1/16/2019 11:00,207.8603328
1/16/2019 12:00,204.7720729
1/16/2019 13:00,205.3854207
1/16/2019 14:00,200.8068334
1/16/2019 15:00,194.3344003
1/16/2019 16:00,190.0194449
1/16/2019 17:00,186.0273041
1/16/2019 18:00,180.5824975
1/16/2019 19:00,176.4935123
1/16/2019 20:00,172.4421889
1/16/2019 21:00,167.2825352
1/16/2019 22:00,159.8255176
1/16/2019 23:00,154.0148544
1/17/2019 0:00,150.0065729
