CUSTOMERNAME,CUSTOMERID,LDC_ACCOUNT,ACCOUNTID,JURISCODE,PROFILECODE,METERTYPE,LOSSCODE,ZONECODE,STARTTIME,STOPTIME,USAGE,PEAK,CAPTAG_STARTTIME,CAPTAG_STOPTIME,CAPTAG_DELTA,CUR_CAPTAG
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007911770000541877,PJM_ATSIOE_08007911770000541877,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"63,600.41",15.59,6/1/2018,5/31/2019,-0.3989,11.0419
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005870925000364042,PJM_ATSICE_08005870925000364042,OH,CE_C1,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"4,513.36",0.90,6/1/2018,5/31/2019,-0.1210,0.7433
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037513045000065050,PJM_ATSIOE_08037513045000065050,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,587.96",0.62,6/1/2018,5/31/2019,-0.3685,0.1089
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005696525000162333,PJM_ATSICE_08005696525000162333,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"8,082.40",4.10,6/1/2018,5/31/2019,0.0246,0.0314
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006153653000003429,PJM_ATSITE_08006153653000003429,OH,TE_C2,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"1,035,689.27",493.82,6/1/2018,5/31/2019,-194.9193,233.1271
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007176271900101443,PJM_ATSICE_08007176271900101443,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"21,634.82",8.40,6/1/2018,5/31/2019,-4.8002,3.3339
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005071270001317394,PJM_ATSIOE_08005071270001317394,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,700.67",3.15,6/1/2018,5/31/2019,-0.9145,0.0031
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005519560001400914,PJM_ATSIOE_08005519560001400914,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"12,659.79",7.86,6/1/2018,5/31/2019,-0.1824,0.2717
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08008046775000244814,PJM_ATSICE_08008046775000244814,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"19,342.28",11.55,6/1/2018,5/31/2019,-4.9531,2.6097
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08012000071060002899,PJM_ATSICE_08012000071060002899,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"15,917.40",5.42,6/1/2018,5/31/2019,-0.7621,0.289
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517271140000848,PJM_ATSICE_08037517271140000848,OH,CE_C3,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"2,133,418.31",495.12,6/1/2018,5/31/2019,-195.8571,400.6254
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517275001418328,PJM_ATSICE_08037517275001418328,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"69,430.77",29.90,6/1/2018,5/31/2019,-0.8847,11.46
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037543830000951037,PJM_ATSIOE_08037543830000951037,OH,OE_C1,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"122,239.05",32.38,6/1/2018,5/31/2019,-11.3940,21.7051
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007481630000675588,PJM_ATSIOE_08007481630000675588,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"298,315.36",121.13,6/1/2018,5/31/2019,-9.5170,83.4557
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037532101310000280,PJM_ATSICE_08037532101310000280,OH,CE_C3,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"303,181.45",68.83,6/1/2018,5/31/2019,-23.5643,46.9718
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08008045930000649474,PJM_ATSIOE_08008045930000649474,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"9,802.11",6.40,6/1/2018,5/31/2019,-3.0609,1.7181
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037546462550008020,PJM_ATSITE_08037546462550008020,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"288,891.01",106.11,6/1/2018,5/31/2019,-19.1969,71.9454
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007829470000485487,PJM_ATSIOE_08007829470000485487,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"16,633.52",14.56,6/1/2018,5/31/2019,-7.9151,2.089
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006221910000188969,PJM_ATSIOE_08006221910000188969,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"18,663.83",16.13,6/1/2018,5/31/2019,-0.7738,1.4879
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004738872030021380,PJM_ATSITE_08004738872030021380,OH,TE_CG,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"37,938.79",11.43,6/1/2018,5/31/2019,1.0279,5.0336
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037544800000988189,PJM_ATSIOE_08037544800000988189,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"473,928.65",146.25,6/1/2018,5/31/2019,-31.2576,79.1107
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005519822850028558,PJM_ATSITE_08005519822850028558,OH,TE_CG,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"1,110.29",0.59,6/1/2018,5/31/2019,-0.1887,0.0312
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007049380000207264,PJM_ATSIOE_08007049380000207264,OH,OE_C3,N,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"1,355,638.56",297.95,6/1/2018,5/31/2019,-59.7064,231.8262
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037542791970001018,PJM_ATSICE_08037542791970001018,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"173,790.67",39.06,6/1/2018,5/31/2019,-20.0465,20.3717
ROCKY RIVER CITY SCHOOL DISTRICT,1-J1XUOV,08037554751040000207,PJM_ATSICE_08037554751040000207,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"473,134.24",186.27,6/1/2018,5/31/2019,-81.1416,85.8778
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08021766390000628805,PJM_ATSIOE_08021766390000628805,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,114.29",1.13,6/1/2018,5/31/2019,-0.4974,0.3259
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006686310000739663,PJM_ATSIOE_08006686310000739663,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"4,321.29",5.59,6/1/2018,5/31/2019,-2.2121,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037544480000601619,PJM_ATSIOE_08037544480000601619,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"630,614.98",225.80,6/1/2018,5/31/2019,-95.4405,100.1915
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007049380000207221,PJM_ATSIOE_08007049380000207221,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,896.97,0.73,6/1/2018,5/31/2019,0.5234,0.8725
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037523990000628975,PJM_ATSIOE_08037523990000628975,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"33,148.41",11.69,6/1/2018,5/31/2019,-0.3624,5.9644
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005953161360095490,PJM_ATSICE_08005953161360095490,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"43,400.00",12.51,6/1/2018,5/31/2019,0.3875,9.9958
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005691265000234290,PJM_ATSITE_08005691265000234290,OH,TE_C2,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"1,008,396.51",404.60,6/1/2018,5/31/2019,-45.2104,263.5356
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08028967245000219100,PJM_ATSIOE_08028967245000219100,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,611.88,0.16,6/1/2018,5/31/2019,-0.0058,0.1263
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08008335272480007080,PJM_ATSITE_08008335272480007080,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"15,417.25",7.12,6/1/2018,5/31/2019,-0.6555,5.1904
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037508391550000550,PJM_ATSICE_08037508391550000550,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"366,294.75",87.00,6/1/2018,5/31/2019,-31.2707,42.2077
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006157560000150185,PJM_ATSIOE_08006157560000150185,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"37,466.67",46.64,6/1/2018,5/31/2019,-2.0893,1.0032
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545550000739660,PJM_ATSIOE_08037545550000739660,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"24,910.84",11.75,6/1/2018,5/31/2019,-2.3399,6.1999
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037524761140001023,PJM_ATSICE_08037524761140001023,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"182,800.63",40.44,6/1/2018,5/31/2019,-12.5594,30.2734
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037524795001310174,PJM_ATSICE_08037524795001310174,OH,CE_C1,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"46,965.26",14.13,6/1/2018,5/31/2019,-1.9635,6.3517
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037526201560000483,PJM_ATSICE_08037526201560000483,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"284,625.02",97.42,6/1/2018,5/31/2019,1.7788,37.8818
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517335001300666,PJM_ATSIOE_08037517335001300666,OH,OE_C1,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"63,948.09",21.08,6/1/2018,5/31/2019,-0.7599,2.2938
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08019864700001447209,PJM_ATSIOE_08019864700001447209,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,468.29",1.42,6/1/2018,5/31/2019,-0.1198,0.1161
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037508312750002474,PJM_ATSITE_08037508312750002474,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"521,359.68",161.16,6/1/2018,5/31/2019,-6.9525,106.9856
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516922260013806,PJM_ATSITE_08037516922260013806,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"853,786.47",273.29,6/1/2018,5/31/2019,-67.3037,138.5837
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037525825000031324,PJM_ATSITE_08037525825000031324,OH,TE_CG,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"89,390.32",30.21,6/1/2018,5/31/2019,-6.2783,1.981
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005957351120001879,PJM_ATSICE_08005957351120001879,OH,CE_C3,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"190,092.73",50.75,6/1/2018,5/31/2019,-8.3765,46.3269
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037544785000017649,PJM_ATSIOE_08037544785000017649,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"61,746.32",24.56,6/1/2018,5/31/2019,0.2721,18.8229
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545982530090333,PJM_ATSITE_08037545982530090333,OH,TE_C1,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"82,255.12",21.73,6/1/2018,5/31/2019,-2.4792,7.0502
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08038864725000289049,PJM_ATSITE_08038864725000289049,OH,TE_CG,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"1,259,803.62",245.86,6/1/2018,5/31/2019,-67.1458,221.7883
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037522120001366429,PJM_ATSIOE_08037522120001366429,OH,OE_C2,N,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"1,656,155.15",564.15,6/1/2018,5/31/2019,-205.8571,232.6995
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08008045930001509210,PJM_ATSIOE_08008045930001509210,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,308.46,0.57,6/1/2018,5/31/2019,0.1673,0.2536
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037526540000711828,PJM_ATSIOE_08037526540000711828,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"288,375.34",88.26,6/1/2018,5/31/2019,-12.2950,46.1119
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005954815000050386,PJM_ATSICE_08005954815000050386,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"6,564.56",2.12,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006585010001526290,PJM_ATSIOE_08006585010001526290,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,157.85,0.21,6/1/2018,5/31/2019,0.1134,0.1968
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006221910000185785,PJM_ATSIOE_08006221910000185785,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"14,732.21",7.29,6/1/2018,5/31/2019,-2.4727,3.2046
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037532660001111667,PJM_ATSIOE_08037532660001111667,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"21,244.44",8.91,6/1/2018,5/31/2019,-2.8741,2.2013
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006689093000007382,PJM_ATSITE_08006689093000007382,OH,TE_SL,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"13,702.23",11.68,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006516750000527682,PJM_ATSIOE_08006516750000527682,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"10,120.76",6.25,6/1/2018,5/31/2019,-0.3874,0.9981
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006157565000128753,PJM_ATSIOE_08006157565000128753,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,431,535.85",591.25,6/1/2018,5/31/2019,-248.3747,217.5094
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006159435000015040,PJM_ATSIOE_08006159435000015040,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"5,645.63",1.67,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006776930000585818,PJM_ATSIOE_08006776930000585818,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"25,068.47",8.40,6/1/2018,5/31/2019,-0.9486,4.8418
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006777910000846044,PJM_ATSIOE_08006777910000846044,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,55.69,0.02,6/1/2018,5/31/2019,0.0047,0.012
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037546042270022545,PJM_ATSITE_08037546042270022545,OH,TE_C3,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"2,191,183.89",548.47,6/1/2018,5/31/2019,-147.3092,431.1074
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005610552450000972,PJM_ATSITE_08005610552450000972,OH,TE_CS,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"7,074.72",5.00,6/1/2018,5/31/2019,-1.5861,3.3898
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004766690001356770,PJM_ATSIOE_08004766690001356770,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"8,360.79",3.77,6/1/2018,5/31/2019,-0.8998,0.6124
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007330510001162169,PJM_ATSIOE_08007330510001162169,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"5,953.40",3.97,6/1/2018,5/31/2019,-1.9656,0.7435
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08008045930000649468,PJM_ATSIOE_08008045930000649468,OH,OE_C1,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"41,184.68",9.34,6/1/2018,5/31/2019,-0.3813,4.333
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037529050001530229,PJM_ATSIOE_08037529050001530229,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,197,666.00",402.30,6/1/2018,5/31/2019,-93.1481,237.7856
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004639030000538323,PJM_ATSIOE_08004639030000538323,OH,OE_C2,N,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"315,919.17",92.98,6/1/2018,5/31/2019,-19.9745,48.0244
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005958805000295945,PJM_ATSICE_08005958805000295945,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"33,106.90",15.90,6/1/2018,5/31/2019,-0.9891,2.6051
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006570825000025336,PJM_ATSIOE_08006570825000025336,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"2,018.11",0.60,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006516755000103176,PJM_ATSIOE_08006516755000103176,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,100.33,0.04,6/1/2018,5/31/2019,-0.0196,0.0039
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005870925000043983,PJM_ATSICE_08005870925000043983,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"13,882.38",4.12,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005959265000048976,PJM_ATSICE_08005959265000048976,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"6,420.98",1.97,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545630001533298,PJM_ATSIOE_08037545630001533298,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"5,124.36",2.07,6/1/2018,5/31/2019,0.3430,1.4824
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516922250020071,PJM_ATSITE_08037516922250020071,OH,TE_C2,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"2,447,840.19",904.13,6/1/2018,5/31/2019,-148.6201,530.3662
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006223632750028167,PJM_ATSITE_08006223632750028167,OH,TE_CG,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"8,757.10",1.99,6/1/2018,5/31/2019,-0.3918,1.7406
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08024023030000681575,PJM_ATSIOE_08024023030000681575,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"30,537.23",11.11,6/1/2018,5/31/2019,-0.9718,5.3117
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006052495000053921,PJM_ATSICE_08006052495000053921,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"27,538.76",8.54,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005957855000047022,PJM_ATSICE_08005957855000047022,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"12,460.29",3.76,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037512275001382433,PJM_ATSIOE_08037512275001382433,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"719,402.62",254.97,6/1/2018,5/31/2019,-148.8332,19.3335
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005897270000449667,PJM_ATSIOE_08005897270000449667,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"92,125.96",30.92,6/1/2018,5/31/2019,-6.1226,18.7982
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037544800001398341,PJM_ATSIOE_08037544800001398341,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"6,865.25",2.73,6/1/2018,5/31/2019,0.3172,1.5456
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007979805000045007,PJM_ATSICE_08007979805000045007,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"7,952.02",2.40,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005149171990100513,PJM_ATSICE_08005149171990100513,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,4.99,0.01,6/1/2018,5/31/2019,-0.0025,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037554781100000711,PJM_ATSICE_08037554781100000711,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"96,591.21",33.48,6/1/2018,5/31/2019,-22.0359,14.5784
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08008110891140068123,PJM_ATSICE_08008110891140068123,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"2,168.62",1.71,6/1/2018,5/31/2019,-1.3608,0.1933
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037532952370032872,PJM_ATSITE_08037532952370032872,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"199,075.66",69.17,6/1/2018,5/31/2019,18.8174,55.1918
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037506510001506453,PJM_ATSIOE_08037506510001506453,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"2,277,451.42",761.27,6/1/2018,5/31/2019,-79.0228,560.6871
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037554811490001087,PJM_ATSICE_08037554811490001087,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"384,985.62",96.55,6/1/2018,5/31/2019,-33.5109,61.8531
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005957851820080629,PJM_ATSICE_08005957851820080629,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"39,547.11",13.49,6/1/2018,5/31/2019,0.0556,1.7407
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539250000458402,PJM_ATSIOE_08037539250000458402,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"115,077.90",47.55,6/1/2018,5/31/2019,-20.6209,15.993
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037521591980001880,PJM_ATSICE_08037521591980001880,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"401,923.91",122.30,6/1/2018,5/31/2019,-33.3021,80.5337
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037522770000685016,PJM_ATSIOE_08037522770000685016,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"298,999.02",70.90,6/1/2018,5/31/2019,-16.4815,39.1566
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037532720001555425,PJM_ATSIOE_08037532720001555425,OH,OE_C1,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,049,430.76",211.90,6/1/2018,5/31/2019,-39.3546,187.9537
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037503735000035496,PJM_ATSICE_08037503735000035496,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"4,117.25",0.93,6/1/2018,5/31/2019,-0.2001,0.7682
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005612610000609091,PJM_ATSIOE_08005612610000609091,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"9,462.05",4.02,6/1/2018,5/31/2019,0.1210,2.4282
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037522770000704754,PJM_ATSIOE_08037522770000704754,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"256,718.59",76.56,6/1/2018,5/31/2019,-12.7499,29.642
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08020006065000090177,PJM_ATSIOE_08020006065000090177,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"220,857.87",106.37,6/1/2018,5/31/2019,-2.7997,28.9469
