CUSTOMERNAME,CUSTOMERID,LDC_ACCOUNT,ACCOUNTID,JURISCODE,PROFILECODE,METERTYPE,LOSSCODE,ZONECODE,STARTTIME,STOPTIME,USAGE,PEAK,CAPTAG_STARTTIME,CAPTAG_STOPTIME,CAPTAG_DELTA,CUR_CAPTAG
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516932650011190,PJM_ATSITE_08037516932650011190,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"82,968.29",32.06,6/1/2018,5/31/2019,-10.3273,13.2222
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005695735000036595,PJM_ATSICE_08005695735000036595,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"4,480.99",1.39,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08008177155000105751,PJM_ATSIOE_08008177155000105751,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"2,587.93",0.80,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517600000591838,PJM_ATSIOE_08037517600000591838,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"247,310.00",60.55,6/1/2018,5/31/2019,-26.3376,32.6653
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037526460001318893,PJM_ATSIOE_08037526460001318893,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"401,387.72",184.63,6/1/2018,5/31/2019,-13.1185,38.2555
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007312875000043471,PJM_ATSICE_08007312875000043471,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"3,996.29",1.22,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516935000125603,PJM_ATSITE_08037516935000125603,OH,TE_C2,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"4,602,383.95","1,728.54",6/1/2018,5/31/2019,-393.9186,1045.3699
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037525822120020279,PJM_ATSITE_08037525822120020279,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"94,527.95",33.93,6/1/2018,5/31/2019,-7.4000,21.2648
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545982380093345,PJM_ATSITE_08037545982380093345,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"117,626.57",33.46,6/1/2018,5/31/2019,-6.9276,21.9542
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006125271600001960,PJM_ATSICE_08006125271600001960,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"20,133.74",9.43,6/1/2018,5/31/2019,-3.9690,3.3638
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539265001349736,PJM_ATSIOE_08037539265001349736,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"735,871.61",253.19,6/1/2018,5/31/2019,-74.4195,105.103
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007049385000078585,PJM_ATSIOE_08007049385000078585,OH,OE_TL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,215.53,0.03,6/1/2018,5/31/2019,-0.0001,0.0299
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037555380001051650,PJM_ATSIOE_08037555380001051650,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"232,771.96",69.61,6/1/2018,5/31/2019,-11.9142,27.7343
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005798525000046591,PJM_ATSICE_08005798525000046591,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"5,136.54",1.56,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005953165000050472,PJM_ATSICE_08005953165000050472,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"5,910.74",1.84,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005071270001163515,PJM_ATSIOE_08005071270001163515,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"38,307.07",13.48,6/1/2018,5/31/2019,-4.1861,2.6383
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08028789765000075675,PJM_ATSICE_08028789765000075675,OH,CE_TL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"1,227.64",0.15,6/1/2018,5/31/2019,-0.0014,0.1693
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037526194000014678,PJM_ATSICE_08037526194000014678,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"1,391,077.56",496.81,6/1/2018,5/31/2019,-117.4736,291.0936
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08022271215000019196,PJM_ATSIOE_08022271215000019196,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"2,587.52",0.83,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037538990000582547,PJM_ATSIOE_08037538990000582547,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"609,217.51",176.42,6/1/2018,5/31/2019,-40.2536,99.6966
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516902830001515,PJM_ATSITE_08037516902830001515,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"1,157,888.86",392.31,6/1/2018,5/31/2019,-129.9361,153.61
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516932250000698,PJM_ATSITE_08037516932250000698,OH,TE_C2,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"43,013.48",15.77,6/1/2018,5/31/2019,-4.8542,7.7802
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037532685001242479,PJM_ATSIOE_08037532685001242479,OH,OE_C1,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"708,434.22",142.68,6/1/2018,5/31/2019,-37.0508,108.7645
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006859645000330466,PJM_ATSITE_08006859645000330466,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,627.62,0.91,6/1/2018,5/31/2019,-0.4941,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006052961540023539,PJM_ATSICE_08006052961540023539,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"59,566.40",16.29,6/1/2018,5/31/2019,-2.3341,7.0585
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007312875000040047,PJM_ATSICE_08007312875000040047,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"2,018.31",0.60,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005210495000325868,PJM_ATSIOE_08005210495000325868,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,222.38",0.56,6/1/2018,5/31/2019,0.1482,0.3836
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516932430027771,PJM_ATSITE_08037516932430027771,OH,TE_C2,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"799,450.96",303.32,6/1/2018,5/31/2019,-119.7025,133.1315
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037512190000561693,PJM_ATSIOE_08037512190000561693,OH,OE_C3,N,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"597,992.48",128.50,6/1/2018,5/31/2019,-48.7855,70.3001
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007049380000204957,PJM_ATSIOE_08007049380000204957,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"171,584.42",100.36,6/1/2018,5/31/2019,-22.4960,21.5866
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037513340000839643,PJM_ATSIOE_08037513340000839643,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"674,599.55",276.66,6/1/2018,5/31/2019,-81.6989,143.3985
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005699415000048028,PJM_ATSICE_08005699415000048028,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"24,205.61",7.19,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004767060000805788,PJM_ATSIOE_08004767060000805788,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"152,224.53",51.61,6/1/2018,5/31/2019,-10.5332,16.8766
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037506540000687404,PJM_ATSIOE_08037506540000687404,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"21,308.39",19.67,6/1/2018,5/31/2019,0.6045,1.3374
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007045425000025763,PJM_ATSIOE_08007045425000025763,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"2,526.96",0.75,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005149171210027842,PJM_ATSICE_08005149171210027842,OH,CE_CS,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"43,777.11",19.23,6/1/2018,5/31/2019,-6.1560,12.3202
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005691265000122382,PJM_ATSITE_08005691265000122382,OH,TE_C2,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"1,065,920.28",387.37,6/1/2018,5/31/2019,-53.7221,267.1989
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037524791140000989,PJM_ATSICE_08037524791140000989,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"498,011.72",175.73,6/1/2018,5/31/2019,-59.0641,84.8651
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037545982500030303,PJM_ATSITE_08037545982500030303,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"553,244.63",173.88,6/1/2018,5/31/2019,-45.4968,96.3574
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004974124000016981,PJM_ATSICE_08004974124000016981,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"16,077.18",6.02,6/1/2018,5/31/2019,-4.0929,1.3604
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037521605000110433,PJM_ATSICE_08037521605000110433,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"2,149,997.06",768.94,6/1/2018,5/31/2019,-251.7792,368.5371
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005953165000050375,PJM_ATSICE_08005953165000050375,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"3,096.78",0.99,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006682195000020463,PJM_ATSIOE_08006682195000020463,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"4,482.21",1.45,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037554781500000717,PJM_ATSICE_08037554781500000717,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"181,052.98",67.67,6/1/2018,5/31/2019,6.4029,40.1595
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037516932190009862,PJM_ATSITE_08037516932190009862,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"319,672.84",91.06,6/1/2018,5/31/2019,-8.6170,68.8151
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037523591610094039,PJM_ATSICE_08037523591610094039,OH,CE_C3,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"164,065.62",61.35,6/1/2018,5/31/2019,-2.7242,6.6273
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005617470000692683,PJM_ATSIOE_08005617470000692683,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,761.18",0.53,6/1/2018,5/31/2019,0.7716,1.1524
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037508391470064680,PJM_ATSICE_08037508391470064680,OH,CE_CS,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"3,212.73",2.33,6/1/2018,5/31/2019,-2.9564,0.466
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08004880960001423611,PJM_ATSIOE_08004880960001423611,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"246,723.49",194.77,6/1/2018,5/31/2019,-95.0747,59.6424
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08011719805000043961,PJM_ATSICE_08011719805000043961,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"2,018.35",0.61,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006583665000018500,PJM_ATSIOE_08006583665000018500,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"28,290.79",8.77,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007423092710017130,PJM_ATSITE_08007423092710017130,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"327,763.91",104.58,6/1/2018,5/31/2019,-12.9143,63.4405
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037546462470022163,PJM_ATSITE_08037546462470022163,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"110,189.52",34.28,6/1/2018,5/31/2019,-6.8492,23.8624
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037522770000703449,PJM_ATSIOE_08037522770000703449,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"173,093.92",52.76,6/1/2018,5/31/2019,-7.2181,25.1099
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005696321500000685,PJM_ATSICE_08005696321500000685,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"144,835.15",37.39,6/1/2018,5/31/2019,-2.9889,36.2744
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007808535000113446,PJM_ATSIOE_08007808535000113446,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"100,787.46",33.04,6/1/2018,5/31/2019,-3.8623,18.657
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005691265000307056,PJM_ATSITE_08005691265000307056,OH,TE_C2,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"988,829.17",448.02,6/1/2018,5/31/2019,-133.3566,163.7684
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005956955000049996,PJM_ATSICE_08005956955000049996,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"7,826.39",2.42,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037554781530000682,PJM_ATSICE_08037554781530000682,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"2,121,283.23",687.60,6/1/2018,5/31/2019,-96.7457,421.9422
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037503721060001825,PJM_ATSICE_08037503721060001825,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"479,368.92",133.04,6/1/2018,5/31/2019,-7.4420,136.5935
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037506515000265546,PJM_ATSIOE_08037506515000265546,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"175,539.04",57.37,6/1/2018,5/31/2019,-20.4975,21.8543
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007979801190095527,PJM_ATSICE_08007979801190095527,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"63,557.60",34.25,6/1/2018,5/31/2019,1.2955,2.3622
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037539030000527684,PJM_ATSIOE_08037539030000527684,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"287,413.86",91.95,6/1/2018,5/31/2019,-15.1608,38.7008
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007578740001463047,PJM_ATSIOE_08007578740001463047,OH,OE_TL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,92.54,0.03,6/1/2018,5/31/2019,0.0016,0.0031
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037542341390000238,PJM_ATSICE_08037542341390000238,OH,CE_C3,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"1,245,396.77",293.63,6/1/2018,5/31/2019,0.0229,252.5484
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037525822120020283,PJM_ATSITE_08037525822120020283,OH,TE_C2,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"196,290.69",66.17,6/1/2018,5/31/2019,-17.6098,37.0743
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037522110000806015,PJM_ATSIOE_08037522110000806015,OH,OE_C2,N,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"651,408.55",220.60,6/1/2018,5/31/2019,-26.2424,83.0058
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037529845000338344,PJM_ATSITE_08037529845000338344,OH,TE_C1,N,PRIMARY,FEOHIOTE,6/1/19,5/31/20,"1,446,455.04",250.50,6/1/2018,5/31/2019,-65.4519,210.8164
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037508391820000384,PJM_ATSICE_08037508391820000384,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"475,034.79",160.05,6/1/2018,5/31/2019,-36.0652,47.0631
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037508401470095564,PJM_ATSICE_08037508401470095564,OH,CE_CG,N,PRIMARY,FEOHIOCE,6/1/19,5/31/20,"4,199,868.67",980.44,6/1/2018,5/31/2019,-390.0305,559.1767
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037554815000043943,PJM_ATSICE_08037554815000043943,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"72,971.49",26.63,6/1/2018,5/31/2019,-7.3404,7.2242
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517920000754698,PJM_ATSIOE_08037517920000754698,OH,OE_C1,N,PRIMARY,FEOHIOOE,6/1/19,5/31/20,"774,385.78",140.90,6/1/2018,5/31/2019,4.8615,161.4471
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037505840001117298,PJM_ATSIOE_08037505840001117298,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"154,155.52",32.35,6/1/2018,5/31/2019,-13.3952,23.0677
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08008110895001339772,PJM_ATSICE_08008110895001339772,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"3,034,903.85","1,485.64",6/1/2018,5/31/2019,-110.3090,668.4074
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005612615000012821,PJM_ATSIOE_08005612615000012821,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"2,017.69",0.60,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005614132540007414,PJM_ATSITE_08005614132540007414,OH,TE_CG,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"2,710.15",0.83,6/1/2018,5/31/2019,0.4101,1.04
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037529450000388401,PJM_ATSIOE_08037529450000388401,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"111,475.65",98.17,6/1/2018,5/31/2019,0.7844,17.1739
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037544750000386714,PJM_ATSIOE_08037544750000386714,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"153,925.45",51.79,6/1/2018,5/31/2019,-22.6477,14.1181
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005793201120000420,PJM_ATSICE_08005793201120000420,OH,CE_C3,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"70,847.91",25.90,6/1/2018,5/31/2019,-18.1791,11.0212
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006051905000336165,PJM_ATSICE_08006051905000336165,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"1,539,393.83",471.71,6/1/2018,5/31/2019,-73.8242,242.3059
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037512250001462606,PJM_ATSIOE_08037512250001462606,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,627.40,0.38,6/1/2018,5/31/2019,0.2437,0.5675
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006151431520000891,PJM_ATSICE_08006151431520000891,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"25,715.82",9.22,6/1/2018,5/31/2019,-1.7824,3.4119
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005612610000609052,PJM_ATSIOE_08005612610000609052,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"44,088.75",23.84,6/1/2018,5/31/2019,-5.5103,10.7367
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007045420001127585,PJM_ATSIOE_08007045420001127585,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,674.95,0.32,6/1/2018,5/31/2019,0.0532,0.1406
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005210490000183481,PJM_ATSIOE_08005210490000183481,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"29,159.38",12.22,6/1/2018,5/31/2019,-0.3126,2.7778
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08007312875000043815,PJM_ATSICE_08007312875000043815,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"23,771.47",7.32,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517251270000212,PJM_ATSICE_08037517251270000212,OH,CE_C1,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"357,272.21",63.76,6/1/2018,5/31/2019,-7.6715,65.0006
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006510770000474016,PJM_ATSIOE_08006510770000474016,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"50,339.51",14.49,6/1/2018,5/31/2019,-2.2323,9.6888
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006413995000017068,PJM_ATSIOE_08006413995000017068,OH,OE_SL,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"5,973.31",1.81,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037525822020014168,PJM_ATSITE_08037525822020014168,OH,TE_CG,N,SECONDARY,FEOHIOTE,6/1/19,5/31/20,"2,431.56",0.48,6/1/2018,5/31/2019,-0.0097,0.4504
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08006858395000215796,PJM_ATSIOE_08006858395000215796,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"52,048.18",24.24,6/1/2018,5/31/2019,-5.0242,4.9511
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517251360000391,PJM_ATSICE_08037517251360000391,OH,CE_C3,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"307,201.55",72.71,6/1/2018,5/31/2019,-8.8194,81.6465
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517251980000816,PJM_ATSICE_08037517251980000816,OH,CE_C2,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"421,568.88",126.67,6/1/2018,5/31/2019,-2.0846,103.3078
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037522770000686277,PJM_ATSIOE_08037522770000686277,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"161,229.89",51.77,6/1/2018,5/31/2019,-12.3308,26.2732
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037522785000256815,PJM_ATSIOE_08037522785000256815,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"1,961,465.89",521.42,6/1/2018,5/31/2019,-178.6937,369.5552
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037543180001024723,PJM_ATSIOE_08037543180001024723,OH,OE_C2,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"514,643.41",198.93,6/1/2018,5/31/2019,-41.2150,62.4235
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005870635000041870,PJM_ATSICE_08005870635000041870,OH,CE_SL,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,"4,649.97",1.39,6/1/2018,5/31/2019,0.0000,0
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08037517330000413486,PJM_ATSIOE_08037517330000413486,OH,OE_C3,N,SECONDARY,FEOHIOOE,6/1/19,5/31/20,"544,593.81",142.56,6/1/2018,5/31/2019,-26.1524,107.9372
POWER 4 SCHOOLS ELECTRIC PROGRAM_AGG,1-IZS153,08005870921000078250,PJM_ATSICE_08005870921000078250,OH,CE_CG,N,SECONDARY,FEOHIOCE,6/1/19,5/31/20,734.79,0.25,6/1/2018,5/31/2019,-0.0034,0.046
